# Ecoflex30, bending actuator, displacement test.
# wall=7mm, 5 chambers, chamber=[8x8x2]mm, tube=[2,2,7]mm.
# Pressure (N/mm2), Bending Angle (degrees)
0.020058,2.7067
0.020065,2.7067
0.020072,2.6073
0.02008,2.7067
0.020087,2.7067
0.020094,2.7067
0.020101,2.7067
0.020109,2.7067
0.020116,2.7067
0.020123,2.7067
0.02013,2.7067
0.020138,2.7067
0.020145,2.7067
0.020152,2.7067
0.020159,2.7067
0.020167,2.7067
0.020174,2.7067
0.020181,2.7067
0.020188,2.7067
0.020196,2.7067
0.020203,2.7067
0.02021,2.7067
0.020217,2.7067
0.020225,2.7067
0.020232,2.7067
0.020239,2.7067
0.020246,2.7204
0.020254,2.7067
0.020261,2.7067
0.020268,2.7067
0.020275,2.7067
0.020283,2.7204
0.02029,2.7204
0.020297,2.7204
0.020304,2.7204
0.020312,2.7204
0.020319,2.7204
0.020326,2.7204
0.020333,2.7204
0.020341,2.7204
0.020348,2.7204
0.020355,2.7204
0.020362,2.7204
0.02037,2.7204
0.020377,2.8199
0.020384,2.7204
0.020391,2.8199
0.020399,2.7204
0.020406,2.8199
0.020413,2.7204
0.02042,2.7204
0.020428,2.8199
0.020435,2.7204
0.020442,2.8199
0.020449,2.8199
0.020457,2.8199
0.020464,2.8199
0.020471,2.8199
0.020478,2.8199
0.020486,2.8199
0.020493,2.8199
0.0205,2.8199
0.020507,2.8199
0.020514,2.8199
0.020522,2.8199
0.020529,2.8199
0.020536,2.8199
0.020543,2.8199
0.020551,2.8199
0.020558,2.8199
0.020565,2.8199
0.020572,2.806
0.02058,2.8199
0.020587,2.8199
0.020594,2.8199
0.020601,2.8199
0.020609,2.8199
0.020616,2.8199
0.020623,2.8199
0.02063,2.8199
0.020638,2.8199
0.020645,2.8199
0.020652,2.8199
0.020659,2.8199
0.020667,2.8199
0.020674,2.8199
0.020681,2.8199
0.020688,2.8199
0.020696,2.8199
0.020703,2.8199
0.02071,2.8199
0.020717,2.8199
0.020725,2.8199
0.020732,2.8199
0.020739,2.8199
0.020746,2.8199
0.020754,2.8199
0.020761,2.8199
0.020768,2.8199
0.020775,2.9193
0.020783,2.8199
0.02079,2.9193
0.020797,2.9193
0.020804,2.8199
0.020812,2.9193
0.020819,2.9193
0.020826,2.9193
0.020833,2.9193
0.020841,2.9193
0.020848,2.9193
0.020855,2.9193
0.020862,2.9193
0.02087,2.9193
0.020877,2.9193
0.020884,2.9193
0.020891,2.9193
0.020899,2.9193
0.020906,2.9193
0.020913,2.9193
0.02092,2.9193
0.020928,2.9193
0.020935,2.9193
0.020942,2.9193
0.020949,2.9193
0.020957,2.9193
0.020964,2.9193
0.020971,2.9193
0.020978,2.9193
0.020986,2.9193
0.020993,2.9193
0.021,2.9193
0.021007,2.9193
0.021014,2.9193
0.021022,2.9193
0.021029,3.0187
0.021036,2.9193
0.021043,2.9193
0.021051,3.0187
0.021058,3.0187
0.021065,2.9193
0.021072,3.0187
0.02108,3.0187
0.021087,3.0187
0.021094,3.0187
0.021101,3.0187
0.021109,3.0187
0.021116,3.0187
0.021123,3.0187
0.02113,3.0187
0.021138,3.0187
0.021145,3.0187
0.021152,3.0187
0.021159,3.0187
0.021167,3.0187
0.021174,3.0187
0.021181,3.0187
0.021188,3.0187
0.021196,3.0187
0.021203,3.0187
0.02121,3.0187
0.021217,3.0187
0.021225,3.0187
0.021232,3.0187
0.021239,3.0187
0.021246,3.0187
0.021254,3.0187
0.021261,3.0187
0.021268,3.0187
0.021275,3.0187
0.021283,3.033
0.02129,3.033
0.021297,3.0187
0.021304,3.0187
0.021312,3.0187
0.021319,3.0187
0.021326,3.118
0.021333,3.0187
0.021341,3.0187
0.021348,3.0187
0.021355,3.118
0.021362,3.118
0.02137,3.118
0.021377,3.118
0.021384,3.118
0.021391,3.118
0.021399,3.118
0.021406,3.118
0.021413,3.118
0.02142,3.118
0.021428,3.118
0.021435,3.118
0.021442,3.118
0.021449,3.118
0.021457,3.118
0.021464,3.118
0.021471,3.118
0.021478,3.118
0.021486,3.118
0.021493,3.118
0.0215,3.118
0.021507,3.118
0.021514,3.118
0.021522,3.118
0.021529,3.118
0.021536,3.118
0.021543,3.118
0.021551,3.118
0.021558,3.118
0.021565,3.118
0.021572,3.118
0.02158,3.118
0.021587,3.118
0.021594,3.118
0.021601,3.118
0.021609,3.118
0.021616,3.118
0.021623,3.118
0.02163,3.2173
0.021638,3.118
0.021645,3.2173
0.021652,3.118
0.021659,3.118
0.021667,3.2173
0.021674,3.2173
0.021681,3.2173
0.021688,3.2173
0.021696,3.2173
0.021703,3.2173
0.02171,3.2173
0.021717,3.2173
0.021725,3.2173
0.021732,3.2173
0.021739,3.2173
0.021746,3.2173
0.021754,3.2173
0.021761,3.118
0.021768,3.2319
0.021775,3.2173
0.021783,3.2173
0.02179,3.2173
0.021797,3.2173
0.021804,3.2173
0.021812,3.2173
0.021819,3.2173
0.021826,3.2173
0.021833,3.2173
0.021841,3.2173
0.021848,3.2173
0.021855,3.2173
0.021862,3.2173
0.02187,3.2173
0.021877,3.2319
0.021884,3.2173
0.021891,3.2319
0.021899,3.2173
0.021906,3.2173
0.021913,3.2173
0.02192,3.2173
0.021928,3.2173
0.021935,3.2173
0.021942,3.2319
0.021949,3.2319
0.021957,3.2319
0.021964,3.2319
0.021971,3.2173
0.021978,3.2173
0.021986,3.2173
0.021993,3.2173
0.022,3.2173
0.022007,3.2173
0.022014,3.2173
0.022022,3.2173
0.022029,3.2173
0.022036,3.2173
0.022043,3.2173
0.022051,3.2173
0.022058,3.3313
0.022065,3.3166
0.022072,3.3313
0.02208,3.3166
0.022087,3.3166
0.022094,3.3166
0.022101,3.3166
0.022109,3.3166
0.022116,3.2173
0.022123,3.2173
0.02213,3.3166
0.022138,3.3166
0.022145,3.2173
0.022152,3.3166
0.022159,3.3166
0.022167,3.3166
0.022174,3.3166
0.022181,3.3166
0.022188,3.3166
0.022196,3.3166
0.022203,3.3166
0.02221,3.3166
0.022217,3.3166
0.022225,3.3166
0.022232,3.3166
0.022239,3.3313
0.022246,3.3166
0.022254,3.3313
0.022261,3.3166
0.022268,3.3166
0.022275,3.3166
0.022283,3.3166
0.02229,3.3166
0.022297,3.3166
0.022304,3.3166
0.022312,3.3166
0.022319,3.3166
0.022326,3.3166
0.022333,3.3166
0.022341,3.3166
0.022348,3.3166
0.022355,3.4158
0.022362,3.3166
0.02237,3.4158
0.022377,3.4158
0.022384,3.4158
0.022391,3.4158
0.022399,3.4158
0.022406,3.4158
0.022413,3.4158
0.02242,3.4158
0.022428,3.4158
0.022435,3.4158
0.022442,3.4158
0.022449,3.4158
0.022457,3.4158
0.022464,3.4158
0.022471,3.4158
0.022478,3.4158
0.022486,3.4158
0.022493,3.4158
0.0225,3.4158
0.022507,3.4158
0.022514,3.4158
0.022522,3.4158
0.022529,3.4158
0.022536,3.4158
0.022543,3.4158
0.022551,3.4158
0.022558,3.4158
0.022565,3.4158
0.022572,3.5149
0.02258,3.4158
0.022587,3.5149
0.022594,3.5149
0.022601,3.5149
0.022609,3.5149
0.022616,3.5149
0.022623,3.5149
0.02263,3.4158
0.022638,3.5149
0.022645,3.5149
0.022652,3.5149
0.022659,3.5149
0.022667,3.5149
0.022674,3.5149
0.022681,3.5149
0.022688,3.5149
0.022696,3.5149
0.022703,3.5149
0.02271,3.5149
0.022717,3.5149
0.022725,3.5149
0.022732,3.5149
0.022739,3.5149
0.022746,3.5149
0.022754,3.5149
0.022761,3.5149
0.022768,3.5149
0.022775,3.5149
0.022783,3.5149
0.02279,3.5149
0.022797,3.5149
0.022804,3.5149
0.022812,3.5149
0.022819,3.5149
0.022826,3.5149
0.022833,3.5149
0.022841,3.5149
0.022848,3.614
0.022855,3.5149
0.022862,3.614
0.02287,3.5149
0.022877,3.5149
0.022884,3.5149
0.022891,3.614
0.022899,3.614
0.022906,3.614
0.022913,3.614
0.02292,3.614
0.022928,3.614
0.022935,3.614
0.022942,3.5149
0.022949,3.614
0.022957,3.614
0.022964,3.614
0.022971,3.614
0.022978,3.614
0.022986,3.614
0.022993,3.614
0.023,3.614
0.023007,3.614
0.023014,3.614
0.023022,3.614
0.023029,3.614
0.023036,3.614
0.023043,3.614
0.023051,3.614
0.023058,3.614
0.023065,3.614
0.023072,3.614
0.02308,3.614
0.023087,3.614
0.023094,3.614
0.023101,3.614
0.023109,3.614
0.023116,3.614
0.023123,3.614
0.02313,3.614
0.023138,3.614
0.023145,3.614
0.023152,3.614
0.023159,3.614
0.023167,3.614
0.023174,3.614
0.023181,3.614
0.023188,3.614
0.023196,3.614
0.023203,3.614
0.02321,3.614
0.023217,3.614
0.023225,3.713
0.023232,3.614
0.023239,3.713
0.023246,3.713
0.023254,3.614
0.023261,3.713
0.023268,3.713
0.023275,3.614
0.023283,3.713
0.02329,3.713
0.023297,3.614
0.023304,3.713
0.023312,3.614
0.023319,3.713
0.023326,3.614
0.023333,3.713
0.023341,3.713
0.023348,3.713
0.023355,3.713
0.023362,3.713
0.02337,3.713
0.023377,3.713
0.023384,3.713
0.023391,3.614
0.023399,3.713
0.023406,3.713
0.023413,3.713
0.02342,3.713
0.023428,3.713
0.023435,3.713
0.023442,3.713
0.023449,3.713
0.023457,3.713
0.023464,3.713
0.023471,3.812
0.023478,3.713
0.023486,3.812
0.023493,3.713
0.0235,3.713
0.023507,3.812
0.023514,3.812
0.023522,3.812
0.023529,3.812
0.023536,3.812
0.023543,3.812
0.023551,3.812
0.023558,3.812
0.023565,3.812
0.023572,3.812
0.02358,3.812
0.023587,3.812
0.023594,3.812
0.023601,3.812
0.023609,3.812
0.023616,3.812
0.023623,3.812
0.02363,3.812
0.023638,3.812
0.023645,3.812
0.023652,3.812
0.023659,3.812
0.023667,3.812
0.023674,3.812
0.023681,3.9109
0.023688,3.812
0.023696,3.812
0.023703,3.812
0.02371,3.812
0.023717,3.812
0.023725,3.812
0.023732,3.812
0.023739,3.812
0.023746,3.9109
0.023754,3.9109
0.023761,3.812
0.023768,3.9109
0.023775,3.9109
0.023783,3.9109
0.02379,3.9109
0.023797,3.9109
0.023804,3.9109
0.023812,3.9109
0.023819,3.9109
0.023826,3.9109
0.023833,3.9109
0.023841,3.9109
0.023848,3.9109
0.023855,3.9109
0.023862,3.9109
0.02387,3.9109
0.023877,3.9109
0.023884,3.9109
0.023891,3.9109
0.023899,3.9109
0.023906,3.9109
0.023913,3.9109
0.02392,3.9109
0.023928,3.9109
0.023935,3.9109
0.023942,3.9109
0.023949,3.9109
0.023957,4.0098
0.023964,3.9109
0.023971,4.0098
0.023978,3.9109
0.023986,4.0257
0.023993,3.9267
0.024,4.0098
0.024007,4.0098
0.024014,3.9109
0.024022,3.9109
0.024029,4.0098
0.024036,4.0098
0.024043,4.0098
0.024051,3.9109
0.024058,4.0098
0.024065,4.0098
0.024072,4.0098
0.02408,4.0098
0.024087,4.0098
0.024094,4.0098
0.024101,4.0098
0.024109,4.0098
0.024116,4.0098
0.024123,4.0098
0.02413,4.0098
0.024138,4.0098
0.024145,4.0257
0.024152,4.0098
0.024159,4.0098
0.024167,4.0098
0.024174,4.0257
0.024181,4.0257
0.024188,4.0098
0.024196,4.0098
0.024203,4.0098
0.02421,4.0098
0.024217,4.0098
0.024225,4.0098
0.024232,4.1086
0.024239,4.1247
0.024246,4.1086
0.024254,4.0257
0.024261,4.1086
0.024268,4.1086
0.024275,4.1247
0.024283,4.1086
0.02429,4.1086
0.024297,4.0098
0.024304,4.1086
0.024312,4.0098
0.024319,4.1086
0.024326,4.1086
0.024333,4.1086
0.024341,4.1086
0.024348,4.1086
0.024355,4.1086
0.024362,4.1086
0.02437,4.1086
0.024377,4.1086
0.024384,4.0257
0.024391,4.1247
0.024399,4.1247
0.024406,4.1086
0.024413,4.1247
0.02442,4.1247
0.024428,4.1247
0.024435,4.1247
0.024442,4.1086
0.024449,4.1247
0.024457,4.1247
0.024464,4.1086
0.024471,4.1086
0.024478,4.1086
0.024486,4.1086
0.024493,4.1247
0.0245,4.1086
0.024507,4.1086
0.024514,4.1247
0.024522,4.1086
0.024529,4.1247
0.024536,4.1247
0.024543,4.1247
0.024551,4.1086
0.024558,4.1086
0.024565,4.1086
0.024572,4.2237
0.02458,4.1086
0.024587,4.2237
0.024594,4.2237
0.024601,4.2237
0.024609,4.2237
0.024616,4.2237
0.024623,4.2237
0.02463,4.2237
0.024638,4.2237
0.024645,4.2237
0.024652,4.1247
0.024659,4.2237
0.024667,4.2237
0.024674,4.2237
0.024681,4.1247
0.024688,4.2237
0.024696,4.2237
0.024703,4.2237
0.02471,4.2237
0.024717,4.2237
0.024725,4.2237
0.024732,4.2237
0.024739,4.2237
0.024746,4.2237
0.024754,4.2237
0.024761,4.2237
0.024768,4.2237
0.024775,4.2237
0.024783,4.2237
0.02479,4.2237
0.024797,4.2237
0.024804,4.2237
0.024812,4.2074
0.024819,4.2237
0.024826,4.2237
0.024833,4.2237
0.024841,4.2237
0.024848,4.2237
0.024855,4.2237
0.024862,4.2237
0.02487,4.2237
0.024877,4.2237
0.024884,4.2237
0.024891,4.2237
0.024899,4.2237
0.024906,4.3225
0.024913,4.3225
0.02492,4.3061
0.024928,4.3225
0.024935,4.3225
0.024942,4.3225
0.024949,4.3225
0.024957,4.3225
0.024964,4.3225
0.024971,4.3225
0.024978,4.3225
0.024986,4.3225
0.024993,4.3225
0.025,4.3225
0.025007,4.3225
0.025014,4.3225
0.025022,4.3225
0.025029,4.3225
0.025036,4.3225
0.025043,4.3225
0.025051,4.3225
0.025058,4.3225
0.025065,4.3225
0.025072,4.3225
0.02508,4.3225
0.025087,4.3225
0.025094,4.3225
0.025101,4.3225
0.025109,4.3225
0.025116,4.3225
0.025123,4.3225
0.02513,4.4213
0.025138,4.3225
0.025145,4.4213
0.025152,4.3225
0.025159,4.4213
0.025167,4.4213
0.025174,4.4213
0.025181,4.4213
0.025188,4.4213
0.025196,4.4213
0.025203,4.4213
0.02521,4.4213
0.025217,4.4213
0.025225,4.4213
0.025232,4.4213
0.025239,4.4213
0.025246,4.4213
0.025254,4.4213
0.025261,4.4213
0.025268,4.4213
0.025275,4.4213
0.025283,4.5201
0.02529,4.4213
0.025297,4.4213
0.025304,4.5201
0.025312,4.4213
0.025319,4.4213
0.025326,4.4213
0.025333,4.4213
0.025341,4.5201
0.025348,4.5201
0.025355,4.5201
0.025362,4.5201
0.02537,4.5201
0.025377,4.5201
0.025384,4.5201
0.025391,4.5201
0.025399,4.5201
0.025406,4.5201
0.025413,4.5201
0.02542,4.5201
0.025428,4.5201
0.025435,4.5201
0.025442,4.5201
0.025449,4.5201
0.025457,4.5201
0.025464,4.5201
0.025471,4.5201
0.025478,4.5201
0.025486,4.5201
0.025493,4.5201
0.0255,4.5201
0.025507,4.5201
0.025514,4.6188
0.025522,4.5201
0.025529,4.5201
0.025536,4.5201
0.025543,4.5201
0.025551,4.6188
0.025558,4.6188
0.025565,4.6188
0.025572,4.6188
0.02558,4.6188
0.025587,4.6188
0.025594,4.5201
0.025601,4.6188
0.025609,4.6188
0.025616,4.6188
0.025623,4.6188
0.02563,4.6188
0.025638,4.6188
0.025645,4.6188
0.025652,4.6188
0.025659,4.6188
0.025667,4.6188
0.025674,4.6188
0.025681,4.6188
0.025688,4.6188
0.025696,4.6188
0.025703,4.6188
0.02571,4.6188
0.025717,4.6188
0.025725,4.6188
0.025732,4.6188
0.025739,4.6188
0.025746,4.6188
0.025754,4.6188
0.025761,4.6188
0.025768,4.6188
0.025775,4.6188
0.025783,4.6188
0.02579,4.6188
0.025797,4.6188
0.025804,4.6188
0.025812,4.6188
0.025819,4.7174
0.025826,4.6188
0.025833,4.7174
0.025841,4.7174
0.025848,4.6188
0.025855,4.6188
0.025862,4.7174
0.02587,4.6188
0.025877,4.7174
0.025884,4.7174
0.025891,4.7174
0.025899,4.7174
0.025906,4.7174
0.025913,4.7174
0.02592,4.7174
0.025928,4.7174
0.025935,4.7174
0.025942,4.7174
0.025949,4.7174
0.025957,4.7174
0.025964,4.7174
0.025971,4.7174
0.025978,4.7174
0.025986,4.7174
0.025993,4.7174
0.026,4.7174
0.026007,4.7174
0.026014,4.7174
0.026022,4.7174
0.026029,4.7174
0.026036,4.7174
0.026043,4.7174
0.026051,4.7174
0.026058,4.7174
0.026065,4.7174
0.026072,4.7174
0.02608,4.7174
0.026087,4.7174
0.026094,4.816
0.026101,4.7174
0.026109,4.816
0.026116,4.7174
0.026123,4.816
0.02613,4.816
0.026138,4.816
0.026145,4.816
0.026152,4.816
0.026159,4.816
0.026167,4.816
0.026174,4.816
0.026181,4.816
0.026188,4.816
0.026196,4.816
0.026203,4.816
0.02621,4.816
0.026217,4.816
0.026225,4.816
0.026232,4.816
0.026239,4.816
0.026246,4.816
0.026254,4.816
0.026261,4.816
0.026268,4.816
0.026275,4.816
0.026283,4.816
0.02629,4.816
0.026297,4.816
0.026304,4.816
0.026312,4.816
0.026319,4.816
0.026326,4.816
0.026333,4.816
0.026341,4.816
0.026348,4.9142
0.026355,4.9142
0.026362,4.816
0.02637,4.9142
0.026377,4.9142
0.026384,4.816
0.026391,4.816
0.026399,4.9142
0.026406,4.9142
0.026413,4.9142
0.02642,4.9142
0.026428,4.816
0.026435,4.9142
0.026442,4.9142
0.026449,4.9142
0.026457,4.9142
0.026464,4.9142
0.026471,4.9142
0.026478,4.9142
0.026486,4.9142
0.026493,4.9142
0.0265,4.9142
0.026507,4.9142
0.026514,4.9142
0.026522,4.9142
0.026529,4.9142
0.026536,4.9142
0.026543,4.9142
0.026551,4.9142
0.026558,4.9142
0.026565,4.9142
0.026572,5.0132
0.02658,4.9142
0.026587,5.0132
0.026594,5.0132
0.026601,5.0132
0.026609,5.0302
0.026616,5.0132
0.026623,5.0132
0.02663,5.0132
0.026638,5.0132
0.026645,5.0132
0.026652,5.0132
0.026659,5.0132
0.026667,5.0132
0.026674,5.0132
0.026681,5.0132
0.026688,5.1292
0.026696,5.0132
0.026703,5.1112
0.02671,5.1292
0.026717,5.0132
0.026725,5.1112
0.026732,5.1112
0.026739,5.1112
0.026746,5.1112
0.026754,5.1292
0.026761,5.1112
0.026768,5.1112
0.026775,5.1112
0.026783,5.1112
0.02679,5.1112
0.026797,5.1112
0.026804,5.1112
0.026812,5.1112
0.026819,5.1112
0.026826,5.1112
0.026833,5.1112
0.026841,5.1292
0.026848,5.2102
0.026855,5.1292
0.026862,5.1112
0.02687,5.2282
0.026877,5.1292
0.026884,5.2102
0.026891,5.2282
0.026899,5.2282
0.026906,5.2282
0.026913,5.2282
0.02692,5.2102
0.026928,5.2102
0.026935,5.2102
0.026942,5.2282
0.026949,5.2282
0.026957,5.2282
0.026964,5.2102
0.026971,5.2282
0.026978,5.2282
0.026986,5.2282
0.026993,5.2102
0.027,5.2102
0.027007,5.2282
0.027014,5.2282
0.027022,5.2102
0.027029,5.2102
0.027036,5.3262
0.027043,5.2102
0.027051,5.2282
0.027058,5.2282
0.027065,5.2282
0.027072,5.3082
0.02708,5.2282
0.027087,5.2282
0.027094,5.3262
0.027101,5.3262
0.027109,5.3262
0.027116,5.3082
0.027123,5.3262
0.02713,5.3262
0.027138,5.3262
0.027145,5.3082
0.027152,5.3262
0.027159,5.3262
0.027167,5.3262
0.027174,5.3262
0.027181,5.3262
0.027188,5.3262
0.027196,5.3082
0.027203,5.3262
0.02721,5.3262
0.027217,5.3262
0.027225,5.3262
0.027232,5.3262
0.027239,5.3262
0.027246,5.3262
0.027254,5.3262
0.027261,5.3262
0.027268,5.3262
0.027275,5.4242
0.027283,5.4242
0.02729,5.4242
0.027297,5.3262
0.027304,5.4242
0.027312,5.3262
0.027319,5.4242
0.027326,5.3262
0.027333,5.4242
0.027341,5.4242
0.027348,5.4242
0.027355,5.4242
0.027362,5.4242
0.02737,5.4242
0.027377,5.4242
0.027384,5.4242
0.027391,5.4242
0.027399,5.4242
0.027406,5.4242
0.027413,5.4242
0.02742,5.4242
0.027428,5.4242
0.027435,5.4242
0.027442,5.4242
0.027449,5.4242
0.027457,5.4242
0.027464,5.4242
0.027471,5.4242
0.027478,5.4242
0.027486,5.4242
0.027493,5.4242
0.0275,5.4242
0.027507,5.5232
0.027514,5.4242
0.027522,5.5232
0.027529,5.4242
0.027536,5.4242
0.027543,5.4242
0.027551,5.5232
0.027558,5.4242
0.027565,5.4242
0.027572,5.5232
0.02758,5.5232
0.027587,5.5232
0.027594,5.5232
0.027601,5.5232
0.027609,5.5232
0.027616,5.5232
0.027623,5.5232
0.02763,5.5232
0.027638,5.5232
0.027645,5.5232
0.027652,5.5232
0.027659,5.5232
0.027667,5.5232
0.027674,5.5232
0.027681,5.5232
0.027688,5.5232
0.027696,5.5232
0.027703,5.5232
0.02771,5.5232
0.027717,5.5232
0.027725,5.6212
0.027732,5.6212
0.027739,5.6212
0.027746,5.6212
0.027754,5.6212
0.027761,5.6212
0.027768,5.6212
0.027775,5.6212
0.027783,5.6212
0.02779,5.6212
0.027797,5.6212
0.027804,5.6212
0.027812,5.6212
0.027819,5.6212
0.027826,5.6212
0.027833,5.6212
0.027841,5.6212
0.027848,5.6212
0.027855,5.7192
0.027862,5.7192
0.02787,5.7192
0.027877,5.7192
0.027884,5.7192
0.027891,5.7192
0.027899,5.7192
0.027906,5.7192
0.027913,5.7192
0.02792,5.7192
0.027928,5.7192
0.027935,5.7192
0.027942,5.7192
0.027949,5.7192
0.027957,5.7192
0.027964,5.8172
0.027971,5.7192
0.027978,5.7192
0.027986,5.8172
0.027993,5.8172
0.028,5.8172
0.028007,5.8172
0.028014,5.8172
0.028022,5.8362
0.028029,5.8172
0.028036,5.8172
0.028043,5.8172
0.028051,5.8172
0.028058,5.8172
0.028065,5.8362
0.028072,5.8172
0.02808,5.8172
0.028087,5.8172
0.028094,5.8172
0.028101,5.9152
0.028109,5.8172
0.028116,5.8172
0.028123,5.9342
0.02813,5.9342
0.028138,5.9152
0.028145,5.9152
0.028152,5.9152
0.028159,5.9152
0.028167,5.9152
0.028174,5.9342
0.028181,5.9342
0.028188,5.9152
0.028196,5.9152
0.028203,5.9152
0.02821,5.9152
0.028217,5.9342
0.028225,5.9152
0.028232,5.9342
0.028239,5.9342
0.028246,5.9152
0.028254,5.9152
0.028261,5.9342
0.028268,5.9342
0.028275,5.9152
0.028283,5.9152
0.02829,5.9342
0.028297,5.9342
0.028304,5.9342
0.028312,5.9152
0.028319,5.9342
0.028326,5.9342
0.028333,5.9342
0.028341,5.9342
0.028348,5.9342
0.028355,5.9342
0.028362,5.9342
0.02837,5.9342
0.028377,5.9342
0.028384,5.9342
0.028391,5.9342
0.028399,5.9342
0.028406,6.0332
0.028413,5.9342
0.02842,5.9342
0.028428,5.9342
0.028435,6.0332
0.028442,6.0332
0.028449,6.0332
0.028457,6.0332
0.028464,6.0332
0.028471,6.0332
0.028478,6.0332
0.028486,6.0132
0.028493,6.0332
0.0285,6.0332
0.028507,6.0332
0.028514,6.0332
0.028522,6.0332
0.028529,6.0332
0.028536,6.0332
0.028543,6.0332
0.028551,6.1312
0.028558,6.0332
0.028565,6.1312
0.028572,6.1312
0.02858,6.1312
0.028587,6.1312
0.028594,6.1312
0.028601,6.1312
0.028609,6.1312
0.028616,6.1312
0.028623,6.1312
0.02863,6.1312
0.028638,6.1312
0.028645,6.1312
0.028652,6.1312
0.028659,6.1312
0.028667,6.1312
0.028674,6.1312
0.028681,6.1312
0.028688,6.1312
0.028696,6.1312
0.028703,6.1312
0.02871,6.2292
0.028717,6.2292
0.028725,6.1312
0.028732,6.2292
0.028739,6.2292
0.028746,6.2292
0.028754,6.2292
0.028761,6.2292
0.028768,6.2292
0.028775,6.2292
0.028783,6.2292
0.02879,6.2292
0.028797,6.2292
0.028804,6.2292
0.028812,6.2292
0.028819,6.2292
0.028826,6.2292
0.028833,6.2292
0.028841,6.3272
0.028848,6.2292
0.028855,6.3272
0.028862,6.3272
0.02887,6.3272
0.028877,6.3272
0.028884,6.3272
0.028891,6.3272
0.028899,6.3272
0.028906,6.3272
0.028913,6.3272
0.02892,6.3272
0.028928,6.3272
0.028935,6.3272
0.028942,6.3272
0.028949,6.3272
0.028957,6.4252
0.028964,6.3272
0.028971,6.3272
0.028978,6.4252
0.028986,6.3272
0.028993,6.4252
0.029,6.4252
0.029007,6.4252
0.029014,6.4252
0.029022,6.3272
0.029029,6.4252
0.029036,6.4252
0.029043,6.4252
0.029051,6.4252
0.029058,6.4252
0.029065,6.4252
0.029072,6.4252
0.02908,6.4252
0.029087,6.4252
0.029094,6.4252
0.029101,6.4252
0.029109,6.4252
0.029116,6.5222
0.029123,6.5222
0.02913,6.5222
0.029138,6.5222
0.029145,6.5222
0.029152,6.5222
0.029159,6.5222
0.029167,6.5222
0.029174,6.5222
0.029181,6.5222
0.029188,6.5222
0.029196,6.5222
0.029203,6.5222
0.02921,6.5222
0.029217,6.5222
0.029225,6.5222
0.029232,6.5222
0.029239,6.5222
0.029246,6.5222
0.029254,6.5222
0.029261,6.5222
0.029268,6.5222
0.029275,6.6202
0.029283,6.6202
0.02929,6.6202
0.029297,6.6202
0.029304,6.6412
0.029312,6.6202
0.029319,6.6202
0.029326,6.6202
0.029333,6.6202
0.029341,6.6202
0.029348,6.6202
0.029355,6.6202
0.029362,6.6202
0.02937,6.6412
0.029377,6.6202
0.029384,6.6202
0.029391,6.6202
0.029399,6.6202
0.029406,6.6202
0.029413,6.7182
0.02942,6.7382
0.029428,6.7182
0.029435,6.7182
0.029442,6.7182
0.029449,6.7182
0.029457,6.7382
0.029464,6.7182
0.029471,6.7382
0.029478,6.7382
0.029486,6.7382
0.029493,6.7382
0.0295,6.7382
0.029507,6.7182
0.029514,6.7382
0.029522,6.8362
0.029529,6.8362
0.029536,6.8362
0.029543,6.8362
0.029551,6.8362
0.029558,6.8362
0.029565,6.8362
0.029572,6.8362
0.02958,6.8362
0.029587,6.8362
0.029594,6.8362
0.029601,6.8362
0.029609,6.8362
0.029616,6.9342
0.029623,6.9342
0.02963,6.9342
0.029638,6.9342
0.029645,6.9342
0.029652,6.9342
0.029659,6.9342
0.029667,6.9342
0.029674,6.9342
0.029681,6.9342
0.029688,6.9342
0.029696,6.9342
0.029703,6.9342
0.02971,6.9342
0.029717,6.9342
0.029725,7.0312
0.029732,6.9342
0.029739,7.0312
0.029746,7.0312
0.029754,7.0312
0.029761,7.0312
0.029768,7.0312
0.029775,7.0312
0.029783,7.0312
0.02979,7.0312
0.029797,7.0312
0.029804,7.0312
0.029812,7.0312
0.029819,7.0312
0.029826,7.0312
0.029833,7.0312
0.029841,7.0312
0.029848,7.0312
0.029855,7.0312
0.029862,7.1292
0.02987,7.1502
0.029877,7.1292
0.029884,7.1292
0.029891,7.1292
0.029899,7.1292
0.029906,7.1292
0.029913,7.1292
0.02992,7.1292
0.029928,7.1292
0.029935,7.1292
0.029942,7.1502
0.029949,7.1502
0.029957,7.1502
0.029964,7.1502
0.029971,7.1502
0.029978,7.2482
0.029986,7.2482
0.029993,7.2482
0.03,7.2482
0.030007,7.2262
0.030014,7.2482
0.030022,7.2482
0.030029,7.2262
0.030036,7.2262
0.030043,7.2262
0.030051,7.2262
0.030058,7.2262
0.030065,7.2262
0.030072,7.2482
0.03008,7.2262
0.030087,7.3452
0.030094,7.3452
0.030101,7.3452
0.030109,7.3452
0.030116,7.3452
0.030123,7.3452
0.03013,7.3242
0.030138,7.3452
0.030145,7.3452
0.030152,7.3452
0.030159,7.3452
0.030167,7.3452
0.030174,7.3452
0.030181,7.3452
0.030188,7.3452
0.030196,7.3452
0.030203,7.3452
0.03021,7.3452
0.030217,7.3452
0.030225,7.4432
0.030232,7.4432
0.030239,7.4432
0.030246,7.4432
0.030254,7.4432
0.030261,7.4432
0.030268,7.4432
0.030275,7.4432
0.030283,7.4432
