# Ecoflex30, bending actuator, displacement test.
# wall=7mm, 7 chambers, chamber=[8x8x2]mm, tube=[2,2,7]mm.
# Pressure (N/mm2), Bending Angle (degrees)
0.012391,1.6041
0.012399,1.5199
0.012406,1.5199
0.012413,1.5199
0.01242,1.5199
0.012428,1.5199
0.012435,1.6041
0.012442,1.5199
0.012449,1.6041
0.012457,1.6041
0.012464,1.6041
0.012471,1.6041
0.012478,1.6041
0.012486,1.6041
0.012493,1.6041
0.0125,1.6041
0.012507,1.6041
0.012514,1.6041
0.012522,1.5199
0.012529,1.5199
0.012536,1.5199
0.012543,1.5287
0.012551,1.5199
0.012558,1.5199
0.012565,1.5199
0.012572,1.6041
0.01258,1.6041
0.012587,1.5199
0.012594,1.5199
0.012601,1.6041
0.012609,1.5199
0.012616,1.6041
0.012623,1.6041
0.01263,1.6041
0.012638,1.5199
0.012645,1.6041
0.012652,1.5199
0.012659,1.6041
0.012667,1.6041
0.012674,1.5199
0.012681,1.6041
0.012688,1.6041
0.012696,1.613
0.01271,1.6041
0.012717,1.6041
0.012725,1.6041
0.012732,1.6041
0.012739,1.613
0.012746,1.6041
0.012754,1.5287
0.012761,1.613
0.012768,1.5287
0.012775,1.613
0.012783,1.613
0.012797,1.6041
0.012804,1.613
0.012812,1.6041
0.012819,1.613
0.012826,1.613
0.012833,1.613
0.012841,1.613
0.012848,1.613
0.012855,1.6041
0.012862,1.613
0.01287,1.613
0.012877,1.613
0.012884,1.613
0.012891,1.613
0.012899,1.613
0.012906,1.6041
0.012913,1.613
0.01292,1.613
0.012928,1.613
0.012935,1.613
0.012942,1.613
0.012949,1.613
0.012957,1.613
0.012964,1.613
0.012971,1.613
0.013007,1.613
0.013014,1.613
0.013022,1.613
0.013036,1.613
0.013043,1.613
0.013051,1.613
0.013058,1.613
0.013065,1.613
0.013145,1.613
0.013152,1.613
0.013159,1.6973
0.013167,1.613
0.013174,1.6973
0.013181,1.613
0.013196,1.6973
0.013203,1.613
0.01321,1.613
0.013217,1.7063
0.013225,1.6973
0.013232,1.6973
0.013239,1.7063
0.013246,1.6973
0.013254,1.6973
0.013261,1.6973
0.013268,1.6973
0.013275,1.6973
0.013283,1.6973
0.01329,1.6973
0.013297,1.6973
0.013304,1.6973
0.013312,1.6973
0.013319,1.6973
0.013326,1.6973
0.013333,1.6973
0.013341,1.6973
0.013348,1.6973
0.013355,1.6973
0.013362,1.6973
0.01337,1.6973
0.013377,1.6973
0.013384,1.6973
0.013391,1.6973
0.013399,1.6973
0.013406,1.6973
0.013413,1.6973
0.01342,1.6973
0.013428,1.7816
0.013442,1.6973
0.013449,1.7063
0.013514,1.6973
0.013522,1.7063
0.013529,1.7063
0.013536,1.7063
0.013543,1.7063
0.013551,1.7063
0.013558,1.7063
0.013565,1.7063
0.013572,1.7063
0.01358,1.613
0.013587,1.7063
0.013594,1.7908
0.013623,1.7816
0.01363,1.7063
0.013638,1.7816
0.013645,1.7063
0.013652,1.7063
0.013659,1.7908
0.013667,1.7816
0.013674,1.7908
0.013681,1.7908
0.013688,1.7816
0.013717,1.7908
0.013725,1.7063
0.013732,1.7908
0.013739,1.7908
0.013746,1.7908
0.013754,1.7908
0.013761,1.7908
0.013768,1.7908
0.013775,1.7908
0.013783,1.7908
0.01379,1.7908
0.013797,1.7908
0.013804,1.7908
0.013812,1.7908
0.013819,1.8751
0.013826,1.7908
0.013833,1.7816
0.013841,1.7816
0.013848,1.7908
0.013855,1.7908
0.013862,1.7908
0.01387,1.7908
0.013877,1.7908
0.013884,1.7908
0.013891,1.7908
0.013899,1.7908
0.013906,1.7908
0.013913,1.7908
0.01392,1.7908
0.013928,1.7908
0.013935,1.7908
0.013942,1.7908
0.013949,1.7908
0.013957,1.7908
0.013964,1.7816
0.013971,1.7908
0.013978,1.7908
0.013986,1.7908
0.013993,1.8658
0.014,1.8751
0.014007,1.8751
0.014014,1.8751
0.014022,1.8751
0.014029,1.8751
0.014036,1.8751
0.014043,1.8751
0.014051,1.7908
0.014058,1.8751
0.014065,1.8751
0.014072,1.8751
0.014101,1.8751
0.014109,1.8751
0.014116,1.8751
0.014123,1.7816
0.01413,1.8751
0.014138,1.8751
0.014145,1.8658
0.014152,1.8658
0.014159,1.8751
0.014167,1.8658
0.014174,1.8658
0.014181,1.8751
0.014188,1.8751
0.014196,1.8658
0.014203,1.8751
0.01421,1.8751
0.014217,1.8751
0.014225,1.8751
0.014232,1.8658
0.014239,1.8751
0.014246,1.8658
0.014254,1.8658
0.014261,1.9501
0.014268,1.8751
0.014275,1.8658
0.014283,1.8658
0.01429,1.8751
0.014297,1.8658
0.014304,1.8658
0.014312,1.8658
0.014319,1.8751
0.014326,1.8658
0.014333,1.8658
0.014341,1.8751
0.014348,1.8658
0.014355,1.8751
0.014362,1.8751
0.01437,1.8751
0.014377,1.8751
0.014384,1.8751
0.014391,1.8658
0.014399,1.8658
0.014406,1.8751
0.014413,1.8658
0.01442,1.8751
0.014428,1.9501
0.014435,1.8751
0.014442,1.8751
0.014449,1.8751
0.014457,1.8658
0.014464,1.8751
0.014471,1.8751
0.014478,1.8751
0.014486,1.8751
0.014493,1.8751
0.0145,1.9501
0.014507,1.8751
0.014514,1.8751
0.014522,1.8658
0.014529,1.9501
0.014536,1.9595
0.014543,1.9595
0.014551,1.8751
0.014558,1.8751
0.014565,1.9595
0.014572,1.8751
0.01458,1.9501
0.014587,1.9501
0.014594,1.9501
0.014601,1.9595
0.014609,1.9595
0.014616,1.9595
0.014623,1.9595
0.01463,1.9595
0.014638,1.9595
0.014645,1.9595
0.014652,1.9595
0.014659,1.9501
0.014667,1.9501
0.014681,1.9595
0.014688,1.9595
0.014696,1.9595
0.014703,1.9595
0.01471,1.9595
0.014717,1.9595
0.014725,1.9595
0.014732,1.9501
0.014739,1.9501
0.014746,1.9595
0.014754,1.9595
0.014761,1.9501
0.014768,1.9595
0.014775,1.9595
0.014783,1.9595
0.01479,1.9595
0.014797,2.0438
0.014804,1.9595
0.014812,1.9595
0.014819,1.9595
0.014826,1.9501
0.014833,1.9501
0.014841,2.0438
0.014848,1.9595
0.014855,2.0438
0.014862,2.0438
0.01487,2.0343
0.014877,1.9595
0.014884,2.0438
0.014891,1.9501
0.014899,2.0343
0.014906,2.0438
0.014913,2.0343
0.014928,2.0343
0.014935,2.0343
0.014942,2.0343
0.014949,1.9501
0.014957,2.0343
0.014964,2.0438
0.014971,2.0438
0.014978,2.0438
0.014986,2.0343
0.014993,1.9501
0.015,2.0343
0.015007,2.0343
0.015014,2.0343
0.015022,2.0343
0.015029,2.0343
0.015036,2.0343
0.015043,2.0343
0.015051,2.0438
0.015058,2.0438
0.015065,2.0343
0.015072,2.0438
0.01508,2.0343
0.015087,2.0343
0.015094,2.0343
0.015101,2.0438
0.015109,2.0343
0.015116,2.0343
0.015123,2.0343
0.01513,2.0343
0.015138,2.0438
0.015145,2.0343
0.015152,2.0343
0.015159,2.0438
0.015167,2.0343
0.015174,2.1184
0.015181,2.0438
0.015188,2.1184
0.015196,2.0343
0.015203,2.0343
0.01521,2.1184
0.015217,2.0343
0.015225,2.1184
0.015232,2.0343
0.015239,2.0343
0.015246,2.0343
0.015254,2.1184
0.015261,2.1184
0.015268,2.1184
0.015275,2.0343
0.015283,2.1184
0.01529,2.1184
0.015297,2.1184
0.015304,2.1184
0.015312,2.1281
0.015319,2.2026
0.015326,2.1184
0.015333,2.1184
0.015341,2.1184
0.015348,2.1281
0.015355,2.1281
0.015362,2.1184
0.01537,2.1184
0.015377,2.2026
0.015384,2.1184
0.015391,2.1184
0.015399,2.2026
0.015406,2.1184
0.015413,2.1281
0.01542,2.1184
0.015428,2.1281
0.015435,2.1281
0.015442,2.1184
0.015449,2.1184
0.015457,2.1281
0.015464,2.1184
0.015471,2.1281
0.015478,2.2026
0.015486,2.2026
0.015493,2.2026
0.0155,2.1184
0.015507,2.2124
0.015514,2.2026
0.015522,2.2026
0.015529,2.2026
0.015536,2.2124
0.015543,2.1184
0.015551,2.2026
0.015558,2.2026
0.015565,2.1281
0.015572,2.2026
0.01558,2.2124
0.015587,2.2026
0.015594,2.2124
0.015601,2.1281
0.015609,2.2026
0.015616,2.2026
0.015623,2.2124
0.01563,2.2026
0.015638,2.2124
0.015645,2.2124
0.015652,2.2124
0.015659,2.2124
0.015667,2.2124
0.015674,2.2026
0.015681,2.2026
0.015688,2.2124
0.015696,2.2124
0.015703,2.2026
0.01571,2.2124
0.015717,2.2124
0.015725,2.2124
0.015732,2.2124
0.015739,2.2026
0.015746,2.2124
0.015754,2.2124
0.015761,2.2124
0.015768,2.2124
0.015775,2.2124
0.015783,2.2026
0.01579,2.2026
0.015797,2.2867
0.015804,2.2124
0.015812,2.2966
0.015819,2.2124
0.015826,2.2026
0.015833,2.2124
0.015841,2.2124
0.015848,2.2124
0.015855,2.2124
0.015862,2.2867
0.01587,2.2124
0.015877,2.2026
0.015891,2.2124
0.015899,2.2026
0.015906,2.2026
0.015913,2.2867
0.01592,2.2026
0.015928,2.2124
0.015935,2.2026
0.015942,2.2026
0.015949,2.2026
0.015957,2.2124
0.015964,2.2966
0.015971,2.2966
0.015978,2.2124
0.015986,2.2124
0.015993,2.2124
0.016,2.2966
0.016007,2.2124
0.016014,2.2124
0.016022,2.2966
0.016029,2.2966
0.016036,2.2966
0.016043,2.2966
0.016051,2.2124
0.016058,2.2124
0.016065,2.2966
0.016072,2.2966
0.01608,2.2124
0.016087,2.2966
0.016094,2.2966
0.016101,2.2966
0.016109,2.2966
0.016116,2.2966
0.016123,2.2966
0.01613,2.2966
0.016138,2.2966
0.016145,2.2966
0.016152,2.2966
0.016159,2.2966
0.016167,2.2124
0.016174,2.2966
0.016181,2.2966
0.016188,2.2966
0.016196,2.3065
0.016203,2.2966
0.01621,2.2966
0.016217,2.2966
0.016225,2.3065
0.016232,2.2966
0.016239,2.3065
0.016246,2.2966
0.016254,2.2966
0.016261,2.2966
0.016268,2.2966
0.016275,2.2966
0.016283,2.2966
0.01629,2.2966
0.016297,2.2966
0.016304,2.2966
0.016312,2.2966
0.016319,2.2966
0.016326,2.2966
0.016333,2.2966
0.016341,2.2966
0.016348,2.2966
0.016355,2.2966
0.016362,2.2966
0.01637,2.2966
0.016377,2.3808
0.016384,2.3808
0.016391,2.2966
0.016399,2.3808
0.016406,2.3708
0.016413,2.3808
0.01642,2.3808
0.016428,2.3808
0.016435,2.3808
0.016442,2.3808
0.016449,2.3708
0.016457,2.3808
0.016464,2.3909
0.016471,2.3808
0.016478,2.3808
0.016486,2.3808
0.016493,2.3808
0.0165,2.3808
0.016507,2.3808
0.016514,2.3808
0.016522,2.3808
0.016529,2.3808
0.016536,2.3808
0.016543,2.3808
0.016551,2.3808
0.016558,2.3808
0.016565,2.3808
0.016572,2.3808
0.01658,2.3808
0.016587,2.3808
0.016601,2.3808
0.016609,2.3808
0.016616,2.3808
0.016623,2.3808
0.01663,2.465
0.016638,2.465
0.016645,2.465
0.016652,2.465
0.016659,2.465
0.016667,2.465
0.016674,2.465
0.016681,2.465
0.016688,2.465
0.016696,2.465
0.016703,2.4751
0.01671,2.465
0.016717,2.465
0.016725,2.465
0.016732,2.465
0.016739,2.465
0.016746,2.465
0.016754,2.465
0.016761,2.465
0.016768,2.465
0.016775,2.465
0.016783,2.465
0.01679,2.465
0.016797,2.465
0.016804,2.465
0.016812,2.465
0.016819,2.465
0.016826,2.465
0.016833,2.465
0.016841,2.465
0.016848,2.465
0.016855,2.465
0.016862,2.465
0.01687,2.465
0.016877,2.465
0.016884,2.465
0.016891,2.4751
0.016899,2.465
0.016906,2.465
0.016913,2.465
0.01692,2.465
0.016928,2.465
0.016935,2.5491
0.016942,2.465
0.016949,2.5491
0.016957,2.465
0.016964,2.465
0.016971,2.465
0.016978,2.5491
0.016986,2.5491
0.016993,2.5491
0.017,2.5491
0.017007,2.5491
0.017014,2.5491
0.017022,2.465
0.017029,2.465
0.017036,2.5491
0.017043,2.5491
0.017051,2.5491
0.017058,2.5491
0.017065,2.5491
0.017072,2.5491
0.01708,2.5491
0.017087,2.5491
0.017094,2.5491
0.017101,2.5491
0.017109,2.5491
0.017116,2.5491
0.017123,2.5491
0.01713,2.5491
0.017138,2.5491
0.017145,2.5491
0.017152,2.5491
0.017159,2.5491
0.017167,2.5491
0.017174,2.5491
0.017181,2.5491
0.017188,2.5491
0.017196,2.5491
0.017203,2.5491
0.01721,2.5491
0.017217,2.5491
0.017225,2.6229
0.017232,2.5389
0.017239,2.5491
0.017246,2.5491
0.017254,2.6332
0.017261,2.5491
0.017268,2.6332
0.017275,2.5491
0.017283,2.6332
0.01729,2.6229
0.017297,2.6332
0.017304,2.6332
0.017312,2.6229
0.017319,2.5491
0.017326,2.6332
0.017333,2.5389
0.017341,2.6332
0.017348,2.6229
0.017355,2.6229
0.017362,2.6229
0.01737,2.6332
0.017377,2.6332
0.017384,2.6332
0.017391,2.6229
0.017399,2.6332
0.017406,2.6229
0.017413,2.6229
0.01742,2.7068
0.017428,2.7068
0.017435,2.7068
0.017442,2.7068
0.017449,2.7068
0.017457,2.7068
0.017464,2.7068
0.017471,2.7068
0.017478,2.7068
0.017486,2.7068
0.017493,2.7068
0.0175,2.7068
0.017507,2.7068
0.017514,2.7068
0.017522,2.7068
0.017529,2.7068
0.017536,2.7068
0.017543,2.7068
0.017551,2.7068
0.017558,2.7068
0.017565,2.7068
0.017572,2.7068
0.01758,2.7068
0.017587,2.7173
0.017594,2.7068
0.017601,2.7068
0.017609,2.7068
0.017616,2.7173
0.017623,2.7173
0.01763,2.7068
0.017638,2.7068
0.017645,2.7068
0.017652,2.7068
0.017659,2.7068
0.017667,2.7173
0.017674,2.7068
0.017681,2.7068
0.017688,2.7068
0.017696,2.7068
0.017703,2.7908
0.01771,2.8014
0.017717,2.7908
0.017725,2.7068
0.017732,2.7173
0.017739,2.7908
0.017746,2.7908
0.017754,2.7068
0.017761,2.7068
0.017768,2.7908
0.017775,2.7908
0.017783,2.7908
0.01779,2.7908
0.017797,2.7908
0.017804,2.7908
0.017812,2.7908
0.017819,2.7908
0.017826,2.7908
0.017833,2.7908
0.017841,2.7908
0.017848,2.7908
0.017855,2.7908
0.017862,2.7908
0.01787,2.7908
0.017877,2.7908
0.017884,2.7908
0.017891,2.7908
0.017899,2.7908
0.017906,2.7908
0.017913,2.7908
0.01792,2.7908
0.017928,2.7068
0.017935,2.7908
0.017942,2.7908
0.017949,2.7908
0.017957,2.7908
0.017964,2.7908
0.017971,2.7908
0.017978,2.7908
0.017986,2.7908
0.017993,2.7908
0.018,2.7908
0.018007,2.7908
0.018014,2.8747
0.018022,2.7908
0.018029,2.7908
0.018036,2.7908
0.018043,2.8747
0.018051,2.8747
0.018058,2.8747
0.018065,2.8747
0.018072,2.8747
0.01808,2.8747
0.018087,2.8747
0.018094,2.8747
0.018101,2.8747
0.018109,2.8747
0.018116,2.8747
0.018123,2.8747
0.01813,2.8747
0.018138,2.8747
0.018145,2.8747
0.018152,2.8747
0.018159,2.8747
0.018167,2.8747
0.018174,2.8747
0.018181,2.8747
0.018188,2.8747
0.018196,2.8747
0.018203,2.8747
0.01821,2.8747
0.018217,2.8747
0.018225,2.8747
0.018232,2.8747
0.018239,2.8747
0.018246,2.8747
0.018254,2.8747
0.018261,2.8747
0.018268,2.8747
0.018275,2.8747
0.018283,2.9585
0.01829,2.9585
0.018297,2.9585
0.018304,2.9585
0.018312,2.9585
0.018319,2.9585
0.018326,2.9585
0.018333,2.9585
0.018341,2.9585
0.018348,2.9585
0.018355,2.9585
0.018362,2.9585
0.01837,2.9585
0.018377,2.9585
0.018384,2.9585
0.018391,2.9585
0.018399,2.9585
0.018406,2.9585
0.018413,2.9585
0.01842,2.9585
0.018428,2.9585
0.018435,2.9585
0.018442,2.9585
0.018449,2.9585
0.018457,3.0424
0.018464,2.9585
0.018471,3.0424
0.018478,3.0424
0.018486,2.9585
0.018493,2.9585
0.0185,2.9585
0.018507,2.9585
0.018514,2.9585
0.018522,2.9585
0.018529,3.0424
0.018536,3.0424
0.018543,3.0424
0.018551,3.0424
0.018558,2.9585
0.018565,3.0424
0.018572,3.0424
0.01858,2.9585
0.018587,3.0424
0.018594,2.9694
0.018601,3.0424
0.018609,2.9585
0.018616,3.0424
0.018623,3.0424
0.01863,3.0424
0.018638,3.0424
0.018645,3.0424
0.018652,3.0424
0.018659,3.0424
0.018667,3.0424
0.018674,3.0424
0.018681,3.0424
0.018688,3.0424
0.018696,3.0424
0.018703,3.0424
0.01871,3.1262
0.018717,3.0424
0.018725,3.0424
0.018732,3.0424
0.018739,3.0424
0.018746,3.0424
0.018754,3.0424
0.018761,3.0534
0.018768,3.0534
0.018775,3.0534
0.018783,3.0424
0.01879,3.0424
0.018797,3.1262
0.018804,3.1262
0.018812,3.1373
0.018819,3.1262
0.018826,3.0424
0.018833,3.1262
0.018841,3.0424
0.018848,3.1262
0.018855,3.1262
0.018862,3.1262
0.01887,3.1262
0.018877,3.0424
0.018884,3.1262
0.018891,3.1262
0.018899,3.1373
0.018906,3.1262
0.018913,3.1262
0.01892,3.1262
0.018928,3.1373
0.018935,3.1262
0.018942,3.1373
0.018949,3.1262
0.018957,3.1262
0.018964,3.1262
0.018971,3.1373
0.018978,3.1262
0.018986,3.1373
0.018993,3.2212
0.019,3.1262
0.019007,3.1262
0.019014,3.1373
0.019022,3.1262
0.019029,3.1262
0.019036,3.1262
0.019043,3.1262
0.019051,3.1262
0.019058,3.1262
0.019065,3.1373
0.019072,3.2212
0.01908,3.1262
0.019087,3.1262
0.019094,3.1262
0.019101,3.1262
0.019109,3.1262
0.019116,3.1262
0.019123,3.2212
0.01913,3.2099
0.019138,3.1262
0.019145,3.1262
0.019152,3.1262
0.019159,3.1262
0.019167,3.2099
0.019174,3.2099
0.019181,3.2099
0.019188,3.1373
0.019196,3.2099
0.019203,3.2212
0.01921,3.2099
0.019217,3.2099
0.019225,3.2212
0.019232,3.2099
0.019239,3.1262
0.019246,3.2099
0.019254,3.2099
0.019261,3.2212
0.019268,3.2212
0.019275,3.2099
0.019283,3.2099
0.01929,3.2099
0.019297,3.2099
0.019304,3.2099
0.019312,3.2937
0.019319,3.2937
0.019326,3.2212
0.019333,3.2212
0.019341,3.305
0.019348,3.305
0.019355,3.2099
0.019362,3.305
0.01937,3.2099
0.019377,3.2099
0.019384,3.2099
0.019391,3.305
0.019399,3.2937
0.019406,3.2937
0.019413,3.2937
0.01942,3.305
0.019428,3.305
0.019435,3.305
0.019442,3.305
0.019449,3.305
0.019457,3.2937
0.019464,3.2937
0.019471,3.2937
0.019478,3.2937
0.019486,3.305
0.019493,3.2937
0.0195,3.2937
0.019507,3.2937
0.019514,3.2937
0.019522,3.2937
0.019529,3.305
0.019536,3.305
0.019543,3.2937
0.019551,3.305
0.019558,3.305
0.019565,3.305
0.019572,3.305
0.01958,3.2937
0.019587,3.3889
0.019594,3.3889
0.019601,3.3889
0.019609,3.3889
0.019616,3.3889
0.019623,3.305
0.01963,3.3889
0.019638,3.3774
0.019645,3.3889
0.019652,3.3889
0.019659,3.3889
0.019667,3.3889
0.019674,3.3889
0.019681,3.3889
0.019688,3.3889
0.019696,3.3889
0.019703,3.3889
0.01971,3.3889
0.019717,3.3889
0.019725,3.3889
0.019732,3.3889
0.019739,3.3889
0.019746,3.3889
0.019754,3.3889
0.019761,3.3889
0.019768,3.3889
0.019775,3.3889
0.019783,3.3889
0.01979,3.3889
0.019797,3.3889
0.019804,3.4727
0.019812,3.3889
0.019819,3.3889
0.019826,3.3889
0.019833,3.4727
0.019841,3.3889
0.019848,3.4727
0.019855,3.4727
0.019862,3.3889
0.01987,3.4727
0.019877,3.4727
0.019884,3.4727
0.019891,3.4727
0.019899,3.4727
0.019906,3.4727
0.019913,3.4727
0.01992,3.4727
0.019928,3.4727
0.019935,3.3889
0.019942,3.4611
0.019949,3.4727
0.019957,3.4727
0.019964,3.4727
0.019971,3.4727
0.019978,3.4727
0.019986,3.4727
0.019993,3.4727
0.02,3.4727
0.020007,3.4727
0.020014,3.4727
0.020022,3.4727
0.020029,3.5564
0.020036,3.4727
0.020043,3.4727
0.020051,3.4727
0.020058,3.4727
0.020065,3.4727
0.020072,3.5564
0.02008,3.5564
0.020087,3.5564
0.020094,3.5564
0.020101,3.4727
0.020109,3.4727
0.020116,3.5564
0.020123,3.5564
0.02013,3.4727
0.020138,3.5564
0.020145,3.5564
0.020152,3.5564
0.020159,3.5564
0.020167,3.5564
0.020174,3.5564
0.020181,3.5564
0.020188,3.5564
0.020196,3.5564
0.020203,3.5564
0.02021,3.5564
0.020217,3.5564
0.020225,3.5564
0.020232,3.5564
0.020239,3.5564
0.020246,3.5564
0.020254,3.5564
0.020261,3.5564
0.020268,3.5564
0.020275,3.5564
0.020283,3.5564
0.02029,3.5564
0.020297,3.5564
0.020304,3.5564
0.020312,3.5564
0.020319,3.5564
0.020326,3.5564
0.020333,3.5564
0.020341,3.5564
0.020348,3.5564
0.020355,3.5564
0.020362,3.5564
0.02037,3.5564
0.020377,3.6402
0.020384,3.6402
0.020391,3.6402
0.020399,3.6402
0.020406,3.6402
0.020413,3.6402
0.02042,3.6402
0.020428,3.6402
0.020435,3.6402
0.020442,3.6402
0.020449,3.6402
0.020457,3.6402
0.020464,3.6402
0.020471,3.6402
0.020478,3.6402
0.020486,3.7239
0.020493,3.6402
0.0205,3.7239
0.020507,3.7239
0.020514,3.6402
0.020522,3.6402
0.020529,3.7239
0.020536,3.7239
0.020543,3.6402
0.020551,3.7239
0.020558,3.7239
0.020565,3.7239
0.020572,3.7239
0.02058,3.7239
0.020587,3.7239
0.020594,3.7239
0.020601,3.7239
0.020609,3.7239
0.020616,3.7239
0.020623,3.7239
0.02063,3.8075
