# Ecoflex30, bending actuator, displacement test.
# wall=10mm, 5 chambers, chamber=[8x8x2]mm, tube=[2,2,10]mm.
# Pressure (N/mm2), Bending Angle (degrees)
0.011493,0.3443
0.0115,0.3443
0.011507,0.3443
0.011514,0.3443
0.011522,0.3443
0.011529,0.3443
0.011536,0.3443
0.011543,0.3443
0.011551,0.3443
0.011558,0.3443
0.011565,0.3443
0.011572,0.3443
0.01158,0.3443
0.011587,0.3443
0.011594,0.3443
0.011601,0.3443
0.011609,0.3443
0.011616,0.3443
0.011623,0.3443
0.01163,0.3443
0.011638,0.3443
0.011645,0.3443
0.011652,0.3443
0.011659,0.3443
0.011667,0.3443
0.011674,0.3443
0.011681,0.3443
0.011688,0.3443
0.011696,0.3443
0.011703,0.3443
0.01171,0.3443
0.011717,0.3443
0.011725,0.3443
0.011732,0.3443
0.011739,0.3443
0.011746,0.3443
0.011754,0.3443
0.011761,0.3443
0.011768,0.3443
0.011775,0.3443
0.011783,0.4131
0.01179,0.3443
0.011797,0.3443
0.011804,0.3443
0.011812,0.3443
0.011819,0.3443
0.011826,0.3443
0.011833,0.3443
0.011841,0.3443
0.011848,0.3443
0.011855,0.3443
0.011862,0.3443
0.01187,0.3443
0.011877,0.3443
0.011884,0.3443
0.011891,0.3443
0.011899,0.3443
0.011906,0.3443
0.011913,0.3443
0.01192,0.3443
0.011928,0.3443
0.011935,0.3443
0.011942,0.3443
0.011949,0.3443
0.011957,0.3443
0.011964,0.3443
0.011971,0.3443
0.011978,0.3443
0.011986,0.3443
0.011993,0.3443
0.012,0.3443
0.012007,0.3443
0.012014,0.3443
0.012022,0.3443
0.012029,0.3443
0.012036,0.3443
0.012043,0.3443
0.012051,0.3443
0.012058,0.3443
0.012065,0.3443
0.012072,0.3443
0.01208,0.3443
0.012087,0.3443
0.012094,0.3443
0.012101,0.3443
0.012109,0.3443
0.012116,0.3443
0.012123,0.3443
0.01213,0.3443
0.012138,0.3443
0.012145,0.3443
0.012152,0.3443
0.012159,0.3443
0.012167,0.3443
0.012174,0.3443
0.012181,0.3443
0.012188,0.3443
0.012196,0.3443
0.012203,0.3443
0.01221,0.3443
0.012217,0.3443
0.012225,0.3443
0.012232,0.3443
0.012239,0.3443
0.012246,0.3443
0.012254,0.3443
0.012261,0.3443
0.012268,0.3443
0.012275,0.3443
0.012283,0.3443
0.01229,0.3443
0.012297,0.3443
0.012304,0.3443
0.012312,0.3443
0.012319,0.4131
0.012326,0.4131
0.012333,0.4131
0.012341,0.3443
0.012348,0.4131
0.012355,0.4131
0.012362,0.4131
0.01237,0.4131
0.012377,0.4131
0.012384,0.4131
0.012391,0.4131
0.012399,0.4131
0.012406,0.4131
0.012413,0.4131
0.01242,0.4131
0.012428,0.3443
0.012435,0.4131
0.012442,0.4131
0.012449,0.4131
0.012457,0.4131
0.012464,0.4131
0.012471,0.4131
0.012478,0.4131
0.012486,0.4131
0.012493,0.4131
0.0125,0.4131
0.012507,0.4131
0.012514,0.4131
0.012522,0.4131
0.012529,0.4131
0.012536,0.4131
0.012543,0.4131
0.012551,0.4131
0.012558,0.4131
0.012565,0.4131
0.012572,0.4131
0.01258,0.4131
0.012587,0.4131
0.012594,0.4131
0.012601,0.4131
0.012609,0.4131
0.012616,0.4131
0.012623,0.4131
0.01263,0.4131
0.012638,0.4131
0.012645,0.4131
0.012652,0.4131
0.012659,0.4131
0.012667,0.4131
0.012674,0.4131
0.012681,0.4131
0.012688,0.4131
0.012696,0.4131
0.012703,0.4131
0.01271,0.4131
0.012717,0.4131
0.012725,0.4131
0.012732,0.4131
0.012739,0.4131
0.012746,0.4131
0.012754,0.4131
0.012761,0.4131
0.012768,0.4131
0.012775,0.4131
0.012783,0.4131
0.01279,0.4131
0.012797,0.4131
0.012804,0.4131
0.012812,0.4131
0.012819,0.4131
0.012826,0.4131
0.012833,0.4131
0.012841,0.4131
0.012848,0.4131
0.012855,0.4131
0.012862,0.4131
0.01287,0.4131
0.012877,0.4131
0.012884,0.4131
0.012891,0.4131
0.012899,0.4131
0.012906,0.4131
0.012913,0.4131
0.01292,0.4131
0.012928,0.4131
0.012935,0.4131
0.012942,0.4131
0.012949,0.4131
0.012957,0.4818
0.012964,0.4131
0.012971,0.4131
0.012978,0.4131
0.012986,0.4818
0.012993,0.4237
0.013,0.4131
0.013007,0.4131
0.013014,0.4131
0.013022,0.4131
0.013029,0.4818
0.013036,0.4818
0.013043,0.4131
0.013051,0.4818
0.013058,0.4131
0.013065,0.4237
0.013072,0.4237
0.01308,0.4925
0.013087,0.4925
0.013094,0.4237
0.013101,0.4925
0.013109,0.4925
0.013116,0.4818
0.013123,0.4818
0.01313,0.4818
0.013138,0.4925
0.013145,0.4131
0.013152,0.4925
0.013159,0.4925
0.013167,0.4818
0.013174,0.4818
0.013181,0.4818
0.013188,0.4818
0.013196,0.4818
0.013203,0.4131
0.01321,0.4818
0.013217,0.4818
0.013225,0.4818
0.013232,0.4818
0.013239,0.4818
0.013246,0.4925
0.013254,0.4818
0.013261,0.4818
0.013268,0.4818
0.013275,0.4818
0.013283,0.4818
0.01329,0.4818
0.013297,0.4818
0.013304,0.4131
0.013312,0.4818
0.013319,0.4818
0.013326,0.4818
0.013333,0.4818
0.013341,0.4818
0.013348,0.4818
0.013355,0.4818
0.013362,0.4818
0.01337,0.4925
0.013377,0.4818
0.013384,0.4818
0.013391,0.4925
0.013399,0.4818
0.013406,0.4818
0.013413,0.4818
0.01342,0.4818
0.013428,0.4818
0.013435,0.4818
0.013442,0.4818
0.013449,0.4818
0.013457,0.4818
0.013464,0.4818
0.013471,0.4818
0.013478,0.4818
0.013486,0.4818
0.013493,0.4818
0.0135,0.4818
0.013507,0.4818
0.013514,0.4818
0.013522,0.4818
0.013529,0.4818
0.013536,0.4818
0.013543,0.4818
0.013551,0.4818
0.013558,0.4818
0.013565,0.4818
0.013572,0.4818
0.01358,0.4818
0.013587,0.4818
0.013594,0.4818
0.013601,0.4818
0.013609,0.4818
0.013616,0.4818
0.013623,0.4818
0.01363,0.4818
0.013638,0.4818
0.013645,0.4818
0.013652,0.4818
0.013659,0.4818
0.013667,0.4818
0.013674,0.4818
0.013681,0.4818
0.013688,0.4818
0.013696,0.4818
0.013703,0.4818
0.01371,0.4818
0.013717,0.4818
0.013725,0.4818
0.013732,0.4818
0.013739,0.4818
0.013746,0.4818
0.013754,0.4818
0.013761,0.4818
0.013768,0.4818
0.013775,0.4818
0.013783,0.4818
0.01379,0.4818
0.013797,0.4818
0.013804,0.4818
0.013812,0.4818
0.013819,0.4818
0.013826,0.4818
0.013833,0.4818
0.013841,0.4818
0.013848,0.4818
0.013855,0.4818
0.013862,0.4818
0.01387,0.4818
0.013877,0.4818
0.013884,0.4818
0.013891,0.4818
0.013899,0.4818
0.013906,0.4818
0.013913,0.4818
0.01392,0.4818
0.013928,0.4818
0.013935,0.4818
0.013942,0.4818
0.013949,0.4818
0.013957,0.4818
0.013964,0.4818
0.013971,0.4818
0.013978,0.4818
0.013986,0.4818
0.013993,0.4818
0.014,0.4818
0.014007,0.4818
0.014014,0.4818
0.014022,0.5506
0.014029,0.4818
0.014036,0.4818
0.014043,0.4818
0.014051,0.4818
0.014058,0.4818
0.014065,0.5506
0.014072,0.4818
0.01408,0.4818
0.014087,0.4818
0.014094,0.4818
0.014101,0.4818
0.014109,0.4818
0.014116,0.4818
0.014123,0.4818
0.01413,0.4818
0.014138,0.4818
0.014145,0.5506
0.014152,0.4818
0.014159,0.4818
0.014167,0.5613
0.014174,0.4925
0.014181,0.5506
0.014188,0.5506
0.014196,0.5506
0.014203,0.5506
0.01421,0.4818
0.014217,0.4818
0.014225,0.4818
0.014232,0.5506
0.014239,0.4818
0.014246,0.5506
0.014254,0.4818
0.014261,0.5506
0.014268,0.5506
0.014275,0.5506
0.014283,0.5506
0.01429,0.5506
0.014297,0.5506
0.014304,0.5506
0.014312,0.5506
0.014319,0.5506
0.014326,0.5506
0.014333,0.5506
0.014341,0.5506
0.014348,0.5506
0.014355,0.5506
0.014362,0.5506
0.01437,0.5506
0.014377,0.5506
0.014384,0.5506
0.014391,0.5506
0.014399,0.5506
0.014406,0.5506
0.014413,0.5506
0.01442,0.5506
0.014428,0.5506
0.014435,0.5506
0.014442,0.5506
0.014449,0.5506
0.014457,0.5506
0.014464,0.5506
0.014471,0.5506
0.014478,0.5506
0.014486,0.5506
0.014493,0.5506
0.0145,0.5506
0.014507,0.5506
0.014514,0.5506
0.014522,0.5506
0.014529,0.5506
0.014536,0.5506
0.014543,0.5506
0.014551,0.5506
0.014558,0.5506
0.014565,0.5506
0.014572,0.5506
0.01458,0.5506
0.014587,0.5506
0.014594,0.5506
0.014601,0.5506
0.014609,0.5506
0.014616,0.5506
0.014623,0.5506
0.01463,0.5506
0.014638,0.5506
0.014645,0.5506
0.014652,0.5506
0.014659,0.5506
0.014667,0.5506
0.014674,0.5506
0.014681,0.5506
0.014688,0.5506
0.014696,0.5506
0.014703,0.5506
0.01471,0.5506
0.014717,0.5506
0.014725,0.5506
0.014732,0.5506
0.014739,0.5506
0.014746,0.5613
0.014754,0.5506
0.014761,0.5506
0.014768,0.5506
0.014775,0.5506
0.014783,0.5506
0.01479,0.5506
0.014797,0.5506
0.014804,0.5506
0.014812,0.5506
0.014819,0.5506
0.014826,0.5506
0.014833,0.5506
0.014841,0.5506
0.014848,0.5506
0.014855,0.5506
0.014862,0.6193
0.01487,0.5613
0.014877,0.6193
0.014884,0.6193
0.014891,0.6193
0.014899,0.6193
0.014906,0.6193
0.014913,0.6193
0.01492,0.6193
0.014928,0.6193
0.014935,0.6193
0.014942,0.6301
0.014949,0.6193
0.014957,0.6193
0.014964,0.6301
0.014971,0.6193
0.014978,0.6193
0.014986,0.6193
0.014993,0.6193
0.015,0.6193
0.015007,0.6193
0.015014,0.6193
0.015022,0.6193
0.015029,0.6193
0.015036,0.6193
0.015043,0.6193
0.015051,0.6193
0.015058,0.6193
0.015065,0.6193
0.015072,0.6193
0.01508,0.6193
0.015087,0.6193
0.015094,0.6193
0.015101,0.6193
0.015109,0.6193
0.015116,0.6193
0.015123,0.6193
0.01513,0.6193
0.015138,0.6193
0.015145,0.6193
0.015152,0.6193
0.015159,0.6193
0.015167,0.6193
0.015174,0.6301
0.015181,0.6193
0.015188,0.6193
0.015196,0.6193
0.015203,0.6193
0.01521,0.6193
0.015217,0.6193
0.015225,0.6301
0.015232,0.6193
0.015239,0.6193
0.015246,0.6193
0.015254,0.6193
0.015261,0.6193
0.015268,0.6193
0.015275,0.6193
0.015283,0.6193
0.01529,0.6193
0.015297,0.6193
0.015304,0.6193
0.015312,0.6193
0.015319,0.6193
0.015326,0.6193
0.015333,0.6301
0.015341,0.6193
0.015348,0.6301
0.015355,0.6193
0.015362,0.6193
0.01537,0.6193
0.015377,0.6193
0.015384,0.6193
0.015391,0.6301
0.015399,0.6193
0.015406,0.6193
0.015413,0.6193
0.01542,0.6193
0.015428,0.6193
0.015435,0.6301
0.015442,0.6193
0.015449,0.6193
0.015457,0.6193
0.015464,0.6193
0.015471,0.6193
0.015478,0.6193
0.015486,0.6193
0.015493,0.6193
0.0155,0.6193
0.015507,0.6193
0.015514,0.6193
0.015522,0.6193
0.015529,0.6193
0.015536,0.6193
0.015543,0.6193
0.015551,0.6193
0.015558,0.6301
0.015565,0.6193
0.015572,0.6193
0.01558,0.6193
0.015587,0.688
0.015594,0.6193
0.015601,0.6193
0.015609,0.6193
0.015616,0.6301
0.015623,0.6193
0.01563,0.688
0.015638,0.6193
0.015645,0.6193
0.015652,0.6301
0.015659,0.6193
0.015667,0.6193
0.015674,0.6193
0.015681,0.6193
0.015688,0.6193
0.015696,0.6193
0.015703,0.6193
0.01571,0.6193
0.015717,0.688
0.015725,0.6193
0.015732,0.6193
0.015739,0.6193
0.015746,0.688
0.015754,0.688
0.015761,0.6193
0.015768,0.6988
0.015775,0.6988
0.015783,0.688
0.01579,0.688
0.015797,0.688
0.015804,0.6988
0.015812,0.688
0.015819,0.688
0.015826,0.688
0.015833,0.688
0.015841,0.688
0.015848,0.688
0.015855,0.688
0.015862,0.688
0.01587,0.6988
0.015877,0.688
0.015884,0.688
0.015891,0.688
0.015899,0.6988
0.015906,0.6988
0.015913,0.688
0.01592,0.6988
0.015928,0.6988
0.015935,0.6988
0.015942,0.688
0.015949,0.688
0.015957,0.688
0.015964,0.688
0.015971,0.688
0.015978,0.688
0.015986,0.688
0.015993,0.688
0.016,0.688
0.016007,0.688
0.016014,0.688
0.016022,0.688
0.016029,0.6988
0.016036,0.6988
0.016043,0.688
0.016051,0.6988
0.016058,0.688
0.016065,0.688
0.016072,0.688
0.01608,0.688
0.016087,0.688
0.016094,0.6988
0.016101,0.688
0.016109,0.688
0.016116,0.688
0.016123,0.688
0.01613,0.688
0.016138,0.6988
0.016145,0.6988
0.016152,0.6988
0.016159,0.688
0.016167,0.6988
0.016174,0.6988
0.016181,0.6988
0.016188,0.6988
0.016196,0.6988
0.016203,0.6988
0.01621,0.6988
0.016217,0.6988
0.016225,0.6988
0.016232,0.7676
0.016239,0.6988
0.016246,0.6988
0.016254,0.6988
0.016261,0.6988
0.016268,0.6988
0.016275,0.7676
0.016283,0.6988
0.01629,0.6988
0.016297,0.6988
0.016304,0.7676
0.016312,0.7676
0.016319,0.7566
0.016326,0.7676
0.016333,0.6988
0.016341,0.6988
0.016348,0.7566
0.016355,0.688
0.016362,0.7566
0.01637,0.7676
0.016377,0.7676
0.016384,0.688
0.016391,0.688
0.016399,0.7676
0.016406,0.7676
0.016413,0.7676
0.01642,0.7676
0.016428,0.7676
0.016435,0.6988
0.016442,0.7566
0.016449,0.7676
0.016457,0.7676
0.016464,0.7676
0.016471,0.7676
0.016478,0.7566
0.016486,0.7566
0.016493,0.7566
0.0165,0.7676
0.016507,0.7676
0.016514,0.7676
0.016522,0.7676
0.016529,0.7566
0.016536,0.7676
0.016543,0.7676
0.016551,0.7676
0.016558,0.7676
0.016565,0.7676
0.016572,0.7676
0.01658,0.7676
0.016587,0.7566
0.016594,0.7566
0.016601,0.7566
0.016609,0.7676
0.016616,0.7676
0.016623,0.7566
0.01663,0.7566
0.016638,0.7566
0.016645,0.7566
0.016652,0.7676
0.016659,0.7676
0.016667,0.7676
0.016674,0.7676
0.016681,0.7566
0.016688,0.7566
0.016696,0.7566
0.016703,0.7566
0.01671,0.7676
0.016717,0.7566
0.016725,0.7676
0.016732,0.7676
0.016739,0.7566
0.016746,0.7566
0.016754,0.7566
0.016761,0.7676
0.016768,0.7676
0.016775,0.7676
0.016783,0.7566
0.01679,0.7566
0.016797,0.7676
0.016804,0.7566
0.016812,0.7676
0.016819,0.7676
0.016826,0.7566
0.016833,0.7566
0.016841,0.7566
0.016848,0.7566
0.016855,0.7566
0.016862,0.7566
0.01687,0.7676
0.016877,0.7676
0.016884,0.7566
0.016891,0.8363
0.016899,0.7676
0.016906,0.7676
0.016913,0.8363
0.01692,0.7566
0.016928,0.7676
0.016935,0.7566
0.016942,0.7566
0.016949,0.7566
0.016957,0.7566
0.016964,0.7566
0.016971,0.7566
0.016978,0.7676
0.016986,0.8252
0.016993,0.8252
0.017,0.8252
0.017007,0.7566
0.017014,0.8252
0.017022,0.8252
0.017029,0.8252
0.017036,0.7566
0.017043,0.7676
0.017051,0.7676
0.017058,0.7566
0.017065,0.8363
0.017072,0.8252
0.01708,0.8252
0.017087,0.8363
0.017094,0.8252
0.017101,0.8252
0.017109,0.8363
0.017116,0.7676
0.017123,0.8363
0.01713,0.8363
0.017138,0.8363
0.017145,0.8363
0.017152,0.8363
0.017159,0.8252
0.017167,0.8252
0.017174,0.8252
0.017181,0.8252
0.017188,0.8363
0.017196,0.8252
0.017203,0.8363
0.01721,0.8363
0.017217,0.8363
0.017225,0.8363
0.017232,0.8363
0.017239,0.8252
0.017246,0.8363
0.017254,0.8252
0.017261,0.8363
0.017268,0.8363
0.017275,0.8363
0.017283,0.8363
0.01729,0.8252
0.017297,0.8363
0.017304,0.8363
0.017312,0.8363
0.017319,0.8363
0.017326,0.8363
0.017333,0.8363
0.017341,0.8363
0.017348,0.8363
0.017355,0.8363
0.017362,0.8363
0.01737,0.8938
0.017377,0.8363
0.017384,0.8363
0.017391,0.8363
0.017399,0.8363
0.017406,0.8363
0.017413,0.8363
0.01742,0.8363
0.017428,0.8252
0.017435,0.8363
0.017442,0.8252
0.017449,0.8363
0.017457,0.8363
0.017464,0.8363
0.017471,0.8363
0.017478,0.8363
0.017486,0.8363
0.017493,0.8252
0.0175,0.8252
0.017507,0.8363
0.017514,0.8363
0.017522,0.8363
0.017529,0.8363
0.017536,0.8363
0.017543,0.8363
0.017551,0.8363
0.017558,0.8363
0.017565,0.8363
0.017572,0.8252
0.01758,0.8363
0.017587,0.8363
0.017594,0.8363
0.017601,0.8363
0.017609,0.8363
0.017616,0.8363
0.017623,0.8363
0.01763,0.8363
0.017638,0.8363
0.017645,0.8363
0.017652,0.8363
0.017659,0.905
0.017667,0.905
0.017674,0.8363
0.017681,0.905
0.017688,0.905
0.017696,0.8363
0.017703,0.905
0.01771,0.905
0.017717,0.905
0.017725,0.905
0.017732,0.905
0.017739,0.905
0.017746,0.905
0.017754,0.905
0.017761,0.905
0.017768,0.905
0.017775,0.905
0.017783,0.905
0.01779,0.905
0.017797,0.8363
0.017804,0.905
0.017812,0.905
0.017819,0.905
0.017826,0.905
0.017833,0.905
0.017841,0.8363
0.017848,0.905
0.017855,0.905
0.017862,0.905
0.01787,0.905
0.017877,0.905
0.017884,0.905
0.017891,0.905
0.017899,0.905
0.017906,0.905
0.017913,0.8363
0.01792,0.905
0.017928,0.905
0.017935,0.905
0.017942,0.905
0.017949,0.905
0.017957,0.905
0.017964,0.905
0.017971,0.905
0.017978,0.905
0.017986,0.905
0.017993,0.905
0.018,0.905
0.018007,0.905
0.018014,0.905
0.018022,0.905
0.018029,0.905
0.018036,0.905
0.018043,0.905
0.018051,0.905
0.018058,0.905
0.018065,0.905
0.018072,0.905
0.01808,0.905
0.018087,0.905
0.018094,0.905
0.018101,0.905
0.018109,0.905
0.018116,0.905
0.018123,0.8938
0.01813,0.905
0.018138,0.905
0.018145,0.905
0.018152,0.905
0.018159,0.905
0.018167,0.905
0.018174,0.905
0.018181,0.905
0.018188,0.905
0.018196,0.905
0.018203,0.905
0.01821,0.905
0.018217,0.905
0.018225,0.905
0.018232,0.905
0.018239,0.905
0.018246,0.905
0.018254,0.905
0.018261,0.9736
0.018268,0.905
0.018275,0.905
0.018283,0.9736
0.01829,0.905
0.018297,0.9736
0.018304,0.905
0.018312,0.905
0.018319,0.905
0.018326,0.905
0.018333,0.905
0.018341,0.905
0.018348,0.9736
0.018355,0.9736
0.018362,0.905
0.01837,0.9849
0.018377,0.9736
0.018384,0.9736
0.018391,0.9736
0.018399,0.9736
0.018406,0.9736
0.018413,1.0536
0.01842,0.9736
0.018428,0.9736
0.018435,0.9736
0.018442,0.9736
0.018449,0.9736
0.018457,0.9736
0.018464,0.9736
0.018471,0.9736
0.018478,0.9736
0.018486,0.9736
0.018493,0.9736
0.0185,0.9736
0.018507,0.9736
0.018514,0.9736
0.018522,0.9736
0.018529,0.9736
0.018536,0.9736
0.018543,0.9736
0.018551,0.9736
0.018558,0.9736
0.018565,0.9736
0.018572,0.9736
0.01858,0.9736
0.018587,0.9736
0.018594,0.9736
0.018601,0.9736
0.018609,0.9736
0.018616,0.9736
0.018623,0.9736
0.01863,0.9736
0.018638,0.9736
0.018645,0.9736
0.018652,0.9736
0.018659,0.9736
0.018667,0.9736
0.018674,0.9736
0.018681,0.9736
0.018688,0.9736
0.018696,0.9736
0.018703,0.9736
0.01871,0.9736
0.018717,0.9736
0.018725,1.0422
0.018732,0.9736
0.018739,0.9736
0.018746,0.9736
0.018754,0.9736
0.018761,0.9736
0.018768,0.9736
0.018775,0.9736
0.018783,0.9736
0.01879,0.9736
0.018797,0.9736
0.018804,0.9736
0.018812,0.9736
0.018819,0.9736
0.018826,0.9736
0.018833,1.0422
0.018841,0.9736
0.018848,1.0422
0.018855,0.9736
0.018862,0.9736
0.01887,1.0422
0.018877,0.9736
0.018884,1.0422
0.018891,0.9736
0.018899,0.9736
0.018906,0.9736
0.018913,0.9736
0.01892,0.9736
0.018928,0.9736
0.018935,0.9736
0.018942,0.9736
0.018949,0.9736
0.018957,0.9736
0.018964,0.9736
0.018971,0.9736
0.018978,1.0422
0.018986,1.0422
0.018993,0.9736
0.019,0.9736
0.019007,0.9736
0.019014,0.9736
0.019022,0.9736
0.019029,0.9736
0.019036,0.9736
0.019043,0.9736
0.019051,1.0422
0.019058,0.9736
0.019065,1.0422
0.019072,1.0422
0.01908,1.0422
0.019087,1.0422
0.019094,1.0422
0.019101,1.0422
0.019109,1.0422
0.019116,1.0422
0.019123,1.0422
0.01913,1.0422
0.019138,1.0422
0.019145,1.0422
0.019152,1.0422
0.019159,1.0422
0.019167,1.0422
0.019174,1.0422
0.019181,1.0422
0.019188,1.0422
0.019196,1.0422
0.019203,1.0422
0.01921,1.0422
0.019217,1.0422
0.019225,1.0422
0.019232,1.0422
0.019239,1.0422
0.019246,1.0422
0.019254,1.0422
0.019261,1.0422
0.019268,1.0422
0.019275,1.0422
0.019283,1.0422
0.01929,1.0422
0.019297,1.0422
0.019304,1.0422
0.019312,1.0422
0.019319,1.0422
0.019326,1.0422
0.019333,1.0422
0.019341,1.0422
0.019348,1.0422
0.019355,1.0422
0.019362,1.0422
0.01937,1.0422
0.019377,1.0422
0.019384,1.0422
0.019391,1.0422
0.019399,1.0422
0.019406,1.0422
0.019413,1.0422
0.01942,1.0422
0.019428,1.1108
0.019435,1.0422
0.019442,1.1108
0.019449,1.1108
0.019457,1.1108
0.019464,1.1108
0.019471,1.0422
0.019478,1.0422
0.019486,1.1108
0.019493,1.1108
0.0195,1.0422
0.019507,1.1108
0.019514,1.1108
0.019522,1.0422
0.019529,1.1108
0.019536,1.1108
0.019543,1.1108
0.019551,1.1108
0.019558,1.1108
0.019565,1.1108
0.019572,1.1108
0.01958,1.1108
0.019587,1.1108
0.019594,1.1108
0.019601,1.1108
0.019609,1.1108
0.019616,1.1108
0.019623,1.1108
0.01963,1.1108
0.019638,1.1108
0.019645,1.1108
0.019652,1.1108
0.019659,1.1108
0.019667,1.1108
0.019674,1.1108
0.019681,1.1108
0.019688,1.1108
0.019696,1.1108
0.019703,1.1108
0.01971,1.1108
0.019717,1.1108
0.019725,1.1108
0.019732,1.1108
0.019739,1.1108
0.019746,1.1108
0.019754,1.1108
0.019761,1.1108
0.019768,1.1108
0.019775,1.1108
0.019783,1.1108
0.01979,1.1108
0.019797,1.1108
0.019804,1.1108
0.019812,1.1108
0.019819,1.1108
0.019826,1.1108
0.019833,1.1108
0.019841,1.1108
0.019848,1.1108
0.019855,1.1108
0.019862,1.1108
0.01987,1.1108
0.019877,1.1108
0.019884,1.1108
0.019891,1.1108
0.019899,1.1108
0.019906,1.1108
0.019913,1.1108
0.01992,1.1108
0.019928,1.1108
0.019935,1.1794
0.019942,1.1108
0.019949,1.1108
0.019957,1.1108
0.019964,1.1108
0.019971,1.1108
0.019978,1.1108
0.019986,1.1108
0.019993,1.1108
0.02,1.1108
0.020007,1.1108
0.020014,1.1108
0.020022,1.1108
0.020029,1.1794
0.020036,1.1108
0.020043,1.1108
0.020051,1.1108
0.020058,1.1108
0.020065,1.1108
0.020072,1.1794
0.02008,1.1108
0.020087,1.1108
0.020094,1.1108
0.020101,1.1794
0.020109,1.1108
0.020116,1.1108
0.020123,1.1108
0.02013,1.1108
0.020138,1.1794
0.020145,1.1794
0.020152,1.1108
0.020159,1.1794
0.020167,1.1108
0.020174,1.1108
0.020181,1.1108
0.020188,1.1108
0.020196,1.1108
