# Material: Ecoflex 30
# Mullin's Effect: Removed at 40KPa
# Test sample: 1 (8x8w7mm_5 chambers with extra wall length at one end to clamp the sample)
# Time (s), Force (N), Pressure (N/mm2)
0.035,0.033418,0.05
0.044,0.055074,0.05
0.051,0.10018,0.05
0.059,0.061575,0.05
0.069,0.12346,0.05
0.075,0.15093,0.05
0.085,0.18321,0.05
0.091,0.23998,0.05
0.101,0.27352,0.05
0.107,0.2719,0.05
0.116,0.2616,0.05
0.122,0.28124,0.05
0.132,0.32666,0.05
0.138,0.34959,0.05
0.148,0.37077,0.05
0.154,0.46174,0.05
0.163,0.46981,0.05
0.169,0.50642,0.05
0.179,0.50649,0.05
0.185,0.52991,0.05
0.194,0.56396,0.05
0.2,0.56536,0.05
0.209,0.59176,0.05
0.221,0.62744,0.05
0.228,0.67317,0.05
0.239,0.69187,0.05
0.251,0.71713,0.05
0.261,0.74516,0.05
0.267,0.79009,0.05
0.277,0.80635,0.05
0.282,0.80393,0.05
0.291,0.82724,0.05
0.297,0.82815,0.05
0.306,0.83436,0.05
0.312,0.87217,0.05
0.322,0.85625,0.05
0.338,0.89615,0.05
0.349,0.88717,0.05
0.355,0.90227,0.05
0.367,0.88793,0.05
0.373,0.91821,0.05
0.384,0.89639,0.05
0.39,0.92645,0.05
0.4,0.9053,0.05
0.406,0.92079,0.05
0.419,0.93208,0.05
0.451,0.93332,0.05
0.456,0.90926,0.05
0.467,0.91434,0.05
0.473,0.92578,0.05
0.483,0.90845,0.05
0.489,0.93619,0.05
0.5,0.93517,0.05
0.511,0.93475,0.05
0.522,0.92869,0.05
0.534,0.95399,0.05
0.545,0.92983,0.05
0.573,0.95846,0.05
0.579,0.93691,0.05
0.59,0.95165,0.05
0.596,0.94489,0.05
0.606,0.93079,0.05
0.613,0.95869,0.05
0.623,0.94387,0.05
0.629,0.96064,0.05
0.638,0.94931,0.05
0.644,0.9379,0.05
0.653,0.96205,0.05
0.659,0.9275,0.05
0.669,0.94349,0.05
0.696,0.95733,0.05
0.702,0.94511,0.05
0.711,0.96466,0.05
0.717,0.95038,0.05
0.726,0.95005,0.05
0.732,0.97064,0.05
0.741,0.95829,0.05
0.747,0.9697,0.05
0.756,0.97773,0.05
0.762,0.95396,0.05
0.771,0.97397,0.05
0.777,0.9596,0.05
0.786,0.9563,0.05
0.792,0.98572,0.05
0.802,0.9672,0.05
0.808,0.97698,0.05
0.818,0.97543,0.05
0.824,0.95671,0.05
0.834,0.98781,0.05
0.84,0.95315,0.05
0.849,0.97379,0.05
0.855,0.9707,0.05
0.865,0.95736,0.05
0.871,0.98383,0.05
0.88,0.95902,0.05
0.886,0.96801,0.05
0.896,0.98343,0.05
0.902,0.95606,0.05
0.911,0.98344,0.05
0.917,0.96213,0.05
0.926,0.96094,0.05
0.938,0.98284,0.05
0.945,0.95854,0.05
0.956,0.98356,0.05
0.968,0.96363,0.05
0.978,0.98787,0.05
0.984,0.97067,0.05
0.994,0.9951,0.05
1,0.96697,0.05
1.008,0.98236,0.05
1.014,0.9922,0.05
1.023,0.96613,0.05
1.029,0.99895,0.05
1.038,0.99106,0.05
1.044,0.97749,0.05
1.054,1.0081,0.05
1.062,0.97495,0.05
1.068,1.0028,0.05
1.08,1.0015,0.05
1.091,0.99004,0.05
1.102,0.9788,0.05
1.113,0.99492,0.05
1.124,0.97783,0.05
1.137,1.0066,0.05
1.149,0.97881,0.05
1.155,0.99008,0.05
1.166,0.98118,0.05
1.176,1.0049,0.05
1.183,0.9814,0.05
1.192,1.0052,0.05
1.204,0.97972,0.05
1.211,1.007,0.05
1.222,0.98368,0.05
1.234,0.99529,0.05
1.243,0.97417,0.05
1.249,1.0098,0.05
1.258,1.0036,0.05
1.265,0.99294,0.05
1.274,1.0096,0.05
1.286,0.98904,0.05
1.292,1.0196,0.05
1.304,0.99835,0.05
1.316,1.0158,0.05
1.325,0.9929,0.05
1.332,1.0203,0.05
1.34,0.9988,0.05
1.347,1.0092,0.05
1.356,1.0183,0.05
1.368,0.98958,0.05
1.374,1.0134,0.05
1.386,0.98895,0.05
1.398,1.0188,0.05
1.408,1.0058,0.05
1.415,1.0096,0.05
1.424,0.99305,0.05
1.431,1.0191,0.05
1.439,0.99856,0.05
1.446,1.007,0.05
1.456,1.0216,0.05
1.463,0.99433,0.05
1.472,1.0198,0.05
1.479,0.99989,0.05
1.488,1.0182,0.05
1.522,1.0039,0.05
1.528,1.0228,0.05
1.539,1.0121,0.05
1.546,1.0202,0.05
1.554,1.024,0.05
1.561,1.0098,0.05
1.573,1.0287,0.05
1.58,1.0066,0.05
1.589,1.0361,0.05
1.596,1.026,0.05
1.606,1.0262,0.05
1.613,1.0373,0.05
1.621,1.0109,0.05
1.629,1.0305,0.05
1.656,1.0259,0.05
1.662,1.0092,0.05
1.671,1.0323,0.05
1.677,1.0157,0.05
1.687,1.0122,0.05
1.699,1.0376,0.05
1.709,1.0209,0.05
1.715,1.0259,0.05
1.724,1.016,0.05
1.731,1.0352,0.05
1.74,1.0164,0.05
1.747,1.0377,0.05
1.775,1.0276,0.05
1.781,1.0092,0.05
1.791,1.0279,0.05
1.802,1.0189,0.05
1.814,1.0294,0.05
1.824,1.0061,0.05
1.831,1.0394,0.05
1.839,1.0113,0.05
1.845,1.0186,0.05
1.855,1.0394,0.05
1.861,1.0092,0.05
1.87,1.0319,0.05
1.876,1.0233,0.05
1.885,1.0161,0.05
1.891,1.0392,0.05
1.901,1.0146,0.05
1.907,1.0281,0.05
1.917,1.0361,0.05
1.923,1.0122,0.05
1.932,1.0373,0.05
1.938,1.0186,0.05
1.948,1.0163,0.05
1.954,1.0346,0.05
1.963,1.0112,0.05
1.969,1.0394,0.05
1.979,1.0309,0.05
1.985,1.0237,0.05
1.996,1.041,0.05
2.002,1.0124,0.05
2.011,1.0438,0.05
2.017,1.0208,0.05
2.026,1.0203,0.05
2.038,1.0471,0.05
2.044,1.0237,0.05
2.056,1.052,0.05
2.062,1.0263,0.05
2.071,1.0482,0.05
2.077,1.0361,0.05
2.086,1.0281,0.05
2.092,1.0585,0.05
2.101,1.0409,0.05
2.107,1.0478,0.05
2.117,1.056,0.05
2.123,1.0306,0.05
2.133,1.0579,0.05
2.139,1.0314,0.05
2.149,1.0387,0.05
2.155,1.0479,0.05
2.164,1.0302,0.05
2.171,1.0578,0.05
2.18,1.0377,0.05
2.186,1.0409,0.05
2.195,1.0605,0.05
2.201,1.0242,0.05
2.21,1.0481,0.05
2.216,1.0433,0.05
2.225,1.0276,0.05
2.237,1.0562,0.05
2.243,1.0302,0.05
2.255,1.0597,0.05
2.267,1.0263,0.05
2.278,1.054,0.05
2.284,1.0332,0.05
2.292,1.0578,0.05
2.299,1.0326,0.05
2.307,1.0408,0.05
2.313,1.0549,0.05
2.323,1.0336,0.05
2.329,1.0562,0.05
2.338,1.0531,0.05
2.344,1.0356,0.05
2.353,1.0603,0.05
2.359,1.0311,0.05
2.368,1.0407,0.05
2.374,1.0527,0.05
2.384,1.0273,0.05
2.39,1.0534,0.05
2.4,1.0397,0.05
2.406,1.048,0.05
2.416,1.0628,0.05
2.422,1.0285,0.05
2.432,1.0506,0.05
2.438,1.0457,0.05
2.448,1.0397,0.05
2.454,1.0593,0.05
2.463,1.0406,0.05
2.469,1.0629,0.05
2.478,1.0585,0.05
2.484,1.0412,0.05
2.494,1.0675,0.05
2.508,1.0392,0.05
2.515,1.0592,0.05
2.525,1.0404,0.05
2.538,1.0656,0.05
2.544,1.0454,0.05
2.555,1.0726,0.05
2.567,1.0437,0.05
2.578,1.0721,0.05
2.592,1.0651,0.05
2.618,1.0507,0.05
2.623,1.0569,0.05
2.634,1.078,0.05
2.64,1.0481,0.05
2.65,1.0647,0.05
2.656,1.0672,0.05
2.669,1.0542,0.05
2.676,1.0715,0.05
2.685,1.0623,0.05
2.692,1.0797,0.05
2.704,1.0577,0.05
2.711,1.0819,0.05
2.72,1.0585,0.05
2.752,1.0833,0.05
2.758,1.0621,0.05
2.769,1.0695,0.05
2.776,1.0683,0.05
2.785,1.0634,0.05
2.79,1.0821,0.05
2.8,1.0694,0.05
2.811,1.0689,0.05
2.821,1.0663,0.05
2.833,1.0776,0.05
2.843,1.0575,0.05
2.854,1.0826,0.05
2.865,1.0549,0.05
2.877,1.0865,0.05
2.888,1.0597,0.05
2.9,1.0743,0.05
2.909,1.0664,0.05
2.916,1.0668,0.05
2.924,1.0529,0.05
2.93,1.0875,0.05
2.939,1.0738,0.05
2.946,1.0598,0.05
2.955,1.0817,0.05
2.961,1.0567,0.05
2.97,1.0809,0.05
2.976,1.068,0.05
2.985,1.0619,0.05
2.991,1.0832,0.05
3.001,1.0597,0
3.007,1.0693,0
3.017,1.078,0
3.023,1.0548,0
3.033,1.074,0
3.039,1.0469,0
3.049,1.0432,0
3.055,1.0045,0
3.065,0.92687,0
3.071,0.84389,0
3.081,0.76536,0
3.087,0.65796,0
3.096,0.60851,0
3.102,0.49996,0
3.112,0.49288,0
3.118,0.43323,0
3.127,0.42273,0
3.133,0.45701,0
3.142,0.44335,0
3.155,0.43533,0
3.162,0.32854,0
3.173,0.28024,0
3.185,0.23564,0
3.196,0.19578,0
3.202,0.1551,0
3.211,0.11065,0
3.217,0.084817,0
3.227,0.056284,0
3.233,0.079977,0
3.241,0.051197,0
3.248,0.079564,0
3.257,0.032024,0
3.263,0.03517,0
3.272,0.049273,0
3.279,0.028189,0
3.287,0.028773,0
3.298,0.048604,0
3.308,0.046785,0
3.315,0.041944,0
3.323,0.023357,0
3.329,0.03976,0
3.338,0.037047,0
3.344,0.028813,0
3.353,0.049257,0
3.359,0.022684,0
3.368,0.025875,0
3.374,0.036317,0
3.384,0.028158,0
3.39,0.040752,0
3.4,0.025845,0
3.406,0.026897,0
3.416,0.041714,0
3.422,0.027477,0
3.432,0.040739,0
3.438,0.025853,0
3.448,0.026692,0
3.455,0.042865,0
3.464,0.024494,0
3.47,0.04428,0
3.48,0.029959,0
3.486,0.029399,0
3.495,0.045054,0
3.502,0.032255,0
3.51,0.044164,0
3.521,0.030822,0
3.527,0.026985,0
3.536,0.031568,0
3.541,0.03318,0
3.551,0.03546,0
3.557,0.027901,0
3.568,0.028269,0
3.598,0.026534,0
3.603,0.02736,0
3.614,0.044433,0
3.62,0.033039,0
3.63,0.029964,0
3.636,0.028317,0
3.647,0.032188,0
3.653,0.035373,0
3.663,0.027397,0
3.669,0.040871,0
3.679,0.034687,0
3.685,0.028859,0
3.695,0.038144,0
3.724,0.028359,0
3.731,0.043991,0
3.74,0.036165,0
3.747,0.02941,0
3.756,0.044707,0
3.763,0.032826,0
3.772,0.041306,0
3.779,0.028568,0
3.788,0.035862,0
3.794,0.035179,0
3.803,0.029412,0
3.808,0.034124,0
3.82,0.030232,0
3.849,0.035258,0
3.855,0.036599,0
3.865,0.031088,0
3.871,0.041381,0
3.879,0.030505,0
3.885,0.030637,0
3.896,0.04395,0
3.906,0.037217,0
3.913,0.042824,0
3.922,0.034128,0
3.934,0.035527,0
3.94,0.037753,0
3.952,0.030341,0
3.963,0.03044,0
3.974,0.037223,0
3.985,0.038395,0
3.997,0.041166,0
4.007,0.034058,0
4.014,0.036223,0
4.023,0.036265,0
4.029,0.041713,0
4.038,0.035542,0
4.044,0.031389,0
4.053,0.039689,0
4.059,0.033314,0
4.068,0.033058,0
4.074,0.03967,0
4.084,0.041232,0
4.098,0.040961,0
4.105,0.033751,0
4.117,0.047076,0
4.124,0.033701,0
4.134,0.041218,0
4.14,0.03707,0
4.15,0.039193,0
4.163,0.031518,0
4.17,0.037859,0
4.182,0.033329,0
4.189,0.035827,0
4.199,0.032596,0
4.211,0.035369,0
4.218,0.031805,0
4.23,0.036061,0
4.237,0.031658,0
4.247,0.03252,0
4.259,0.03887,0
4.267,0.032632,0
4.278,0.04122,0
4.289,0.035506,0
4.301,0.034397,0
4.312,0.031544,0
4.318,0.035034,0
4.327,0.038008,0
4.333,0.04139,0
4.341,0.033993,0
4.347,0.03901,0
4.356,0.038463,0
4.362,0.04143,0
4.371,0.038739,0
4.377,0.032136,0
4.386,0.036855,0
4.392,0.044451,0
4.401,0.034963,0
4.407,0.031817,0
4.417,0.040188,0
4.423,0.035841,0
4.432,0.035905,0
4.438,0.034342,0
4.448,0.036424,0
4.454,0.037072,0
4.463,0.04073,0
4.469,0.037891,0
4.479,0.042068,0
4.485,0.034748,0
4.494,0.045694,0
4.5,0.043399,0
4.508,0.036293,0
4.515,0.036233,0
4.524,0.042353,0
4.537,0.04301,0
4.544,0.037525,0
4.556,0.041348,0
4.567,0.040127,0
4.579,0.039298,0
4.589,0.035031,0
4.596,0.033582,0
4.605,0.03839,0
4.612,0.042475,0
4.621,0.036479,0
4.627,0.033613,0
4.637,0.041299,0
4.668,0.039484,0
4.673,0.041916,0
4.684,0.041852,0
4.69,0.041987,0
4.7,0.033289,0
4.706,0.031414,0
4.717,0.04349,0
4.723,0.039537,0
4.734,0.043197,0
4.74,0.035389,0
4.75,0.035401,0
4.755,0.035654,0
4.767,0.035796,0
4.796,0.034817,0
4.801,0.045532,0
4.813,0.037204,0
4.82,0.035153,0
4.83,0.035454,0
4.836,0.034426,0
4.845,0.034463,0
4.851,0.042791,0
4.863,0.035038,0
4.872,0.036874,0
4.879,0.036847,0
4.887,0.035366,0
4.893,0.038241,0
4.924,0.037563,0
4.93,0.038815,0
4.939,0.035773,0
4.951,0.037136,0
4.957,0.033246,0
4.969,0.039084,0
4.981,0.037198,0
4.991,0.035323,0
4.998,0.037178,0
5.007,0.039317,0
5.019,0.04017,0
5.025,0.034536,0
5.037,0.038967,0
5.048,0.041714,0
5.058,0.03601,0
5.065,0.038322,0
5.074,0.03876,0
5.087,0.04654,0
5.093,0.039894,0
5.105,0.040134,0
5.111,0.040516,0
5.12,0.037567,0
5.126,0.035144,0
5.135,0.044656,0
5.141,0.043995,0
5.15,0.038023,0
5.156,0.034479,0
5.167,0.044396,0
5.178,0.039796,0
5.184,0.038614,0
5.193,0.044701,0
5.2,0.037733,0
5.207,0.034758,0
5.218,0.040518,0
5.229,0.037796,0
5.24,0.037921,0
5.251,0.033011,0
5.263,0.034639,0
5.273,0.037019,0
5.279,0.038648,0
5.289,0.041219,0
5.301,0.039757,0
5.307,0.035185,0
5.318,0.038685,0
5.33,0.039263,0
5.341,0.035195,0
5.352,0.037662,0
5.363,0.038635,0
5.373,0.034259,0
5.379,0.034847,0
5.388,0.03984,0
5.394,0.041175,0
5.403,0.042461,0
5.409,0.040519,0
5.418,0.03878,0
5.424,0.041421,0
5.434,0.03932,0
5.44,0.043506,0
5.45,0.035379,0
5.456,0.036209,0
5.466,0.04378,0
5.472,0.040864,0
5.482,0.03537,0
5.494,0.039745,0
5.5,0.044377,0
5.512,0.037869,0
5.518,0.037357,0
5.529,0.040312,0
5.539,0.038121,0
5.546,0.0369,0
5.555,0.041045,0
5.561,0.048392,0
5.57,0.045113,0
5.576,0.035293,0
5.585,0.039789,0
5.591,0.04764,0
5.601,0.036289,0
5.607,0.03362,0
5.617,0.038125,0
5.623,0.043186,0
5.634,0.043849,0
5.64,0.041911,0
5.65,0.036356,0
5.656,0.033583,0
5.667,0.042844,0
5.673,0.040742,0
5.684,0.041226,0
5.69,0.042243,0
5.699,0.03347,0
5.705,0.042504,0
5.717,0.041731,0
5.743,0.045997,0
5.749,0.036673,0
5.758,0.039025,0
5.765,0.04337,0
5.774,0.040041,0
5.781,0.04445,0
5.79,0.03632,0
5.796,0.036432,0
5.805,0.046853,0
5.812,0.044113,0
5.821,0.042384,0
5.827,0.035389,0
5.836,0.04191,0
5.863,0.044113,0
5.869,0.036509,0
5.879,0.038131,0
5.885,0.039492,0
5.895,0.039512,0
5.901,0.046009,0
5.91,0.040827,0
5.916,0.034072,0
5.926,0.044169,0
5.932,0.040516,0
5.941,0.03963,0
5.947,0.036687,0
5.957,0.035963,0
5.986,0.040678,0
5.992,0.04332,0
0.001,0.048529,0.051
0.006,0.036929,0.051
0.017,0.042131,0.051
0.027,0.045448,0.051
0.033,0.040303,0.051
0.042,0.033799,0.051
0.049,0.04028,0.051
0.058,0.082595,0.051
0.07,0.052754,0.051
0.076,0.097196,0.051
0.087,0.12457,0.051
0.099,0.22606,0.051
0.11,0.28497,0.051
0.122,0.26715,0.051
0.133,0.30327,0.051
0.144,0.35167,0.051
0.155,0.42344,0.051
0.167,0.46489,0.051
0.178,0.49355,0.051
0.19,0.50417,0.051
0.196,0.56859,0.051
0.208,0.5665,0.051
0.219,0.63018,0.051
0.23,0.65807,0.051
0.24,0.71707,0.051
0.247,0.74274,0.051
0.256,0.77976,0.051
0.262,0.78089,0.051
0.271,0.82624,0.051
0.277,0.8435,0.051
0.286,0.85346,0.051
0.292,0.89746,0.051
0.301,0.88616,0.051
0.307,0.91271,0.051
0.317,0.94075,0.051
0.323,0.92937,0.051
0.332,0.96048,0.051
0.338,0.9543,0.051
0.348,0.95579,0.051
0.354,0.98634,0.051
0.363,0.97299,0.051
0.369,1.0004,0.051
0.379,0.99828,0.051
0.385,0.99171,0.051
0.394,1.0187,0.051
0.4,0.99477,0.051
0.408,1.0057,0.051
0.415,1.0203,0.051
0.424,1.009,0.051
0.436,1.0358,0.051
0.442,1.0055,0.051
0.454,1.028,0.051
0.466,1.0119,0.051
0.475,1.0386,0.051
0.482,1.0101,0.051
0.491,1.0272,0.051
0.503,1.0249,0.051
0.509,1.0373,0.051
0.521,1.0438,0.051
0.533,1.0359,0.051
0.542,1.034,0.051
0.549,1.0547,0.051
0.558,1.048,0.051
0.57,1.0434,0.051
0.576,1.0644,0.051
0.588,1.0446,0.051
0.6,1.0677,0.051
0.609,1.0579,0.051
0.616,1.0729,0.051
0.624,1.0601,0.051
0.631,1.0745,0.051
0.64,1.0628,0.051
0.646,1.0595,0.051
0.655,1.0773,0.051
0.667,1.0506,0.051
0.673,1.0762,0.051
0.685,1.0571,0.051
0.697,1.0814,0.051
0.708,1.054,0.051
0.721,1.0778,0.051
0.733,1.0689,0.051
0.739,1.0655,0.051
0.75,1.0651,0.051
0.761,1.0836,0.051
0.767,1.0807,0.051
0.777,1.0974,0.051
0.804,1.0745,0.051
0.81,1.0954,0.051
0.819,1.0921,0.051
0.825,1.0786,0.051
0.836,1.1066,0.051
0.842,1.0794,0.051
0.851,1.0986,0.051
0.857,1.0948,0.051
0.868,1.0818,0.051
0.874,1.1072,0.051
0.884,1.078,0.051
0.889,1.0997,0.051
0.9,1.1009,0.051
0.925,1.084,0.051
0.932,1.1114,0.051
0.941,1.0814,0.051
0.948,1.0969,0.051
0.957,1.1034,0.051
0.964,1.0887,0.051
0.972,1.1146,0.051
0.979,1.0896,0.051
0.988,1.0935,0.051
0.994,1.1099,0.051
1.004,1.0881,0.051
1.016,1.1051,0.051
1.046,1.0943,0.051
1.051,1.1123,0.051
1.061,1.1047,0.051
1.072,1.0999,0.051
1.084,1.0929,0.051
1.095,1.1136,0.051
1.101,1.0887,0.051
1.11,1.1126,0.051
1.116,1.1117,0.051
1.125,1.0901,0.051
1.137,1.1254,0.051
1.144,1.0965,0.051
1.155,1.125,0.051
1.167,1.1026,0.051
1.174,1.1296,0.051
1.184,1.1012,0.051
1.19,1.1253,0.051
1.2,1.1215,0.051
1.206,1.1074,0.051
1.215,1.1275,0.051
1.221,1.0993,0.051
1.231,1.1088,0.051
1.238,1.1139,0.051
1.246,1.1093,0.051
1.256,1.1263,0.051
1.263,1.1006,0.051
1.272,1.1195,0.051
1.284,1.1115,0.051
1.29,1.1264,0.051
1.302,1.1232,0.051
1.308,1.1195,0.051
1.318,1.1258,0.051
1.324,1.1023,0.051
1.334,1.128,0.051
1.34,1.1075,0.051
1.349,1.1107,0.051
1.355,1.1233,0.051
1.365,1.1055,0.051
1.371,1.1346,0.051
1.38,1.1133,0.051
1.386,1.1162,0.051
1.396,1.1384,0.051
1.402,1.1079,0.051
1.412,1.127,0.051
1.418,1.1245,0.051
1.427,1.1141,0.051
1.433,1.1433,0.051
1.442,1.1224,0.051
1.454,1.1404,0.051
1.461,1.123,0.051
1.472,1.1297,0.051
1.484,1.1351,0.051
1.493,1.1385,0.051
1.499,1.1299,0.051
1.508,1.1197,0.051
1.515,1.148,0.051
1.524,1.123,0.051
1.536,1.1441,0.051
1.542,1.1221,0.051
1.554,1.1421,0.051
1.566,1.128,0.051
1.575,1.1485,0.051
1.582,1.1213,0.051
1.591,1.1469,0.051
1.603,1.1356,0.051
1.609,1.1445,0.051
1.621,1.142,0.051
1.633,1.1367,0.051
1.642,1.1302,0.051
1.649,1.1452,0.051
1.658,1.1331,0.051
1.67,1.1221,0.051
1.677,1.1444,0.051
1.688,1.1192,0.051
1.7,1.1434,0.051
1.709,1.1279,0.051
1.715,1.1508,0.051
1.725,1.1315,0.051
1.737,1.1538,0.051
1.743,1.1303,0.051
1.754,1.1505,0.051
1.766,1.1343,0.051
1.779,1.1599,0.051
1.789,1.1408,0.051
1.795,1.1606,0.051
1.804,1.1435,0.051
1.81,1.1638,0.051
1.82,1.1594,0.051
1.832,1.145,0.051
1.863,1.1449,0.051
1.869,1.1631,0.051
1.878,1.1688,0.051
1.884,1.1496,0.051
1.895,1.1642,0.051
1.905,1.1426,0.051
1.912,1.1727,0.051
1.921,1.159,0.051
1.927,1.1564,0.051
1.937,1.1745,0.051
1.943,1.1463,0.051
1.953,1.1692,0.051
1.965,1.1524,0.051
1.993,1.1736,0.051
1.998,1.1487,0.051
2.008,1.1505,0.051
2.015,1.1632,0.051
2.024,1.1487,0.051
2.031,1.1718,0.051
2.04,1.1558,0.051
2.046,1.1551,0.051
2.056,1.1729,0.051
2.062,1.1472,0.051
2.071,1.163,0.051
2.077,1.1642,0.051
2.087,1.1475,0.051
2.115,1.1706,0.051
2.121,1.1487,0.051
2.13,1.1674,0.051
2.136,1.1654,0.051
2.146,1.1473,0.051
2.152,1.174,0.051
2.162,1.1594,0.051
2.168,1.1644,0.051
2.177,1.1644,0.051
2.189,1.15,0.051
2.196,1.1687,0.051
2.207,1.1504,0.051
2.214,1.1798,0.051
2.223,1.1604,0.051
2.235,1.1775,0.051
2.241,1.161,0.051
2.253,1.1713,0.051
2.265,1.1648,0.051
2.274,1.1843,0.051
2.281,1.1644,0.051
2.29,1.1733,0.051
2.298,1.1841,0.051
2.304,1.1677,0.051
2.316,1.1844,0.051
2.328,1.1675,0.051
2.338,1.1892,0.051
2.344,1.1654,0.051
2.353,1.1823,0.051
2.359,1.1679,0.051
2.368,1.1718,0.051
2.374,1.1921,0.051
2.384,1.161,0.051
2.39,1.1869,0.051
2.399,1.1845,0.051
2.405,1.1676,0.051
2.415,1.1864,0.051
2.421,1.1686,0.051
2.43,1.1731,0.051
2.436,1.1831,0.051
2.445,1.1642,0.051
2.451,1.1902,0.051
2.46,1.1823,0.051
2.466,1.17,0.051
2.474,1.1875,0.051
2.481,1.1654,0.051
2.49,1.1848,0.051
2.496,1.1825,0.051
2.505,1.1691,0.051
2.513,1.1883,0.051
2.52,1.1696,0.051
2.532,1.1707,0.051
2.538,1.1791,0.051
2.548,1.1664,0.051
2.554,1.1956,0.051
2.564,1.1738,0.051
2.57,1.1902,0.051
2.579,1.1936,0.051
2.585,1.1725,0.051
2.595,1.1974,0.051
2.601,1.1725,0.051
2.61,1.1804,0.051
2.616,1.1908,0.051
2.625,1.1726,0.051
2.631,1.2011,0.051
2.64,1.1814,0.051
2.646,1.1822,0.051
2.655,1.2027,0.051
2.662,1.1736,0.051
2.671,1.1991,0.051
2.677,1.1895,0.051
2.686,1.1763,0.051
2.692,1.2031,0.051
2.701,1.1862,0.051
2.707,1.1864,0.051
2.717,1.2042,0.051
2.723,1.178,0.051
2.733,1.2013,0.051
2.739,1.1826,0.051
2.749,1.1844,0.051
2.755,1.1997,0.051
2.765,1.1813,0.051
2.771,1.2078,0.051
2.781,1.1924,0.051
2.787,1.192,0.051
2.796,1.2017,0.051
2.802,1.1825,0.051
2.812,1.1941,0.051
2.818,1.1947,0.051
2.828,1.1903,0.051
2.834,1.2081,0.051
2.843,1.1824,0.051
2.849,1.203,0.051
2.859,1.207,0.051
2.865,1.1903,0.051
2.873,1.2021,0.051
2.879,1.1871,0.051
2.889,1.1879,0.051
2.901,1.205,0.051
2.912,1.1984,0.051
2.94,1.1953,0.051
2.946,1.1963,0.051
2.956,1.211,0.051
2.963,1.1883,0.051
2.972,1.2123,0.051
2.979,1.2052,0.051
2.988,1.1844,0.051
2.994,1.2147,0.051
3.003,1.1916,0
3.008,1.1996,0
3.019,1.2154,0
3.03,1.1873,0
3.061,1.0599,0
3.067,0.9831,0
3.077,0.9319,0
3.084,0.79943,0
3.093,0.71374,0
3.099,0.62075,0
3.109,0.56525,0
3.116,0.51217,0
3.124,0.44536,0
3.13,0.45318,0
3.14,0.44158,0
3.152,0.45761,0
3.182,0.26265,0
3.187,0.25279,0
3.197,0.25109,0
3.207,0.19453,0
3.218,0.16689,0
3.224,0.11009,0
3.234,0.091646,0
3.245,0.054311,0
3.256,0.0843,0
3.268,0.03536,0
3.277,0.046542,0
3.283,0.036998,0
3.293,0.033969,0
3.305,0.02648,0
3.311,0.038752,0
3.323,0.045882,0
3.335,0.046546,0
3.345,0.04246,0
3.351,0.042362,0
3.36,0.046107,0
3.366,0.031451,0
3.375,0.045635,0
3.382,0.023354,0
3.391,0.0392,0
3.397,0.038803,0
3.406,0.026586,0
3.418,0.048873,0
3.424,0.023847,0
3.436,0.039127,0
3.447,0.023956,0
3.458,0.048982,0
3.469,0.024158,0
3.48,0.04507,0
3.491,0.025816,0
3.502,0.034923,0
3.513,0.021888,0
3.524,0.026963,0
3.535,0.038258,0
3.547,0.023962,0
3.557,0.042245,0
3.563,0.027089,0
3.572,0.028555,0
3.578,0.033064,0
3.587,0.028043,0
3.593,0.042876,0
3.602,0.028884,0
3.608,0.024218,0
3.618,0.042976,0
3.624,0.029722,0
3.634,0.033817,0
3.64,0.026006,0
3.65,0.027509,0
3.656,0.040498,0
3.666,0.026517,0
3.672,0.038683,0
3.681,0.025753,0
3.687,0.030375,0
3.697,0.043203,0
3.703,0.028073,0
3.713,0.028512,0
3.719,0.025447,0
3.728,0.037436,0
3.735,0.042096,0
3.743,0.030437,0
3.754,0.027232,0
3.76,0.026984,0
3.769,0.029081,0
3.775,0.040083,0
3.784,0.025687,0
3.79,0.029303,0
3.8,0.039052,0
3.806,0.030166,0
3.816,0.033604,0
3.822,0.03289,0
3.832,0.028903,0
3.838,0.031834,0
3.847,0.032681,0
3.853,0.0433,0
3.863,0.028527,0
3.869,0.028764,0
3.878,0.044793,0
3.884,0.031835,0
3.894,0.044565,0
3.9,0.029137,0
3.909,0.029848,0
3.916,0.038578,0
3.925,0.031251,0
3.932,0.037055,0
3.94,0.031684,0
3.946,0.033206,0
3.956,0.036931,0
3.969,0.036551,0
4.002,0.033719,0
4.009,0.030021,0
4.019,0.031159,0
4.026,0.03403,0
4.037,0.038393,0
4.05,0.034133,0
4.056,0.038793,0
4.069,0.036259,0
4.075,0.036412,0
4.086,0.030474,0
4.117,0.035586,0
4.131,0.037601,0
4.138,0.033997,0
4.151,0.037531,0
4.157,0.039494,0
4.168,0.03947,0
4.174,0.038432,0
4.185,0.029283,0
4.191,0.032879,0
4.202,0.036554,0
4.217,0.036149,0
4.241,0.031673,0
4.247,0.030821,0
4.256,0.04058,0
4.263,0.033805,0
4.272,0.030602,0
4.278,0.033041,0
4.286,0.032221,0
4.292,0.03826,0
4.302,0.032348,0
4.308,0.028801,0
4.318,0.040116,0
4.324,0.036202,0
4.334,0.032801,0
4.34,0.030747,0
4.35,0.031873,0
4.356,0.040752,0
4.366,0.036546,0
4.372,0.035572,0
4.382,0.036393,0
4.388,0.033144,0
4.398,0.039567,0
4.405,0.038404,0
4.413,0.041693,0
