# Material: Ecoflex 30
# Mullin's Effect: Removed at 40KPa
# Test sample: 1 (8x8w7mm_5 chambers with extra wall length at one end to clamp the sample)
# Time (s), Force (N), Pressure (N/mm2)
2.245,0.093921,0.02
2.251,0.092121,0.02
2.261,0.10245,0.02
2.288,0.091798,0.02
2.293,0.09529,0.02
2.304,0.091325,0.02
2.31,0.090571,0.02
2.32,0.099065,0.02
2.326,0.091997,0.02
2.336,0.099641,0.02
2.342,0.091471,0.02
2.352,0.090478,0.02
2.358,0.099678,0.02
2.368,0.089164,0.02
2.374,0.095628,0.02
2.385,0.090713,0.02
2.414,0.095493,0.02
2.42,0.097706,0.02
2.429,0.090811,0.02
2.434,0.094068,0.02
2.445,0.09613,0.02
2.455,0.090199,0.02
2.461,0.094865,0.02
2.47,0.09127,0.02
2.476,0.099705,0.02
2.486,0.090213,0.02
2.492,0.091273,0.02
2.501,0.094069,0.02
2.507,0.091314,0.02
2.517,0.095925,0.02
2.523,0.090375,0.02
2.533,0.089282,0.02
2.539,0.096216,0.02
2.548,0.089934,0.02
2.554,0.094425,0.02
2.563,0.10032,0.02
2.569,0.09189,0.02
2.578,0.097648,0.02
2.584,0.091697,0.02
2.593,0.097487,0.02
2.6,0.097997,0.02
2.608,0.09139,0.02
2.614,0.094753,0.02
2.623,0.099906,0.02
2.63,0.091824,0.02
2.639,0.10093,0.02
2.645,0.088294,0.02
2.653,0.095996,0.02
2.659,0.098668,0.02
2.669,0.090125,0.02
2.675,0.098787,0.02
2.685,0.092618,0.02
2.691,0.0922,0.02
2.7,0.099714,0.02
2.706,0.092242,0.02
2.716,0.092871,0.02
2.722,0.092212,0.02
2.732,0.090115,0.02
2.738,0.099484,0.02
2.747,0.091056,0.02
2.753,0.096717,0.02
2.763,0.097947,0.02
2.769,0.090824,0.02
2.778,0.10057,0.02
2.784,0.090966,0.02
2.792,0.090213,0.02
2.799,0.09501,0.02
2.807,0.090457,0.02
2.814,0.097109,0.02
2.823,0.0912,0.02
2.829,0.089729,0.02
2.838,0.098378,0.02
2.844,0.09221,0.02
2.853,0.090333,0.02
2.859,0.097174,0.02
2.869,0.090791,0.02
2.875,0.099785,0.02
2.885,0.092469,0.02
2.891,0.090952,0.02
2.901,0.10077,0.02
2.907,0.090418,0.02
2.917,0.096667,0.02
2.923,0.087847,0.02
2.933,0.090196,0.02
2.939,0.094234,0.02
2.949,0.089711,0.02
2.955,0.099417,0.02
2.964,0.093806,0.02
2.97,0.088181,0.02
2.98,0.10636,0.02
2.986,0.090265,0.02
2.995,0.092672,0.02
3.001,0.094095,0
3.01,0.090683,0
3.022,0.099906,0
3.028,0.09041,0
3.04,0.09162,0
3.052,0.09426,0
3.061,0.09595,0
3.067,0.071649,0
3.076,0.054498,0
3.083,0.059353,0
3.092,0.057909,0
3.104,0.062251,0
3.11,0.060105,0
3.122,0.060757,0
3.134,0.059221,0
3.145,0.059396,0
3.151,0.057098,0
3.161,0.061489,0
3.167,0.062826,0
3.176,0.058668,0
3.183,0.062947,0
3.192,0.062485,0
3.199,0.058083,0
3.208,0.064158,0
3.237,0.061127,0
3.243,0.060158,0
3.253,0.062605,0
3.259,0.059292,0
3.269,0.065102,0
3.275,0.05823,0
3.285,0.057142,0
3.291,0.057509,0
3.302,0.06358,0
3.313,0.063325,0
3.319,0.060868,0
3.329,0.063143,0
3.359,0.062517,0
3.365,0.062634,0
3.375,0.056668,0
3.382,0.05799,0
3.39,0.05745,0
3.397,0.06229,0
3.406,0.060627,0
3.413,0.057789,0
3.423,0.059616,0
3.429,0.060405,0
3.438,0.064673,0
3.444,0.059631,0
3.455,0.060436,0
3.483,0.058406,0
3.489,0.062234,0
3.499,0.061171,0
3.505,0.063102,0
3.514,0.061048,0
3.52,0.059697,0
3.53,0.062948,0
3.536,0.06535,0
3.545,0.059497,0
3.551,0.057385,0
3.56,0.063664,0
3.572,0.063479,0
3.578,0.064645,0
3.59,0.062239,0
3.597,0.06382,0
3.606,0.061914,0
3.612,0.059604,0
3.621,0.063716,0
3.627,0.063433,0
3.636,0.063072,0
3.642,0.060163,0
3.652,0.059453,0
3.659,0.065443,0
3.668,0.062098,0
3.674,0.060272,0
3.684,0.062936,0
3.69,0.061945,0
3.7,0.063465,0
3.706,0.061428,0
3.716,0.059815,0
3.722,0.059124,0
3.732,0.062572,0
3.738,0.063874,0
3.748,0.062364,0
3.754,0.061099,0
3.763,0.065356,0
3.77,0.059905,0
3.779,0.065548,0
3.785,0.061947,0
3.794,0.060024,0
3.8,0.05901,0
3.808,0.066013,0
3.814,0.062943,0
3.823,0.063856,0
3.83,0.062842,0
3.839,0.062029,0
3.845,0.063019,0
3.853,0.059268,0
3.859,0.063685,0
3.869,0.061099,0
3.875,0.066297,0
3.884,0.060772,0
3.89,0.060592,0
3.899,0.068322,0
3.905,0.06166,0
3.915,0.058635,0
3.921,0.060628,0
3.93,0.060962,0
3.936,0.065468,0
3.946,0.058824,0
3.958,0.059218,0
3.965,0.06099,0
3.978,0.059778,0
3.99,0.059611,0
4.002,0.06328,0
4.014,0.063019,0
4.024,0.062494,0
4.031,0.062865,0
4.04,0.060762,0
4.046,0.061924,0
4.055,0.057786,0
4.061,0.059933,0
4.07,0.062509,0
4.076,0.067739,0
4.085,0.061934,0
4.094,0.058245,0
4.1,0.062355,0
4.109,0.063929,0
4.116,0.063249,0
4.124,0.060376,0
4.13,0.063289,0
4.139,0.063542,0
4.145,0.068412,0
4.154,0.060683,0
4.16,0.062986,0
4.169,0.066328,0
4.175,0.063809,0
4.185,0.058646,0
4.191,0.057293,0
4.202,0.062052,0
4.208,0.061027,0
4.219,0.060805,0
4.225,0.063134,0
4.235,0.070228,0
4.241,0.060666,0
4.251,0.063092,0
4.257,0.063246,0
4.268,0.06076,0
4.274,0.060612,0
4.285,0.061483,0
4.315,0.059641,0
4.32,0.058226,0
4.331,0.061699,0
4.337,0.0636,0
4.346,0.062435,0
4.352,0.059223,0
4.362,0.063208,0
4.368,0.062977,0
4.378,0.063216,0
4.384,0.061401,0
4.393,0.063328,0
4.399,0.057903,0
4.409,0.05962,0
4.439,0.06662,0
4.445,0.060107,0
4.455,0.057364,0
4.461,0.060976,0
4.471,0.062342,0
4.477,0.065211,0
4.486,0.064244,0
4.492,0.058936,0
4.502,0.061849,0
4.507,0.06336,0
4.518,0.064538,0
4.528,0.060491,0
4.559,0.064961,0
4.565,0.064881,0
4.574,0.061271,0
4.586,0.061681,0
4.592,0.061491,0
4.604,0.061767,0
4.616,0.061072,0
4.626,0.05946,0
4.633,0.06109,0
4.642,0.064085,0
4.654,0.059308,0
4.66,0.065106,0
4.672,0.063356,0
4.684,0.065051,0
4.693,0.061033,0
4.699,0.062893,0
4.708,0.063214,0
4.715,0.063659,0
4.723,0.059672,0
4.73,0.063966,0
4.739,0.064246,0
4.745,0.063774,0
4.753,0.059991,0
4.759,0.064941,0
4.769,0.065825,0
4.775,0.066573,0
4.785,0.064116,0
4.79,0.06104,0
4.8,0.067049,0
4.806,0.061569,0
4.816,0.059284,0
4.822,0.05967,0
4.832,0.064112,0
4.838,0.064597,0
4.848,0.059645,0
4.854,0.061033,0
4.863,0.062334,0
4.869,0.060535,0
4.878,0.062567,0
4.891,0.062852,0
4.897,0.064641,0
4.909,0.060955,0
4.92,0.063048,0
4.932,0.063662,0
4.941,0.066012,0
4.948,0.061164,0
4.957,0.061883,0
4.963,0.05949,0
4.972,0.06297,0
4.978,0.063697,0
4.987,0.05933,0
4.993,0.062434,0
5.002,0.060778,0
5.008,0.066153,0
5.019,0.058601,0
5.025,0.062536,0
5.035,0.059604,0
5.041,0.063495,0
5.052,0.06198,0
5.058,0.065739,0
5.068,0.064092,0
5.074,0.060293,0
5.085,0.0637,0
5.091,0.061243,0
5.1,0.065448,0
5.106,0.064428,0
5.116,0.059637,0
5.122,0.059148,0
5.132,0.065034,0
5.138,0.064509,0
5.147,0.059714,0
5.153,0.064885,0
5.163,0.062931,0
5.169,0.063545,0
5.179,0.065062,0
5.185,0.06299,0
5.194,0.060109,0
5.2,0.0659,0
5.209,0.061036,0
5.221,0.067112,0
5.227,0.062123,0
5.239,0.06401,0
5.245,0.062785,0
5.254,0.059702,0
5.259,0.061862,0
5.27,0.064793,0
5.283,0.065365,0
5.289,0.059572,0
5.301,0.067145,0
5.313,0.065421,0
5.324,0.062872,0
5.33,0.059983,0
5.339,0.066624,0
5.345,0.062893,0
5.356,0.063196,0
5.383,0.061514,0
5.388,0.060982,0
5.399,0.065072,0
5.405,0.063444,0
5.415,0.061059,0
5.421,0.062645,0
5.431,0.063745,0
5.437,0.064718,0
5.447,0.061434,0
5.453,0.062428,0
5.463,0.063182,0
5.469,0.062228,0
5.48,0.064355,0
5.509,0.060868,0
5.515,0.066371,0
5.525,0.062141,0
5.532,0.060029,0
5.54,0.065014,0
5.547,0.064392,0
5.556,0.062928,0
5.562,0.06021,0
5.572,0.062526,0
5.584,0.068273,0
5.595,0.06246,0
5.609,0.061732,0
5.633,0.063568,0
5.639,0.063423,0
5.649,0.061551,0
5.655,0.06328,0
5.664,0.060688,0
5.67,0.062057,0
5.68,0.066005,0
5.686,0.06199,0
5.695,0.061489,0
5.701,0.059643,0
5.71,0.061319,0
5.722,0.067826,0
5.729,0.063092,0
5.74,0.064679,0
5.752,0.063651,0
5.764,0.06859,0
5.774,0.062749,0
5.786,0.063703,0
5.792,0.059263,0
5.804,0.063519,0
5.816,0.06161,0
5.825,0.060887,0
5.832,0.059371,0
5.841,0.064862,0
5.847,0.065703,0
5.856,0.062497,0
5.862,0.060816,0
5.871,0.062022,0
5.877,0.063457,0
5.886,0.063898,0
5.892,0.059683,0
5.901,0.06733,0
5.907,0.062058,0
5.917,0.064195,0
5.923,0.059673,0
5.933,0.061075,0
5.939,0.064938,0
5.948,0.062621,0
5.954,0.061411,0
5.965,0.061671,0
5.975,0.059227,0
5.987,0.060675,0
5.998,0.065234,0
0.01,0.060832,0.025
0.017,0.066006,0.025
0.03,0.059729,0.025
0.036,0.066944,0.025
0.046,0.063429,0.025
0.052,0.069265,0.025
0.061,0.082991,0.025
0.068,0.095325,0.025
0.075,0.11522,0.025
0.086,0.14616,0.025
0.097,0.12363,0.025
0.108,0.12485,0.025
0.12,0.12072,0.025
0.13,0.1185,0.025
0.141,0.12387,0.025
0.152,0.12378,0.025
0.163,0.12626,0.025
0.174,0.12596,0.025
0.186,0.12061,0.025
0.197,0.12187,0.025
0.203,0.12515,0.025
0.213,0.1266,0.025
0.219,0.11689,0.025
0.228,0.12086,0.025
0.234,0.12008,0.025
0.243,0.12084,0.025
0.255,0.12106,0.025
0.261,0.11961,0.025
0.273,0.12035,0.025
0.28,0.12213,0.025
0.289,0.12478,0.025
0.295,0.12002,0.025
0.304,0.11532,0.025
0.31,0.1168,0.025
0.319,0.11436,0.025
0.325,0.11731,0.025
0.335,0.10859,0.025
0.341,0.1087,0.025
0.351,0.10838,0.025
0.357,0.10849,0.025
0.368,0.10656,0.025
0.374,0.10697,0.025
0.385,0.10445,0.025
0.391,0.10227,0.025
0.401,0.10544,0.025
0.407,0.10221,0.025
0.417,0.10269,0.025
0.423,0.099206,0.025
0.435,0.10043,0.025
0.464,0.098682,0.025
0.47,0.096356,0.025
0.48,0.10253,0.025
0.486,0.10018,0.025
0.498,0.098911,0.025
0.51,0.098745,0.025
0.517,0.10269,0.025
0.529,0.097651,0.025
0.535,0.10324,0.025
0.545,0.099312,0.025
0.551,0.095495,0.025
0.56,0.099806,0.025
0.589,0.096956,0.025
0.595,0.10167,0.025
0.604,0.097066,0.025
0.61,0.097623,0.025
0.619,0.10234,0.025
0.625,0.097793,0.025
0.635,0.09993,0.025
0.641,0.097401,0.025
0.652,0.098201,0.025
0.663,0.10408,0.025
0.669,0.098042,0.025
0.679,0.10075,0.025
0.708,0.098411,0.025
0.714,0.097133,0.025
0.723,0.098958,0.025
0.729,0.098,0.025
0.738,0.10275,0.025
0.744,0.095842,0.025
0.753,0.096946,0.025
0.759,0.099367,0.025
0.768,0.099021,0.025
0.773,0.098652,0.025
0.784,0.099152,0.025
0.794,0.096429,0.025
0.8,0.09844,0.025
0.809,0.099038,0.025
0.815,0.10172,0.025
0.824,0.095626,0.025
0.83,0.095581,0.025
0.839,0.10122,0.025
0.845,0.096775,0.025
0.854,0.094282,0.025
0.86,0.10016,0.025
0.869,0.098187,0.025
0.875,0.10238,0.025
0.885,0.097676,0.025
0.891,0.095761,0.025
0.901,0.10301,0.025
0.907,0.097696,0.025
0.918,0.098456,0.025
0.924,0.097626,0.025
0.933,0.097436,0.025
0.939,0.10095,0.025
0.949,0.097086,0.025
0.955,0.099594,0.025
0.965,0.095839,0.025
0.971,0.097468,0.025
0.98,0.10008,0.025
0.986,0.098587,0.025
0.996,0.099024,0.025
1.002,0.094655,0.025
1.011,0.098673,0.025
1.017,0.1002,0.025
1.025,0.095721,0.025
1.032,0.096632,0.025
1.041,0.10092,0.025
1.047,0.097533,0.025
1.056,0.10207,0.025
1.062,0.098677,0.025
1.071,0.097294,0.025
1.078,0.10208,0.025
1.086,0.098093,0.025
1.097,0.096228,0.025
1.107,0.095746,0.025
1.114,0.097643,0.025
1.123,0.097496,0.025
1.135,0.094486,0.025
1.141,0.096667,0.025
1.153,0.098408,0.025
1.164,0.098909,0.025
1.175,0.095755,0.025
1.187,0.096612,0.025
1.193,0.10007,0.025
1.202,0.097327,0.025
1.208,0.096883,0.025
1.218,0.099605,0.025
1.224,0.096969,0.025
1.233,0.095938,0.025
1.239,0.099222,0.025
1.249,0.095376,0.025
1.255,0.10269,0.025
1.264,0.099582,0.025
1.27,0.09436,0.025
1.28,0.10197,0.025
1.286,0.097694,0.025
1.295,0.097354,0.025
1.301,0.096037,0.025
1.31,0.097705,0.025
1.322,0.10146,0.025
1.328,0.097013,0.025
1.34,0.096661,0.025
1.347,0.099132,0.025
1.356,0.10068,0.025
1.368,0.096754,0.025
1.374,0.095951,0.025
1.386,0.097116,0.025
1.397,0.098013,0.025
1.408,0.095421,0.025
1.42,0.10019,0.025
1.431,0.099186,0.025
1.437,0.10096,0.025
1.447,0.097046,0.025
1.453,0.097882,0.025
1.463,0.098992,0.025
1.469,0.097928,0.025
1.479,0.098225,0.025
1.485,0.099149,0.025
1.495,0.096188,0.025
1.501,0.096064,0.025
1.532,0.097056,0.025
1.537,0.098728,0.025
1.548,0.096064,0.025
1.554,0.097383,0.025
1.564,0.09923,0.025
1.57,0.096716,0.025
1.581,0.10146,0.025
1.587,0.098252,0.025
1.597,0.096947,0.025
1.603,0.097308,0.025
1.614,0.097326,0.025
1.62,0.096738,0.025
1.629,0.096067,0.025
1.659,0.10155,0.025
1.665,0.098032,0.025
1.675,0.098576,0.025
1.682,0.097441,0.025
1.691,0.096144,0.025
1.698,0.09918,0.025
1.707,0.0971,0.025
1.714,0.096947,0.025
1.723,0.096748,0.025
1.729,0.096879,0.025
1.738,0.099782,0.025
1.744,0.097628,0.025
1.754,0.096079,0.025
1.781,0.096679,0.025
1.787,0.096992,0.025
1.797,0.094869,0.025
1.803,0.096386,0.025
1.811,0.098505,0.025
1.817,0.10137,0.025
1.826,0.098267,0.025
1.832,0.093906,0.025
1.841,0.10125,0.025
1.847,0.098576,0.025
1.856,0.095774,0.025
1.862,0.097869,0.025
1.871,0.097304,0.025
1.877,0.10286,0.025
1.886,0.097424,0.025
1.892,0.09566,0.025
1.902,0.10033,0.025
1.908,0.099353,0.025
1.918,0.097072,0.025
1.924,0.095955,0.025
1.934,0.095044,0.025
1.94,0.097697,0.025
1.95,0.099122,0.025
1.957,0.10115,0.025
1.966,0.09586,0.025
1.972,0.096129,0.025
1.982,0.10195,0.025
1.988,0.096133,0.025
1.997,0.099626,0.025
2.003,0.095432,0.025
2.012,0.097471,0.025
2.018,0.10322,0.025
2.027,0.097059,0.025
2.034,0.097825,0.025
2.043,0.098207,0.025
2.055,0.09755,0.025
2.061,0.099429,0.025
2.073,0.099201,0.025
2.085,0.098314,0.025
2.094,0.097915,0.025
2.101,0.0978,0.025
2.11,0.097209,0.025
2.122,0.10245,0.025
2.128,0.099988,0.025
2.14,0.098595,0.025
2.146,0.097751,0.025
2.155,0.096079,0.025
2.161,0.099336,0.025
2.17,0.096208,0.025
2.176,0.10209,0.025
2.186,0.095784,0.025
2.192,0.094948,0.025
2.202,0.10038,0.025
2.208,0.096548,0.025
2.217,0.099997,0.025
2.223,0.097567,0.025
2.233,0.098155,0.025
2.239,0.097567,0.025
2.248,0.098351,0.025
2.254,0.096772,0.025
2.264,0.10065,0.025
2.27,0.096514,0.025
2.279,0.098473,0.025
2.285,0.096315,0.025
2.293,0.099877,0.025
2.3,0.099385,0.025
2.308,0.097421,0.025
2.315,0.10116,0.025
2.324,0.098783,0.025
2.336,0.098026,0.025
2.342,0.094727,0.025
2.354,0.095843,0.025
2.36,0.098012,0.025
2.37,0.10004,0.025
2.376,0.10189,0.025
2.385,0.095762,0.025
2.391,0.09876,0.025
2.401,0.10271,0.025
2.407,0.097959,0.025
2.417,0.096525,0.025
2.423,0.097097,0.025
2.432,0.097226,0.025
2.438,0.10132,0.025
2.447,0.10056,0.025
2.453,0.098242,0.025
2.462,0.099867,0.025
2.468,0.09851,0.025
2.476,0.10165,0.025
2.483,0.095796,0.025
2.492,0.098227,0.025
2.499,0.09983,0.025
2.507,0.099554,0.025
2.519,0.096968,0.025
2.53,0.096306,0.025
2.536,0.099814,0.025
2.546,0.09702,0.025
2.552,0.095125,0.025
2.562,0.10113,0.025
2.568,0.098133,0.025
2.578,0.099906,0.025
2.593,0.09874,0.025
2.619,0.098721,0.025
2.624,0.097539,0.025
2.635,0.095961,0.025
2.641,0.097109,0.025
2.652,0.099304,0.025
2.658,0.099193,0.025
2.669,0.095398,0.025
2.675,0.098561,0.025
2.685,0.09733,0.025
2.69,0.094835,0.025
2.702,0.098205,0.025
2.711,0.098595,0.025
2.717,0.099719,0.025
2.747,0.097959,0.025
2.752,0.096451,0.025
2.762,0.097964,0.025
2.768,0.095914,0.025
2.78,0.09687,0.025
2.789,0.095902,0.025
2.795,0.09653,0.025
2.805,0.097039,0.025
2.817,0.097056,0.025
2.826,0.096967,0.025
2.833,0.096454,0.025
2.842,0.097385,0.025
2.87,0.095097,0.025
2.876,0.10047,0.025
2.885,0.096218,0.025
2.89,0.097451,0.025
2.902,0.09973,0.025
2.908,0.099109,0.025
2.919,0.098526,0.025
2.925,0.096703,0.025
2.934,0.095301,0.025
2.94,0.096956,0.025
2.95,0.09956,0.025
2.956,0.10079,0.025
2.966,0.097082,0.025
2.972,0.0959,0.025
2.981,0.098736,0.025
2.987,0.097118,0.025
2.997,0.096071,0.025
3.003,0.097353,0
3.012,0.096366,0
3.018,0.098889,0
3.027,0.099359,0
3.039,0.097292,0
3.046,0.098517,0
3.057,0.1021,0
3.069,0.088215,0
3.08,0.065099,0
3.09,0.065542,0
3.097,0.055105,0
3.106,0.063951,0
3.113,0.055845,0
3.122,0.054487,0
3.128,0.060751,0
3.136,0.060014,0
3.142,0.055146,0
3.152,0.061948,0
3.158,0.055864,0
3.167,0.064764,0
3.173,0.054524,0
3.183,0.057427,0
3.189,0.058569,0
3.199,0.054489,0
3.205,0.058548,0
3.214,0.059034,0
3.22,0.054134,0
3.229,0.062348,0
3.235,0.055982,0
3.244,0.056493,0
3.25,0.057333,0
3.259,0.059822,0
3.272,0.061239,0
3.278,0.06018,0
3.289,0.05752,0
3.301,0.055766,0
3.312,0.061626,0
3.323,0.060443,0
3.335,0.061366,0
3.344,0.05872,0
3.351,0.057432,0
3.36,0.05922,0
3.372,0.064952,0
3.378,0.061938,0
3.39,0.05924,0
3.402,0.06063,0
3.412,0.061488,0
3.418,0.060348,0
3.427,0.059582,0
3.434,0.058645,0
3.443,0.056795,0
3.456,0.057172,0
3.462,0.055918,0
3.474,0.0583,0
3.481,0.061215,0
3.49,0.061115,0
3.496,0.06555,0
3.504,0.058436,0
3.51,0.060388,0
3.52,0.06141,0
3.526,0.063195,0
3.535,0.056091,0
3.541,0.058869,0
3.551,0.062169,0
3.557,0.062931,0
3.567,0.057533,0
3.573,0.055466,0
3.583,0.057239,0
3.589,0.060998,0
3.598,0.061662,0
3.604,0.058323,0
3.615,0.058551,0
3.621,0.057389,0
3.631,0.062221,0
3.637,0.062139,0
3.647,0.057601,0
3.653,0.059352,0
3.664,0.061144,0
3.694,0.057198,0
3.7,0.057731,0
3.71,0.061109,0
3.717,0.067742,0
3.726,0.059646,0
3.733,0.058599,0
3.742,0.057537,0
3.749,0.062611,0
3.757,0.06586,0
3.764,0.056532,0
3.773,0.057192,0
3.779,0.060907,0
3.789,0.057943,0
3.821,0.059571,0
3.826,0.062759,0
3.837,0.060839,0
3.843,0.056319,0
3.853,0.06146,0
3.859,0.060847,0
3.869,0.061394,0
3.875,0.059639,0
3.885,0.058637,0
3.891,0.058407,0
3.902,0.067582,0
3.908,0.059543,0
3.919,0.062587,0
3.948,0.06051,0
3.954,0.061301,0
3.963,0.059446,0
3.969,0.061021,0
3.979,0.056913,0
3.985,0.059398,0
3.998,0.059789,0
4.004,0.058208,0
4.013,0.06214,0
4.019,0.063763,0
4.029,0.060781,0
4.035,0.061585,0
4.043,0.060521,0
4.049,0.059155,0
4.058,0.058534,0
4.064,0.060464,0
4.073,0.057564,0
4.079,0.063553,0
4.088,0.056194,0
4.094,0.061851,0
4.103,0.060387,0
4.109,0.061947,0
4.119,0.058134,0
4.125,0.060089,0
4.135,0.059516,0
4.141,0.060636,0
4.151,0.063227,0
4.157,0.065474,0
4.167,0.057053,0
4.173,0.059168,0
4.183,0.062236,0
4.189,0.058965,0
4.198,0.059669,0
4.204,0.058335,0
4.214,0.061091,0
4.22,0.056587,0
4.229,0.062152,0
4.235,0.062496,0
4.243,0.06127,0
4.249,0.058993,0
4.258,0.05782,0
4.264,0.057607,0
4.274,0.057877,0
4.286,0.060928,0
4.292,0.057044,0
4.304,0.064795,0
4.315,0.059034,0
4.326,0.058903,0
4.337,0.058903,0
4.348,0.059692,0
4.358,0.06072,0
4.365,0.058151,0
4.374,0.061968,0
4.386,0.059681,0
4.392,0.060506,0
4.404,0.063701,0
4.415,0.059453,0
4.426,0.059673,0
4.437,0.057577,0
4.448,0.058503,0
4.458,0.058326,0
4.465,0.059695,0
4.474,0.061081,0
4.486,0.062317,0
4.492,0.056788,0
4.504,0.061732,0
4.515,0.056714,0
4.526,0.059015,0
4.537,0.059021,0
4.548,0.057513,0
4.558,0.06226,0
4.565,0.058816,0
4.573,0.063173,0
4.579,0.063731,0
4.588,0.060187,0
4.594,0.061943,0
4.603,0.060831,0
4.609,0.059738,0
4.619,0.06484,0
4.625,0.059235,0
4.635,0.059084,0
4.641,0.061087,0
4.652,0.061779,0
4.659,0.062698,0
4.669,0.059534,0
4.676,0.057111,0
4.686,0.059075,0
4.692,0.057339,0
4.702,0.063574,0
4.707,0.061023,0
4.718,0.056684,0
4.724,0.058967,0
4.735,0.05946,0
4.747,0.055084,0
4.774,0.060672,0
4.78,0.062615,0
4.789,0.060307,0
4.795,0.060666,0
4.805,0.060374,0
4.811,0.059689,0
4.82,0.064351,0
4.825,0.062332,0
4.836,0.058396,0
4.847,0.058439,0
4.853,0.056146,0
4.863,0.064178,0
4.87,0.056126,0
4.899,0.065254,0
4.904,0.058359,0
4.914,0.058284,0
4.92,0.061787,0
4.931,0.061396,0
4.942,0.064919,0
4.949,0.059518,0
4.957,0.061551,0
4.964,0.059102,0
4.973,0.057075,0
4.979,0.064229,0
4.989,0.056061,0
5.021,0.063693,0
5.027,0.062723,0
5.036,0.069845,0
5.042,0.059917,0
5.052,0.060739,0
5.058,0.066381,0
5.067,0.063166,0
5.073,0.059427,0
5.083,0.064167,0
5.089,0.06036,0
5.098,0.057321,0
5.104,0.060699,0
5.114,0.061765,0
5.12,0.060512,0
5.129,0.060608,0
5.135,0.063728,0
5.144,0.061473,0
5.156,0.061009,0
5.162,0.057402,0
5.174,0.061727,0
5.186,0.06074,0
5.196,0.058711,0
5.202,0.059435,0
5.212,0.060765,0
5.218,0.067468,0
5.227,0.063392,0
5.234,0.061687,0
5.243,0.058576,0
5.255,0.060531,0
5.261,0.06284,0
5.273,0.061594,0
5.285,0.065411,0
5.294,0.061149,0
5.301,0.061216,0
5.31,0.060906,0
5.322,0.067718,0
5.328,0.060003,0
5.34,0.061811,0
5.352,0.060139,0
5.361,0.068788,0
5.367,0.057608,0
5.376,0.058902,0
5.383,0.057696,0
5.392,0.05912,0
5.404,0.065261,0
5.41,0.058895,0
5.422,0.065831,0
5.434,0.062255,0
5.443,0.060712,0
5.45,0.060053,0
5.459,0.064763,0
5.472,0.06316,0
5.479,0.065076,0
5.49,0.058928,0
5.502,0.060677,0
5.511,0.06487,0
5.518,0.06989,0
5.527,0.061778,0
5.539,0.0622,0
5.546,0.057997,0
5.558,0.059418,0
5.569,0.058915,0
5.579,0.06217,0
5.585,0.05945,0
5.595,0.059235,0
5.601,0.060198,0
5.61,0.061758,0
5.622,0.066935,0
5.628,0.063632,0
5.64,0.061459,0
5.646,0.060356,0
5.655,0.058185,0
5.661,0.061375,0
5.67,0.062479,0
5.676,0.060455,0
5.686,0.058241,0
5.692,0.060093,0
5.702,0.064256,0
5.708,0.061387,0
5.718,0.059678,0
5.723,0.059072,0
5.735,0.059592,0
5.741,0.057549,0
5.752,0.059432,0
5.758,0.067681,0
5.769,0.059021,0
5.775,0.060521,0
5.785,0.061812,0
5.79,0.059054,0
5.802,0.062719,0
5.812,0.061111,0
5.843,0.060414,0
5.849,0.058513,0
5.859,0.067547,0
5.866,0.060768,0
5.875,0.063518,0
5.882,0.058238,0
5.891,0.059384,0
5.897,0.065885,0
5.906,0.058497,0
5.912,0.057119,0
5.922,0.066459,0
5.934,0.061179,0
5.944,0.064217,0
5.971,0.056364,0
5.976,0.067784,0
5.987,0.058644,0
0.003,0.066543,0.025
0.013,0.060592,0.025
0.019,0.062567,0.025
0.029,0.059511,0.025
0.035,0.06913,0.025
0.044,0.067414,0.025
0.05,0.10133,0.025
0.06,0.090716,0.025
0.067,0.1034,0.025
0.098,0.1214,0.025
0.104,0.13034,0.025
0.113,0.1175,0.025
0.119,0.11232,0.025
0.127,0.12869,0.025
0.134,0.1208,0.025
0.142,0.12022,0.025
0.149,0.13043,0.025
0.158,0.12271,0.025
0.165,0.12222,0.025
0.173,0.11862,0.025
0.184,0.12417,0.025
0.194,0.12234,0.025
0.201,0.12142,0.025
0.21,0.1248,0.025
0.222,0.1191,0.025
0.229,0.12737,0.025
0.24,0.11937,0.025
0.252,0.12559,0.025
0.263,0.11824,0.025
0.269,0.123,0.025
0.278,0.11947,0.025
0.284,0.11777,0.025
0.292,0.11879,0.025
0.299,0.11593,0.025
0.308,0.1158,0.025
0.321,0.10891,0.025
0.327,0.10919,0.025
0.339,0.10888,0.025
0.345,0.10685,0.025
0.354,0.10446,0.025
0.36,0.10633,0.025
0.369,0.10554,0.025
0.375,0.10195,0.025
0.385,0.10257,0.025
0.391,0.10019,0.025
0.401,0.103,0.025
0.407,0.101,0.025
0.417,0.096142,0.025
0.423,0.098807,0.025
0.433,0.098231,0.025
0.439,0.10376,0.025
0.448,0.098192,0.025
0.454,0.10254,0.025
0.464,0.10132,0.025
0.47,0.097882,0.025
0.479,0.10501,0.025
0.485,0.097925,0.025
0.493,0.097237,0.025
0.5,0.10065,0.025
0.509,0.09539,0.025
0.521,0.10401,0.025
0.527,0.098108,0.025
0.539,0.10102,0.025
0.551,0.096137,0.025
0.56,0.10243,0.025
0.567,0.099426,0.025
0.575,0.10472,0.025
0.581,0.099264,0.025
0.59,0.096188,0.025
0.597,0.10386,0.025
0.606,0.097928,0.025
0.612,0.096716,0.025
0.621,0.10223,0.025
0.627,0.097246,0.025
