# Material: Ecoflex 30
# Mullin's Effect: Removed at 40KPa
# Test sample: 1 (8x8w7mm_7 chambers with extra wall length at one end to clamp the sample)
# Time (s), Force (N), Pressure (N/mm2) 
2.363,0.022546,0.02
2.372,0.036598,0.02
2.378,0.021839,0.02
2.387,0.019336,0.02
2.393,0.041482,0.02
2.402,0.02117,0.02
2.408,0.034979,0.02
2.418,0.035942,0.02
2.424,0.021989,0.02
2.433,0.04648,0.02
2.439,0.023539,0.02
2.448,0.021405,0.02
2.454,0.032091,0.02
2.463,0.022924,0.02
2.469,0.037786,0.02
2.479,0.038117,0.02
2.485,0.019561,0.02
2.494,0.042743,0.02
2.5,0.023603,0.02
2.508,0.023713,0.02
2.515,0.039214,0.02
2.523,0.021709,0.02
2.529,0.034586,0.02
2.538,0.038842,0.02
2.544,0.021782,0.02
2.553,0.046675,0.02
2.559,0.018119,0.02
2.568,0.019069,0.02
2.574,0.038388,0.02
2.584,0.025743,0.02
2.59,0.038505,0.02
2.599,0.027216,0.02
2.605,0.019835,0.02
2.613,0.043849,0.02
2.619,0.021494,0.02
2.629,0.021232,0.02
2.635,0.034676,0.02
2.644,0.021972,0.02
2.65,0.041473,0.02
2.658,0.031432,0.02
2.664,0.021839,0.02
2.673,0.045551,0.02
2.68,0.021354,0.02
2.688,0.024019,0.02
2.694,0.033833,0.02
2.703,0.022583,0.02
2.709,0.035884,0.02
2.718,0.034628,0.02
2.724,0.020635,0.02
2.734,0.041574,0.02
2.74,0.020794,0.02
2.749,0.024543,0.02
2.755,0.037165,0.02
2.764,0.019759,0.02
2.77,0.038693,0.02
2.779,0.02152,0.02
2.785,0.021573,0.02
2.794,0.048767,0.02
2.8,0.019973,0.02
2.808,0.02036,0.02
2.815,0.03605,0.02
2.823,0.02366,0.02
2.829,0.038857,0.02
2.838,0.035556,0.02
2.844,0.021368,0.02
2.853,0.042631,0.02
2.859,0.021172,0.02
2.868,0.022161,0.02
2.874,0.035059,0.02
2.883,0.019289,0.02
2.889,0.03998,0.02
2.899,0.037173,0.02
2.905,0.020739,0.02
2.914,0.038668,0.02
2.92,0.02229,0.02
2.928,0.019975,0.02
2.934,0.032066,0.02
2.944,0.024555,0.02
2.95,0.045667,0.02
2.958,0.032577,0.02
2.965,0.024329,0.02
2.974,0.049311,0.02
2.987,0.024557,0.02
2.993,0.038239,0.02
3.004,0.021236,0
3.01,0.049778,0
3.02,0.028303,0
3.031,0.024211,0
3.041,0.029472,0
3.048,0.052823,0
3.056,0.054248,0
3.062,0.030251,0
3.071,0.021907,0
3.077,0.027201,0
3.086,0.055599,0
3.092,0.010258,0
3.101,0.021074,0
3.107,0.011438,0
3.116,0.014225,0
3.122,0.038316,0
3.132,0.007057,0
3.138,0.02734,0
3.147,0.02697,0
3.153,0.017678,0
3.162,0.02169,0
3.168,0.005281,0
3.179,0.010157,0
3.208,0.005458,0
3.214,0.010388,0
3.223,0.037971,0
3.229,0.017304,0
3.239,0.005904,0
3.247,0.014349,0
3.253,0.00339,0
3.265,0.027379,0
3.271,0.013495,0
3.282,0.012177,0
3.288,0.00252,0
3.3,0.013567,0
3.327,0.001301,0
3.333,0.010979,0
3.342,0.020618,0
3.349,0.005397,0
3.357,0.017344,0
3.363,0.020826,0
3.372,0.00779,0
3.378,0.019678,0
3.387,0.017202,0
3.393,0.01083,0
3.402,0.020286,0
3.408,0.00172,0
3.418,0.011848,0
3.424,0.01677,0
3.433,0.012704,0
3.439,0.019426,0
3.448,0.026142,0
3.454,0.00511,0
3.463,0.034179,0
3.469,0.007838,0
3.478,0.00293,0
3.484,0.01609,0
3.493,0.020606,0
3.499,0.023643,0
3.508,0.024417,0
3.515,0.012955,0
3.523,0.039229,0
3.53,0.008645,0
3.538,0.022208,0
3.544,0.018181,0
3.553,0.022446,0
3.559,0.020836,0
3.568,0.015875,0
3.574,0.006428,0
3.584,0.030237,0
3.59,0.019089,0
3.599,0.031175,0
3.605,0.021235,0
3.615,0.02134,0
3.621,0.026038,0
3.63,0.019883,0
3.636,0.001542,0
3.646,0.031433,0
3.652,0.020133,0
3.661,0.033205,0
3.667,0.004713,0
3.675,0.017434,0
3.681,0.030858,0
3.69,0.007467,0
3.696,0.007784,0
3.705,0.027881,0
3.711,0.019296,0
3.72,0.00369,0
3.726,0.007288,0
3.735,0.018944,0
3.741,0.030328,0
3.75,0.007475,0
3.756,0.004786,0
3.766,0.036122,0
3.772,0.019348,0
3.781,0.028282,0
3.787,0.002808,0
3.796,0.005744,0
3.802,0.034062,0
3.811,0.027176,0
3.817,0.020711,0
3.825,0.027778,0
3.831,0.017142,0
3.84,0.004858,0
3.846,0.007635,0
3.855,0.010194,0
3.861,0.033798,0
3.87,0.003575,0
3.876,0.0024,0
3.885,0.033306,0
3.891,0.018543,0
3.901,0.019538,0
3.907,0.006506,0
3.916,0.017053,0
3.922,0.031996,0
3.932,0.007731,0
3.938,0.015453,0
3.946,0.022382,0
3.952,0.014646,0
3.961,0.01891,0
3.967,0.00258,0
3.976,0.010909,0
3.982,0.031324,0
3.991,0.01231,0
3.998,0.020088,0
4.006,0.011398,0
4.012,0.018341,0
4.021,0.024176,0
4.027,0.004454,0
4.036,0.016066,0
4.042,0.030731,0
4.051,0.001955,0
4.057,0.005783,0
4.067,0.027166,0
4.073,0.01902,0
4.082,0.019246,0
4.088,0.00983,0
4.096,0.008101,0
4.102,0.033058,0
4.111,0.009564,0
4.117,0.014041,0
4.126,0.027051,0
4.132,0.017488,0
4.141,0.020035,0
4.147,0.001158,0
4.156,0.018207,0
4.163,0.030361,0
4.171,0.017594,0
4.177,0.012823,0
4.186,0.026111,0
4.192,0.014744,0
4.201,0.015091,0
4.207,0.010007,0
4.216,0.009353,0
4.222,0.036884,0
4.233,0.005641,0
4.243,0.028374,0
4.249,0.017568,0
4.258,0.003779,0
4.267,0.013041,0
4.295,0.009565,0
4.3,0.029567,0
4.31,0.005845,0
4.316,0.005283,0
4.324,0.026551,0
4.331,0.023197,0
4.339,0.028676,0
4.345,0.01722,0
4.354,0.020398,0
4.36,0.02661,0
4.369,0.012716,0
4.374,0.004612,0
4.384,0.032531,0
4.416,0.005013,0
4.422,0.028905,0
4.431,0.019813,0
4.437,0.01438,0
4.446,0.02725,0
4.452,0.019332,0
4.461,0.016665,0
4.467,0.006421,0
4.476,0.012352,0
4.482,0.033487,0
4.491,0.00884,0
4.498,0.021022,0
4.506,0.003904,0
4.513,0.017811,0
4.521,0.025795,0
4.527,0.005089,0
4.536,0.011884,0
4.542,0.031358,0
4.551,0.00596,0
4.557,0.02047,0
4.566,0.025415,0
4.572,0.01713,0
4.582,0.021458,0
4.588,0.010263,0
4.596,0.006085,0
4.602,0.02626,0
4.612,0.01021,0
4.618,0.0174,0
4.626,0.009562,0
4.632,0.017238,0
4.641,0.018174,0
4.648,0.007246,0
4.656,0.005857,0
4.662,0.030561,0
4.671,0.005081,0
4.677,0.020086,0
4.686,0.027009,0
4.692,0.013433,0
4.701,0.01798,0
4.707,0.003755,0
4.717,0.013841,0
4.723,0.024208,0
4.732,0.016316,0
4.738,0.015029,0
4.746,0.006823,0
4.752,0.01882,0
4.761,0.018747,0
4.767,0.008977,0
4.777,0.015348,0
4.783,0.024403,0
4.791,0.016548,0
4.798,0.016988,0
4.806,0.01763,0
4.812,0.009557,0
4.821,0.018832,0
4.828,0.007561,0
4.836,0.014799,0
4.842,0.02958,0
4.851,0.007113,0
4.857,0.01216,0
4.866,0.027654,0
4.872,0.020241,0
4.882,0.016319,0
4.888,0.003775,0
4.897,0.008964,0
4.903,0.025775,0
4.911,0.006816,0
4.917,0.02083,0
4.926,0.02157,0
4.932,0.01748,0
4.941,0.017593,0
4.948,0.003338,0
4.956,0.010182,0
4.962,0.030012,0
4.971,0.005769,0
4.977,0.02019,0
4.986,0.022235,0
4.993,0.019507,0
5.001,0.025272,0
5.007,0.003881,0
5.016,0.009659,0
5.022,0.027238,0
5.033,0.00644,0
5.043,0.034767,0
5.049,0.015524,0
5.058,0.007773,0
5.065,0.019352,0
5.073,0.010324,0
5.079,0.027118,0
5.088,0.013835,0
5.094,0.015448,0
5.103,0.036098,0
5.109,0.022261,0
5.118,0.003684,0
5.124,0.02612,0
5.134,0.021758,0
5.14,0.032096,0
5.15,0.004961,0
5.156,0.007646,0
5.165,0.029019,0
5.171,0.020993,0
5.18,0.012426,0
5.186,0.008348,0
5.196,0.019157,0
5.202,0.025379,0
5.211,0.020674,0
5.217,0.02525,0
5.225,0.023721,0
5.232,0.018758,0
5.241,0.013616,0
5.253,0.004751,0
5.259,0.029044,0
5.271,0.009482,0
5.283,0.021937,0
5.294,0.013463,0
5.3,0.027005,0
5.309,0.016447,0
5.315,0.008233,0
5.323,0.022725,0
5.329,0.012048,0
5.339,0.003091,0
5.351,0.020607,0
5.379,0.024204,0
5.384,0.014591,0
5.394,0.017626,0
5.4,0.030163,0
5.41,0.005994,0
5.416,0.005039,0
5.424,0.008712,0
5.431,0.014013,0
5.44,0.020055,0
5.446,0.004263,0
5.455,0.016987,0
5.461,0.031893,0
5.47,0.023886,0
5.499,0.02766,0
5.504,0.010843,0
5.514,0.013872,0
5.524,0.035231,0
5.535,0.017047,0
5.54,0.027496,0
5.55,0.009415,0
5.56,0.012157,0
5.571,0.005821,0
5.577,0.021345,0
5.587,0.033815,0
5.598,0.010737,0
5.608,0.017579,0
5.619,0.005961,0
5.624,0.014503,0
5.635,0.019987,0
5.646,0.022369,0
5.657,0.020697,0
5.668,0.018136,0
5.679,0.014689,0
5.69,0.005745,0
5.701,0.004078,0
5.713,0.013659,0
5.723,0.025009,0
5.73,0.023938,0
5.739,0.033767,0
5.751,0.01261,0
5.757,0.021595,0
5.768,0.020511,0
5.78,0.006323,0
5.786,0.005477,0
5.796,0.020574,0
5.807,0.034511,0
5.818,0.008115,0
5.829,0.019366,0
5.84,0.008565,0
5.851,0.007508,0
5.863,0.019338,0
5.873,0.017856,0
5.88,0.036887,0
5.889,0.01214,0
5.896,0.006327,0
5.904,0.027349,0
5.91,0.020929,0
5.919,0.008434,0
5.925,0.015932,0
5.934,0.019821,0
5.94,0.033926,0
5.95,0.006941,0
5.956,0.007648,0
5.965,0.02773,0
5.971,0.01833,0
5.98,0.019634,0
5.986,0.004048,0
5.996,0.019711,0
0.002,0.026701,0.02
0.011,0.018225,0.02
0.017,0.017332,0.02
0.025,0.02499,0.02
0.032,0.016631,0.02
0.04,0.020344,0.02
0.046,0.023635,0.02
0.055,0.016355,0.02
0.061,0.065054,0.02
0.07,0.014807,0.02
0.076,0.065893,0.02
0.085,0.070344,0.02
0.091,0.07298,0.02
0.101,0.018655,0.02
0.107,0.044884,0.02
0.116,0.043595,0.02
0.122,0.04036,0.02
0.132,0.035204,0.02
0.138,0.02897,0.02
0.147,0.04738,0.02
0.153,0.045114,0.02
0.162,0.030713,0.02
0.168,0.026355,0.02
0.177,0.035013,0.02
0.183,0.026805,0.02
0.191,0.039326,0.02
0.198,0.029734,0.02
0.206,0.028983,0.02
0.213,0.045558,0.02
0.221,0.022702,0.02
0.227,0.03346,0.02
0.236,0.036664,0.02
0.242,0.030513,0.02
0.251,0.034327,0.02
0.257,0.023396,0.02
0.267,0.025274,0.02
0.273,0.029035,0.02
0.282,0.031135,0.02
0.288,0.037379,0.02
0.297,0.037104,0.02
0.303,0.024557,0.02
0.313,0.036794,0.02
0.319,0.027965,0.02
0.328,0.02597,0.02
0.334,0.028101,0.02
0.343,0.032689,0.02
0.349,0.040417,0.02
0.358,0.029613,0.02
0.365,0.025667,0.02
0.373,0.037651,0.02
0.379,0.027885,0.02
0.388,0.02621,0.02
0.394,0.03414,0.02
0.403,0.026833,0.02
0.409,0.044495,0.02
0.418,0.02944,0.02
0.424,0.024055,0.02
0.433,0.040531,0.02
0.438,0.026121,0.02
0.449,0.023552,0.02
0.477,0.02288,0.02
0.483,0.026363,0.02
0.493,0.043397,0.02
0.499,0.020115,0.02
0.507,0.024104,0.02
0.514,0.034897,0.02
0.522,0.023893,0.02
0.528,0.037233,0.02
0.538,0.0356,0.02
0.549,0.020643,0.02
0.56,0.024908,0.02
0.571,0.025846,0.02
0.598,0.020069,0.02
0.603,0.018368,0.02
0.613,0.048708,0.02
0.624,0.020827,0.02
0.635,0.045704,0.02
0.646,0.022294,0.02
0.658,0.037606,0.02
0.668,0.025508,0.02
0.674,0.031477,0.02
0.684,0.020306,0.02
0.69,0.050038,0.02
0.699,0.026695,0.02
0.705,0.023931,0.02
0.715,0.040768,0.02
0.721,0.022058,0.02
0.73,0.04968,0.02
0.742,0.023337,0.02
0.749,0.042316,0.02
0.76,0.031773,0.02
0.771,0.037009,0.02
0.783,0.019145,0.02
0.793,0.045955,0.02
0.799,0.023722,0.02
0.808,0.019156,0.02
0.815,0.028815,0.02
0.823,0.022941,0.02
0.829,0.046068,0.02
0.838,0.029272,0.02
0.844,0.020026,0.02
0.853,0.040301,0.02
0.859,0.022265,0.02
0.868,0.028705,0.02
0.874,0.033328,0.02
0.884,0.024457,0.02
0.89,0.045474,0.02
0.9,0.026255,0.02
0.906,0.026961,0.02
0.915,0.042962,0.02
0.921,0.021552,0.02
0.93,0.036911,0.02
0.936,0.023149,0.02
0.946,0.022032,0.02
0.952,0.030854,0.02
0.961,0.023029,0.02
0.967,0.034139,0.02
0.975,0.028236,0.02
0.982,0.024091,0.02
0.991,0.043714,0.02
1.003,0.020352,0.02
1.009,0.047609,0.02
1.021,0.024225,0.02
1.033,0.033879,0.02
1.042,0.023838,0.02
1.049,0.049928,0.02
1.057,0.025937,0.02
1.064,0.019364,0.02
1.072,0.036664,0.02
1.078,0.020524,0.02
1.087,0.018973,0.02
1.093,0.03372,0.02
1.102,0.020868,0.02
1.108,0.032031,0.02
1.117,0.028707,0.02
1.123,0.01933,0.02
1.133,0.044459,0.02
1.139,0.021257,0.02
1.149,0.023142,0.02
1.155,0.024419,0.02
1.164,0.019678,0.02
1.17,0.03799,0.02
1.179,0.023932,0.02
1.185,0.027029,0.02
1.193,0.042006,0.02
1.199,0.020421,0.02
1.208,0.023866,0.02
1.215,0.031664,0.02
1.223,0.020276,0.02
1.229,0.037417,0.02
1.238,0.02627,0.02
1.244,0.021966,0.02
1.253,0.048124,0.02
1.259,0.019818,0.02
1.268,0.019881,0.02
1.274,0.030148,0.02
1.284,0.023169,0.02
1.29,0.050851,0.02
1.299,0.018229,0.02
1.305,0.020027,0.02
1.314,0.046496,0.02
1.32,0.021807,0.02
1.329,0.02522,0.02
1.335,0.025436,0.02
1.344,0.020066,0.02
1.35,0.045061,0.02
1.359,0.025938,0.02
1.366,0.023562,0.02
1.374,0.035911,0.02
1.38,0.02348,0.02
1.389,0.026284,0.02
1.396,0.027657,0.02
1.404,0.022091,0.02
1.41,0.039804,0.02
1.419,0.023614,0.02
1.425,0.021532,0.02
1.434,0.04402,0.02
1.44,0.020453,0.02
1.449,0.025877,0.02
1.455,0.023995,0.02
1.466,0.022357,0.02
1.472,0.038101,0.02
1.482,0.018156,0.02
1.488,0.045522,0.02
1.498,0.033515,0.02
1.504,0.019523,0.02
1.514,0.043354,0.02
1.52,0.021826,0.02
1.529,0.029892,0.02
1.534,0.023997,0.02
1.544,0.020961,0.02
1.573,0.037349,0.02
1.578,0.024404,0.02
1.588,0.031754,0.02
1.595,0.028475,0.02
1.603,0.022048,0.02
1.609,0.035704,0.02
1.618,0.026349,0.02
1.624,0.022238,0.02
1.633,0.050643,0.02
1.639,0.023782,0.02
1.648,0.02462,0.02
1.654,0.026463,0.02
1.663,0.023289,0.02
1.669,0.049855,0.02
1.678,0.023746,0.02
1.684,0.020416,0.02
1.693,0.044165,0.02
1.699,0.020824,0.02
1.708,0.021772,0.02
1.714,0.026246,0.02
1.723,0.023277,0.02
1.729,0.05414,0.02
1.738,0.028897,0.02
1.744,0.017195,0.02
1.753,0.039959,0.02
1.759,0.021506,0.02
1.768,0.025764,0.02
1.774,0.032497,0.02
1.784,0.024014,0.02
1.79,0.040122,0.02
1.799,0.025323,0.02
1.805,0.026205,0.02
1.814,0.037139,0.02
1.82,0.022957,0.02
1.829,0.026732,0.02
1.835,0.023877,0.02
1.844,0.023257,0.02
1.85,0.037204,0.02
1.859,0.024115,0.02
1.866,0.026716,0.02
1.874,0.028803,0.02
1.881,0.021435,0.02
1.889,0.036497,0.02
1.896,0.024124,0.02
1.904,0.021045,0.02
1.91,0.039544,0.02
1.919,0.021463,0.02
1.925,0.020227,0.02
1.934,0.041066,0.02
1.94,0.022193,0.02
1.95,0.030902,0.02
1.956,0.021182,0.02
1.965,0.017533,0.02
1.971,0.041899,0.02
1.98,0.021012,0.02
1.986,0.030387,0.02
1.995,0.034055,0.02
2.001,0.024307,0.02
2.009,0.048673,0.02
2.015,0.023665,0.02
2.024,0.022827,0.02
2.031,0.046141,0.02
2.039,0.025153,0.02
2.046,0.024481,0.02
2.054,0.024685,0.02
2.06,0.020727,0.02
2.069,0.024898,0.02
2.075,0.024613,0.02
2.084,0.018995,0.02
2.09,0.043494,0.02
2.1,0.019843,0.02
2.106,0.031994,0.02
2.115,0.023873,0.02
2.121,0.024217,0.02
2.129,0.036031,0.02
2.135,0.023453,0.02
2.144,0.02085,0.02
2.15,0.042992,0.02
2.159,0.02588,0.02
2.165,0.024189,0.02
2.174,0.041084,0.02
2.18,0.02539,0.02
2.189,0.023434,0.02
2.195,0.020181,0.02
2.204,0.022302,0.02
2.211,0.043203,0.02
2.219,0.023914,0.02
2.225,0.025199,0.02
2.234,0.039318,0.02
2.24,0.020288,0.02
2.25,0.036953,0.02
2.256,0.020051,0.02
2.265,0.019221,0.02
2.271,0.045835,0.02
2.28,0.018447,0.02
2.286,0.032714,0.02
2.295,0.040898,0.02
2.301,0.021077,0.02
2.311,0.0337,0.02
2.317,0.020497,0.02
2.326,0.019512,0.02
2.332,0.034577,0.02
2.34,0.021957,0.02
2.346,0.031177,0.02
2.355,0.035087,0.02
2.361,0.025491,0.02
2.37,0.02925,0.02
2.376,0.020932,0.02
2.385,0.021581,0.02
2.391,0.042507,0.02
2.4,0.020711,0.02
2.406,0.029618,0.02
2.416,0.038726,0.02
2.422,0.023819,0.02
2.431,0.035196,0.02
2.437,0.020137,0.02
2.446,0.035321,0.02
2.452,0.040288,0.02
2.461,0.019464,0.02
2.467,0.031368,0.02
2.476,0.036278,0.02
2.482,0.018707,0.02
2.491,0.0408,0.02
2.497,0.023065,0.02
2.506,0.019177,0.02
2.512,0.035699,0.02
2.521,0.023477,0.02
2.551,0.038332,0.02
2.556,0.0218,0.02
2.567,0.019629,0.02
2.573,0.03121,0.02
2.583,0.026179,0.02
2.589,0.037563,0.02
2.599,0.02596,0.02
2.605,0.023633,0.02
2.614,0.043133,0.02
2.62,0.023016,0.02
2.63,0.03147,0.02
2.641,0.020441,0.02
2.672,0.040605,0.02
2.678,0.02156,0.02
2.687,0.019803,0.02
2.693,0.041635,0.02
2.702,0.023448,0.02
2.708,0.037254,0.02
2.717,0.02748,0.02
2.723,0.019905,0.02
2.733,0.047898,0.02
2.739,0.023814,0.02
2.749,0.026193,0.02
2.755,0.022255,0.02
2.764,0.023625,0.02
2.77,0.044913,0.02
2.779,0.020981,0.02
2.785,0.022419,0.02
2.794,0.043979,0.02
2.8,0.021469,0.02
2.809,0.031092,0.02
2.815,0.024468,0.02
2.824,0.021436,0.02
2.831,0.044631,0.02
2.84,0.022874,0.02
2.846,0.033706,0.02
2.854,0.023271,0.02
2.861,0.02308,0.02
2.869,0.033549,0.02
2.875,0.022945,0.02
2.884,0.019129,0.02
2.89,0.04211,0.02
2.899,0.021214,0.02
2.905,0.024371,0.02
2.915,0.045391,0.02
2.921,0.019859,0.02
2.93,0.041912,0.02
2.936,0.020477,0.02
2.946,0.020894,0.02
2.952,0.038251,0.02
2.961,0.021074,0.02
2.967,0.030402,0.02
2.976,0.031963,0.02
2.982,0.023299,0.02
2.99,0.043044,0.02
2.997,0.018931,0.02
3.006,0.033115,0
3.013,0.036169,0
3.022,0.01844,0
3.029,0.042679,0
3.038,0.017635,0
3.05,0.027418,0
3.056,0.027669,0
3.068,0.023736,0
3.08,0.013656,0
3.091,0.02707,0
3.104,0.059225,0
3.111,0.020526,0
3.122,0.022783,0
3.134,0.016058,0
3.146,0.035008,0
3.157,0.008757,0
3.169,0.01615,0
3.175,0.007895,0
3.187,0.028832,0
3.194,0.004061,0
3.203,0.030156,0
3.21,0.015198,0
3.218,0.04063,0
3.224,0.009746,0
3.234,0.017627,0
3.24,0.038943,0
3.25,0.002436,0
3.256,0.031382,0
3.266,0.023245,0
3.272,0.005526,0
3.282,0.035702,0
3.288,0.014777,0
3.298,0.003519,0
3.304,0.0128,0
3.314,0.016575,0
3.32,0.032449,0
3.329,0.007883,0
3.335,0.012664,0
3.345,0.033492,0
3.351,0.009357,0
3.36,0.033555,0
3.366,0.008327,0
3.375,0.01358,0
3.382,0.030661,0
3.391,0.012425,0
3.403,0.04041,0
3.41,0.014173,0
3.421,0.024267,0
3.433,0.009475,0
3.444,0.03226,0
3.45,0.011122,0
3.459,0.038542,0
3.465,0.003833,0
3.474,0.018408,0
3.48,0.033217,0
3.489,0.011608,0
3.495,0.018974,0
3.504,0.028367,0
3.51,0.006543,0
3.519,0.026015,0
3.525,0.005847,0
3.534,0.004758,0
3.54,0.032599,0
3.551,0.003473,0
3.563,0.021712,0
3.574,0.016841,0
3.585,0.02898,0
3.592,0.010244,0
3.601,0.024191,0
3.607,0.012358,0
3.617,0.020901,0
3.645,0.010613,0
3.65,0.016058,0
3.662,0.031974,0
3.669,0.01474,0
3.677,0.032416,0
3.683,0.017986,0
3.692,0.017674,0
3.698,0.03243,0
3.707,0.007193,0
3.713,0.003279,0
3.723,0.037265,0
3.734,0.016537,0
3.745,0.032615,0
3.756,0.016777,0
3.768,0.023584,0
3.779,0.005658,0
3.785,0.007379,0
3.795,0.014476,0
3.801,0.028426,0
3.811,0.006968,0
3.817,0.018872,0
3.827,0.024013,0
3.833,0.004608,0
3.842,0.019835,0
3.849,0.019643,0
3.858,0.03433,0
3.865,0.010408,0
3.874,0.005656,0
3.887,0.034158,0
3.894,0.00405,0
3.905,0.028303,0
3.917,0.010635,0
3.929,0.022702,0
3.939,0.009537,0
3.946,0.006796,0
3.955,0.014715,0
3.967,0.027825,0
3.973,0.003608,0
3.986,0.032607,0
3.993,0.009748,0
4.002,0.027091,0
4.009,0.018041,0
4.018,0.032293,0
4.024,0.010163,0
4.034,0.010834,0
4.04,0.031426,0
4.05,0.011661,0
4.056,0.019525,0
4.066,0.022147,0
4.072,0.001877,0
4.081,0.0378,0
4.087,0.005942,0
4.096,0.011618,0
4.102,0.018576,0
4.111,0.0197,0
4.117,0.019757,0
4.126,0.025345,0
4.132,0.0044,0
4.141,0.031794,0
4.148,0.019819,0
4.156,0.023172,0
4.162,0.027087,0
4.171,0.015333,0
4.177,0.017466,0
4.186,0.022766,0
4.192,0.006573,0
4.201,0.030447,0
4.207,0.006044,0
4.217,0.006102,0
4.223,0.024534,0
4.232,0.018842,0
4.238,0.029409,0
4.247,0.008282,0
4.253,0.006561,0
4.263,0.031785,0
4.269,0.01812,0
4.278,0.004541,0
4.284,0.007156,0
4.293,0.012002,0
4.299,0.034274,0
4.307,0.021018,0
4.314,0.003079,0
4.322,0.034519,0
4.328,0.014081,0
4.337,0.0041,0
4.343,0.02227,0
4.352,0.018687,0
4.358,0.029933,0
4.367,0.010691,0
4.373,0.007327,0
4.383,0.0305,0
4.389,0.015582,0
4.399,0.004619,0
4.405,0.00584,0
4.414,0.006066,0
4.42,0.031313,0
4.429,0.016328,0
4.435,0.009293,0
4.443,0.019068,0
4.449,0.019831,0
4.458,0.017899,0
4.465,0.00287,0
4.473,0.023254,0
4.479,0.029933,0
4.488,0.011636,0
4.494,0.003002,0
4.503,0.029304,0
4.51,0.01575,0
4.518,0.025758,0
4.524,0.017957,0
4.533,0.016296,0
4.539,0.032548,0
4.549,0.007782,0
4.555,0.012623,0
4.565,0.031315,0
4.571,0.014056,0
4.581,0.016037,0
4.586,0.007232,0
4.596,0.009331,0
4.626,0.00532,0
4.632,0.004304,0
4.641,0.028612,0
4.648,0.017499,0
4.657,0.004843,0
4.664,0.007177,0
4.671,0.014207,0
4.682,0.023678,0
4.693,0.022576,0
4.704,0.030606,0
4.716,0.017452,0
4.742,0.021707,0
4.748,0.019436,0
4.757,0.003867,0
4.764,0.010185,0
4.773,0.006065,0
4.779,0.031655,0
4.787,0.020361,0
4.793,0.003522,0
4.802,0.031821,0
4.808,0.017384,0
4.817,0.00551,0
4.823,0.01603,0
4.833,0.023556,0
4.839,0.035352,0
4.848,0.001613,0
4.854,0.006728,0
4.863,0.021614,0
4.869,0.014395,0
4.877,0.011195,0
4.883,0.019176,0
4.892,0.023514,0
4.898,0.037231,0
4.907,0.012876,0
4.914,0.002193,0
4.922,0.032634,0
4.928,0.020343,0
4.937,0.004251,0
4.943,0.019144,0
4.952,0.01832,0
4.958,0.025068,0
4.967,0.00846,0
4.973,0.008232,0
4.983,0.029211,0
4.989,0.012309,0
4.998,0.019985,0
5.004,0.006205,0
5.013,0.014964,0
5.019,0.029374,0
5.029,0.004399,0
5.035,0.020043,0
5.044,0.034392,0
5.05,0.018644,0
5.058,0.022301,0
5.065,0.004931,0
5.073,0.003175,0
5.079,0.031301,0
5.088,0.004594,0
5.094,0.005477,0
5.103,0.031218,0
5.109,0.019352,0
5.118,0.013072,0
5.124,0.010445,0
5.134,0.018135,0
5.14,0.041202,0
5.149,0.010397,0
5.155,0.010506,0
5.165,0.03121,0
5.171,0.013084,0
5.18,0.036656,0
5.186,0.005568,0
5.195,0.017453,0
5.201,0.026103,0
5.209,0.007089,0
5.215,0.015115,0
5.224,0.031256,0
5.23,0.014486,0
5.24,0.021932,0
5.252,0.004584,0
5.258,0.034471,0
5.27,0.014337,0
5.281,0.019067,0
5.291,0.010462,0
5.298,0.031427,0
5.306,0.005348,0
5.312,0.010011,0
5.321,0.033576,0
5.327,0.009232,0
5.336,0.004788,0
5.342,0.020148,0
5.351,0.024453,0
5.357,0.020516,0
5.367,0.022709,0
5.373,0.007127,0
5.382,0.035151,0
5.388,0.014842,0
5.396,0.005371,0
5.402,0.024363,0
5.411,0.0148,0
5.417,0.028894,0
5.426,0.021123,0
5.432,0.015769,0
5.441,0.03432,0
5.447,0.020974,0
5.456,0.005812,0
5.462,0.022216,0
5.471,0.007471,0
5.477,0.019176,0
5.486,0.017546,0
5.492,0.006697,0
5.501,0.037241,0
5.507,0.010998,0
5.517,0.003768,0
5.523,0.017167,0
5.531,0.00791,0
5.538,0.031791,0
5.548,0.010586,0
5.56,0.006287,0
5.566,0.005825,0
5.577,0.005743,0
5.583,0.014969,0
5.594,0.014286,0
5.604,0.034182,0
5.616,0.013144,0
5.622,0.025672,0
5.632,0.019876,0
5.638,0.036255,0
5.648,0.009478,0
5.654,0.007882,0
5.663,0.034146,0
5.669,0.01292,0
5.679,0.007137,0
5.69,0.006378,0
5.72,0.026497,0
5.725,0.007734,0
5.735,0.006476,0
5.741,0.029869,0
5.751,0.014086,0
5.757,0.034609,0
5.767,0.010078,0
5.773,0.007127,0
5.783,0.030732,0
5.788,0.020926,0
5.799,0.006606,0
5.809,0.002902,0
5.84,0.025704,0
5.846,0.005131,0
5.854,0.005979,0
5.86,0.035372,0
5.869,0.004156,0
5.875,0.016085,0
5.884,0.031883,0
5.89,0.020504,0
5.899,0.019729,0
5.905,0.005984,0
5.915,0.019004,0
5.921,0.026152,0
5.929,0.017289,0
5.935,0.025526,0
5.944,0.028332,0
5.95,0.012063,0
5.96,0.020879,0
5.966,0.005352,0
5.975,0.008142,0
5.987,0.017874,0
5.994,0.003931,0
0.005,0.034525,0.02
0.012,0.015041,0.02
0.02,0.023556,0.02
