# Material: Ecoflex 30
# Mullin's Effect: Removed at 40KPa
# Test sample: 1 (8x8w7mm_7 chambers with extra wall length at one end to clamp the sample)
# Time (s), Force (N), Pressure (N/mm2) 
3.153,0.009997,0
3.162,0.019204,0
3.168,0.023803,0
3.176,0.007343,0
3.182,0.056544,0
3.191,0.040693,0
3.198,0.021819,0
3.206,0.038433,0
3.212,0.006597,0
3.221,0.016156,0
3.227,0.039118,0
3.236,0.003965,0
3.242,0.05435,0
3.251,0.024149,0
3.257,0.010501,0
3.267,0.046731,0
3.273,0.006312,0
3.282,0.022654,0
3.288,0.029201,0
3.297,0.008219,0
3.303,0.048573,0
3.312,0.023855,0
3.318,0.019448,0
3.327,0.056343,0
3.333,0.004383,0
3.342,0.022789,0
3.349,0.027906,0
3.357,0.005783,0
3.364,0.0535,0
3.372,0.004002,0
3.378,0.020659,0
3.387,0.047241,0
3.393,0.008753,0
3.402,0.021748,0
3.408,0.02593,0
3.417,0.004047,0
3.423,0.049239,0
3.433,0.021914,0
3.439,0.039298,0
3.449,0.038547,0
3.455,0.006792,0
3.464,0.045501,0
3.47,0.010792,0
3.481,0.003065,0
3.491,0.039606,0
3.522,0.043315,0
3.528,0.032224,0
3.537,0.006737,0
3.543,0.046222,0
3.552,0.021455,0
3.558,0.021464,0
3.567,0.047283,0
3.573,0.00719,0
3.583,0.032314,0
3.589,0.0195,0
3.599,0.006319,0
3.605,0.047758,0
3.615,0.004953,0
3.644,0.047462,0
3.649,0.008517,0
3.659,0.007454,0
3.665,0.040321,0
3.674,0.007005,0
3.68,0.036353,0
3.688,0.026237,0
3.695,0.006992,0
3.703,0.049993,0
3.709,0.025626,0
3.719,0.008955,0
3.73,0.044305,0
3.76,0.033331,0
3.765,0.031626,0
3.774,0.014951,0
3.781,0.036526,0
3.789,0.006421,0
3.795,0.006469,0
3.804,0.03572,0
3.81,0.011795,0
3.819,0.010119,0
3.824,0.04412,0
3.834,0.013411,0
3.84,0.035971,0
3.849,0.024125,0
3.855,0.005765,0
3.865,0.032233,0
3.871,0.00883,0
3.88,0.042345,0
3.886,0.036762,0
3.895,0.005479,0
3.901,0.033623,0
3.909,0.041856,0
3.915,0.010104,0
3.924,0.036997,0
3.93,0.011866,0
3.939,0.008735,0
3.945,0.038457,0
3.954,0.013524,0
3.961,0.038203,0
3.969,0.033618,0
3.975,0.006961,0
3.984,0.04825,0
3.99,0.009573,0
4,0.015741,0
4.006,0.036516,0
4.016,0.009498,0
4.022,0.051568,0
4.032,0.028782,0
4.038,0.018867,0
4.047,0.040423,0
4.053,0.009028,0
4.062,0.021462,0
4.068,0.020849,0
4.077,0.009299,0
4.083,0.049288,0
4.092,0.02802,0
4.098,0.020056,0
4.107,0.050452,0
4.114,0.009557,0
4.122,0.035684,0
4.129,0.025015,0
4.137,0.007324,0
4.143,0.047075,0
4.152,0.021645,0
4.158,0.018736,0
4.167,0.053956,0
4.173,0.00603,0
4.183,0.026814,0
4.189,0.019023,0
4.198,0.022401,0
4.204,0.04654,0
4.213,0.011009,0
4.219,0.028975,0
4.229,0.042865,0
4.235,0.006511,0
4.244,0.036655,0
4.25,0.01471,0
4.258,0.009154,0
4.265,0.047053,0
4.273,0.015369,0
4.279,0.026051,0
4.288,0.043221,0
4.294,0.011295,0
4.303,0.038871,0
4.31,0.023864,0
4.318,0.024975,0
4.324,0.046052,0
4.334,0.013664,0
4.34,0.035486,0
4.349,0.030389,0
4.355,0.008344,0
4.365,0.035402,0
4.371,0.007825,0
4.38,0.040662,0
4.386,0.036845,0
4.395,0.009718,0
4.401,0.039777,0
4.41,0.012415,0
4.417,0.006714,0
4.424,0.049386,0
4.435,0.015812,0
4.446,0.036118,0
4.456,0.013601,0
4.467,0.055337,0
4.479,0.010515,0
4.489,0.040418,0
4.495,0.009739,0
4.504,0.039054,0
4.51,0.016676,0
4.519,0.01379,0
4.524,0.039156,0
4.534,0.009299,0
4.54,0.038741,0
4.57,0.014568,0
4.575,0.016019,0
4.585,0.052126,0
4.591,0.008001,0
4.603,0.011519,0
4.616,0.014899,0
4.622,0.050879,0
4.635,0.027604,0
4.641,0.041503,0
4.651,0.032814,0
4.666,0.037522,0
4.69,0.012432,0
4.696,0.0082,0
4.706,0.041234,0
4.713,0.008073,0
4.722,0.048109,0
4.729,0.021984,0
4.738,0.020527,0
4.745,0.05318,0
4.755,0.009962,0
4.761,0.044895,0
4.769,0.0136,0
4.775,0.008491,0
4.785,0.044242,0
4.812,0.013133,0
4.818,0.018039,0
4.828,0.049085,0
4.834,0.009335,0
4.843,0.03725,0
4.849,0.01337,0
4.857,0.010142,0
4.864,0.046333,0
4.872,0.010401,0
4.879,0.020068,0
4.887,0.036494,0
4.894,0.009238,0
4.903,0.04697,0
4.909,0.022748,0
4.917,0.013468,0
4.923,0.044621,0
4.932,0.018087,0
4.938,0.020219,0
4.947,0.049638,0
4.953,0.011068,0
4.962,0.021026,0
4.968,0.024876,0
4.977,0.012756,0
4.983,0.050796,0
4.993,0.019757,0
4.999,0.035515,0
5.007,0.02793,0
5.013,0.009113,0
5.022,0.024579,0
5.029,0.023061,0
5.037,0.020239,0
5.044,0.042922,0
5.053,0.012185,0
5.059,0.0241,0
5.067,0.027823,0
5.073,0.010604,0
5.083,0.028788,0
5.089,0.017986,0
5.098,0.010559,0
5.104,0.049201,0
5.113,0.010275,0
5.119,0.035376,0
5.128,0.04827,0
5.134,0.009241,0
5.142,0.036252,0
5.148,0.023028,0
5.157,0.012088,0
5.164,0.045759,0
5.172,0.012789,0
5.179,0.023584,0
5.187,0.03679,0
5.193,0.010213,0
5.202,0.025077,0
5.208,0.026439,0
5.217,0.009148,0
5.223,0.050614,0
5.232,0.021087,0
5.238,0.020226,0
5.248,0.045757,0
5.254,0.010915,0
5.263,0.03962,0
5.269,0.012652,0
5.278,0.025104,0
5.284,0.04943,0
5.293,0.010207,0
5.299,0.035742,0
5.307,0.027357,0
5.314,0.012317,0
5.322,0.050127,0
5.329,0.027554,0
5.337,0.016645,0
5.343,0.043183,0
5.352,0.022292,0
5.358,0.02784,0
5.367,0.051136,0
5.373,0.007939,0
5.382,0.025935,0
5.388,0.023856,0
5.398,0.010353,0
5.404,0.042827,0
5.413,0.012585,0
5.419,0.033393,0
5.428,0.023941,0
5.434,0.010242,0
5.443,0.035561,0
5.449,0.013021,0
5.457,0.011076,0
5.464,0.046239,0
5.472,0.012869,0
5.479,0.020827,0
5.487,0.029331,0
5.493,0.011425,0
5.502,0.027718,0
5.508,0.023617,0
5.517,0.010556,0
5.523,0.043588,0
5.533,0.020378,0
5.539,0.034784,0
5.549,0.045918,0
5.555,0.00959,0
5.565,0.045314,0
5.57,0.01068,0
5.58,0.011699,0
5.591,0.043002,0
5.621,0.046285,0
5.627,0.036529,0
5.636,0.010201,0
5.642,0.049711,0
5.651,0.021624,0
5.657,0.01187,0
5.667,0.052777,0
5.673,0.01067,0
5.683,0.031948,0
5.688,0.011179,0
5.699,0.00858,0
5.709,0.041659,0
5.738,0.023601,0
5.743,0.056751,0
5.754,0.016953,0
5.76,0.039428,0
5.768,0.019646,0
5.774,0.010258,0
5.783,0.030374,0
5.788,0.01952,0
5.8,0.009223,0
5.806,0.044025,0
5.816,0.011267,0
5.821,0.040117,0
5.832,0.01405,0
5.86,0.036212,0
5.866,0.043279,0
5.874,0.009719,0
5.881,0.035563,0
5.889,0.013962,0
5.895,0.011591,0
5.904,0.03911,0
5.91,0.01776,0
5.919,0.009804,0
5.925,0.036264,0
5.934,0.013734,0
5.94,0.036237,0
5.95,0.044349,0
5.956,0.011107,0
5.965,0.045352,0
5.971,0.010826,0
5.98,0.012302,0
5.986,0.038981,0
5.995,0.011418,0
0.001,0.041708,0.035
0.012,0.037364,0.035
0.021,0.022021,0.035
0.027,0.031208,0.035
0.036,0.010188,0.035
0.042,0.055408,0.035
0.051,0.062898,0.035
0.057,0.062481,0.035
0.067,0.07202,0.035
0.072,0.073135,0.035
0.082,0.072032,0.035
0.088,0.083952,0.035
0.097,0.080848,0.035
0.103,0.068754,0.035
0.112,0.072286,0.035
0.118,0.079863,0.035
0.127,0.080781,0.035
0.133,0.048663,0.035
0.143,0.065646,0.035
0.149,0.073673,0.035
0.157,0.063529,0.035
0.164,0.10209,0.035
0.173,0.05777,0.035
0.179,0.086687,0.035
0.187,0.09269,0.035
0.193,0.053847,0.035
0.202,0.076779,0.035
0.208,0.07065,0.035
0.217,0.052476,0.035
0.223,0.098004,0.035
0.233,0.06777,0.035
0.239,0.07808,0.035
0.248,0.09068,0.035
0.254,0.049898,0.035
0.263,0.088465,0.035
0.269,0.056374,0.035
0.278,0.067999,0.035
0.284,0.090965,0.035
0.292,0.058872,0.035
0.298,0.070167,0.035
0.307,0.08742,0.035
0.314,0.054246,0.035
0.323,0.092835,0.035
0.335,0.057253,0.035
0.341,0.091467,0.035
0.353,0.073605,0.035
0.364,0.081999,0.035
0.374,0.057151,0.035
0.385,0.080226,0.035
0.396,0.056438,0.035
0.406,0.099173,0.035
0.417,0.045478,0.035
0.429,0.092902,0.035
0.44,0.046697,0.035
0.452,0.083535,0.035
0.458,0.067052,0.035
0.469,0.09462,0.035
0.481,0.054928,0.035
0.492,0.069333,0.035
0.503,0.069769,0.035
0.514,0.057655,0.035
0.524,0.083383,0.035
0.531,0.059171,0.035
0.539,0.084089,0.035
0.545,0.084794,0.035
0.554,0.059741,0.035
0.56,0.084644,0.035
0.569,0.084123,0.035
0.575,0.055924,0.035
0.584,0.10125,0.035
0.59,0.058854,0.035
0.6,0.062118,0.035
0.605,0.088787,0.035
0.615,0.053464,0.035
0.627,0.092931,0.035
0.637,0.0462,0.035
0.652,0.078596,0.035
0.678,0.065274,0.035
0.683,0.095698,0.035
0.693,0.060444,0.035
0.699,0.084773,0.035
0.708,0.08252,0.035
0.714,0.057749,0.035
0.723,0.080494,0.035
0.73,0.061883,0.035
0.738,0.07893,0.035
0.744,0.093262,0.035
0.753,0.060606,0.035
0.759,0.082173,0.035
0.768,0.087553,0.035
0.798,0.067041,0.035
0.803,0.087607,0.035
0.813,0.058984,0.035
0.819,0.084005,0.035
0.828,0.085512,0.035
0.834,0.050426,0.035
0.845,0.076608,0.035
0.855,0.048505,0.035
0.861,0.090775,0.035
0.87,0.077413,0.035
0.876,0.056708,0.035
0.885,0.090147,0.035
0.914,0.050794,0.035
0.92,0.082497,0.035
0.929,0.073468,0.035
0.935,0.056841,0.035
0.945,0.083301,0.035
0.951,0.049223,0.035
0.959,0.062042,0.035
0.965,0.088786,0.035
0.974,0.059551,0.035
0.981,0.085645,0.035
0.989,0.084813,0.035
0.995,0.052655,0.035
1.004,0.083138,0.035
1.01,0.060467,0.035
1.019,0.054949,0.035
1.025,0.089263,0.035
1.034,0.046124,0.035
1.04,0.075297,0.035
1.049,0.086597,0.035
1.055,0.048554,0.035
1.065,0.078969,0.035
1.071,0.046873,0.035
1.08,0.054918,0.035
1.086,0.089186,0.035
1.095,0.047527,0.035
1.101,0.094259,0.035
1.109,0.07931,0.035
1.115,0.050617,0.035
1.124,0.085787,0.035
1.131,0.057074,0.035
1.139,0.060972,0.035
1.145,0.085208,0.035
1.154,0.055684,0.035
1.16,0.079849,0.035
1.169,0.084368,0.035
1.175,0.050384,0.035
1.184,0.098483,0.035
1.19,0.061696,0.035
1.199,0.053325,0.035
1.205,0.088745,0.035
1.215,0.062021,0.035
1.221,0.08592,0.035
1.23,0.059572,0.035
1.236,0.053683,0.035
1.245,0.094718,0.035
1.251,0.048444,0.035
1.259,0.06225,0.035
1.265,0.088425,0.035
1.274,0.054483,0.035
1.281,0.08351,0.035
1.289,0.059751,0.035
1.295,0.052805,0.035
1.304,0.091322,0.035
1.31,0.059638,0.035
1.319,0.055392,0.035
1.326,0.096885,0.035
1.334,0.05247,0.035
1.34,0.083068,0.035
1.349,0.082314,0.035
1.355,0.058332,0.035
1.365,0.086689,0.035
1.371,0.048041,0.035
1.38,0.084141,0.035
1.386,0.087306,0.035
1.395,0.047981,0.035
1.401,0.095689,0.035
1.409,0.058225,0.035
1.415,0.054508,0.035
1.424,0.086051,0.035
1.43,0.060196,0.035
1.439,0.059857,0.035
1.445,0.091755,0.035
1.454,0.056333,0.035
1.46,0.083184,0.035
1.469,0.089817,0.035
1.475,0.054134,0.035
1.484,0.093622,0.035
1.49,0.060209,0.035
1.499,0.055914,0.035
1.505,0.090947,0.035
1.515,0.057563,0.035
1.521,0.10042,0.035
1.529,0.083312,0.035
1.535,0.056303,0.035
1.544,0.08621,0.035
1.55,0.060081,0.035
1.56,0.060673,0.035
1.566,0.09521,0.035
1.574,0.051445,0.035
1.581,0.088568,0.035
1.589,0.088448,0.035
1.595,0.066335,0.035
1.604,0.097259,0.035
1.61,0.074985,0.035
1.619,0.062369,0.035
1.625,0.098191,0.035
1.634,0.063699,0.035
1.64,0.091168,0.035
1.65,0.089889,0.035
1.656,0.067163,0.035
1.665,0.10001,0.035
1.67,0.05817,0.035
1.682,0.068745,0.035
1.692,0.084788,0.035
1.698,0.093338,0.035
1.727,0.094916,0.035
1.732,0.056952,0.035
1.742,0.097749,0.035
1.748,0.086527,0.035
1.757,0.061893,0.035
1.764,0.10371,0.035
1.772,0.063243,0.035
1.778,0.081492,0.035
1.788,0.10622,0.035
1.8,0.059428,0.035
1.811,0.096228,0.035
1.822,0.095604,0.035
1.849,0.081448,0.035
1.854,0.071719,0.035
1.864,0.097102,0.035
1.87,0.072709,0.035
1.88,0.071359,0.035
1.885,0.096855,0.035
1.895,0.063355,0.035
1.901,0.094482,0.035
1.911,0.088221,0.035
1.916,0.078493,0.035
1.925,0.10819,0.035
1.931,0.065918,0.035
1.94,0.090302,0.035
1.968,0.081923,0.035
1.974,0.061541,0.035
1.984,0.089297,0.035
1.99,0.068599,0.035
1.999,0.091232,0.035
2.005,0.10211,0.035
2.015,0.066697,0.035
2.021,0.10557,0.035
2.029,0.088235,0.035
2.035,0.068262,0.035
2.045,0.097757,0.035
2.051,0.065143,0.035
2.06,0.074799,0.035
2.066,0.099108,0.035
2.074,0.058225,0.035
2.08,0.09595,0.035
2.089,0.095018,0.035
2.095,0.063405,0.035
2.104,0.10795,0.035
2.11,0.065134,0.035
2.119,0.061266,0.035
2.124,0.098633,0.035
2.135,0.070458,0.035
2.141,0.1019,0.035
2.15,0.074458,0.035
2.156,0.063222,0.035
2.166,0.10397,0.035
2.172,0.055152,0.035
2.181,0.078891,0.035
2.187,0.083179,0.035
2.196,0.059153,0.035
2.202,0.10303,0.035
2.211,0.065678,0.035
2.217,0.079339,0.035
2.225,0.10117,0.035
2.231,0.060116,0.035
2.24,0.072653,0.035
2.247,0.088052,0.035
2.255,0.066508,0.035
2.262,0.099411,0.035
2.27,0.070614,0.035
2.276,0.062995,0.035
2.285,0.10158,0.035
2.291,0.060865,0.035
2.3,0.080891,0.035
2.306,0.096533,0.035
2.316,0.055622,0.035
2.322,0.10188,0.035
2.331,0.078902,0.035
2.337,0.072287,0.035
2.346,0.10729,0.035
2.352,0.060203,0.035
2.361,0.076199,0.035
2.367,0.087002,0.035
2.376,0.060416,0.035
2.382,0.10961,0.035
2.391,0.077297,0.035
2.403,0.077932,0.035
2.409,0.069746,0.035
2.42,0.06074,0.035
2.432,0.095225,0.035
2.443,0.079794,0.035
2.454,0.06536,0.035
2.466,0.08869,0.035
2.475,0.057023,0.035
2.481,0.10421,0.035
2.49,0.088352,0.035
2.497,0.075038,0.035
2.505,0.087291,0.035
2.512,0.059372,0.035
2.52,0.078411,0.035
2.526,0.10009,0.035
2.535,0.055464,0.035
2.541,0.099981,0.035
2.55,0.080433,0.035
2.556,0.062565,0.035
2.566,0.10167,0.035
2.571,0.059924,0.035
2.582,0.072428,0.035
2.592,0.080714,0.035
2.598,0.079772,0.035
2.607,0.098667,0.035
2.614,0.056436,0.035
2.622,0.087618,0.035
2.628,0.084686,0.035
2.637,0.060135,0.035
2.643,0.10259,0.035
2.652,0.068227,0.035
2.658,0.082967,0.035
2.667,0.097847,0.035
2.672,0.058056,0.035
2.683,0.089604,0.035
2.689,0.063396,0.035
2.699,0.072905,0.035
2.705,0.091143,0.035
2.715,0.055244,0.035
2.721,0.10596,0.035
2.73,0.08364,0.035
2.736,0.063721,0.035
2.746,0.10607,0.035
2.757,0.060227,0.035
2.789,0.06981,0.035
2.795,0.066266,0.035
2.804,0.10388,0.035
2.811,0.070254,0.035
2.819,0.086008,0.035
2.825,0.095632,0.035
2.834,0.065976,0.035
2.839,0.092279,0.035
2.85,0.091941,0.035
2.861,0.072275,0.035
2.872,0.083555,0.035
2.884,0.1059,0.035
2.912,0.059447,0.035
2.917,0.078631,0.035
2.928,0.098916,0.035
2.934,0.064815,0.035
2.944,0.085146,0.035
2.95,0.070724,0.035
2.959,0.061931,0.035
2.965,0.096575,0.035
2.974,0.064975,0.035
2.98,0.10307,0.035
2.989,0.098804,0.035
2.995,0.064215,0.035
3.004,0.1026,0
3.031,0.058985,0
3.036,0.075578,0
3.046,0.10876,0
3.057,0.057692,0
3.068,0.10477,0
3.079,0.051708,0
3.089,0.057164,0
3.095,0.052718,0
3.104,0.06807,0
3.11,0.045013,0
3.119,0.034109,0
3.125,0.018573,0
3.134,0.040124,0
3.14,0.0386,0
3.15,0.025356,0
3.156,0.018118,0
3.165,0.053902,0
3.171,0.036076,0
3.18,0.049682,0
3.186,0.05103,0
3.195,0.009462,0
3.201,0.046441,0
3.21,0.029083,0
3.216,0.013423,0
3.224,0.067066,0
3.231,0.020035,0
3.239,0.024459,0
3.245,0.036023,0
3.254,0.00944,0
3.26,0.036873,0
3.269,0.04683,0
3.275,0.019551,0
3.284,0.058514,0
3.29,0.015486,0
3.3,0.014376,0
3.306,0.041859,0
3.315,0.0098,0
3.321,0.046126,0
3.331,0.039224,0
3.337,0.030216,0
3.345,0.056046,0
3.351,0.00618,0
3.362,0.020316,0
3.372,0.03063,0
3.384,0.026949,0
3.395,0.016247,0
3.405,0.052756,0
3.412,0.009047,0
3.421,0.030169,0
3.427,0.032934,0
3.435,0.005208,0
3.441,0.048848,0
3.45,0.031522,0
3.456,0.013712,0
3.466,0.055021,0
3.472,0.005723,0
3.48,0.024208,0
3.486,0.037346,0
3.495,0.00764,0
3.501,0.051291,0
3.51,0.033799,0
3.516,0.017709,0
3.525,0.054293,0
3.531,0.007021,0
3.54,0.016492,0
3.547,0.031735,0
3.555,0.007863,0
3.561,0.04876,0
3.57,0.025288,0
3.576,0.017139,0
3.585,0.052693,0
3.59,0.007478,0
3.6,0.019276,0
3.606,0.039102,0
3.616,0.009278,0
3.622,0.054385,0
3.631,0.010174,0
3.637,0.023292,0
3.646,0.049868,0
3.652,0.009725,0
3.662,0.028376,0
3.668,0.024119,0
3.677,0.010796,0
3.683,0.049045,0
3.692,0.012907,0
3.698,0.031166,0
3.707,0.053514,0
3.714,0.011701,0
3.722,0.039726,0
3.728,0.027514,0
3.737,0.011615,0
3.743,0.052644,0
3.752,0.012065,0
3.758,0.035824,0
3.767,0.046693,0
3.772,0.010065,0
3.782,0.028615,0
3.793,0.026452,0
3.804,0.044105,0
3.815,0.015366,0
3.845,0.046553,0
3.85,0.013682,0
3.861,0.026727,0
3.867,0.027585,0
3.876,0.01067,0
3.882,0.052433,0
3.89,0.014416,0
3.896,0.022846,0
3.905,0.053858,0
3.912,0.008913,0
3.92,0.046189,0
3.925,0.044827,0
3.936,0.011316,0
3.964,0.049015,0
3.969,0.019345,0
3.979,0.015406,0
3.985,0.042286,0
3.996,0.01275,0
4.006,0.052784,0
4.017,0.010337,0
4.028,0.047307,0
4.039,0.009825,0
4.05,0.032785,0
4.081,0.05208,0
4.086,0.032921,0
4.096,0.009191,0
4.107,0.052275,0
4.118,0.009693,0
4.129,0.04881,0
4.139,0.021082,0
4.145,0.043104,0
4.155,0.009823,0
4.167,0.045605,0
4.173,0.009823,0
4.184,0.040511,0
4.196,0.018013,0
4.207,0.048562,0
4.218,0.010622,0
4.229,0.05412,0
4.239,0.023239,0
4.25,0.046728,0
4.261,0.01664,0
4.272,0.024727,0
4.284,0.041391,0
4.295,0.014364,0
4.305,0.046958,0
4.312,0.011447,0
4.321,0.02672,0
4.327,0.018278,0
4.335,0.01328,0
4.341,0.049127,0
4.35,0.029495,0
4.356,0.014827,0
4.366,0.056922,0
4.372,0.012254,0
4.38,0.031078,0
4.386,0.037914,0
4.395,0.012228,0
4.401,0.048549,0
4.41,0.030782,0
4.416,0.017523,0
4.425,0.056296,0
4.431,0.01126,0
4.44,0.022155,0
4.447,0.0346,0
4.455,0.014728,0
4.462,0.051807,0
4.47,0.021671,0
4.476,0.012967,0
4.485,0.049919,0
4.491,0.013049,0
4.5,0.024869,0
4.506,0.040339,0
4.516,0.009702,0
4.522,0.054078,0
4.53,0.025405,0
4.536,0.019785,0
4.547,0.052767,0
4.559,0.011941,0
4.566,0.038969,0
4.577,0.009466,0
4.588,0.050985,0
4.599,0.013108,0
4.606,0.048944,0
4.616,0.010997,0
4.622,0.052844,0
4.632,0.010874,0
4.644,0.031759,0
4.651,0.011296,0
4.663,0.029012,0
4.675,0.017245,0
4.683,0.046264,0
4.694,0.015661,0
4.704,0.043682,0
4.71,0.01343,0
4.719,0.01852,0
4.725,0.039093,0
4.734,0.012614,0
4.74,0.045492,0
4.749,0.037263,0
4.755,0.020875,0
4.765,0.048315,0
4.771,0.010079,0
4.779,0.023174,0
4.785,0.040197,0
4.795,0.01155,0
4.801,0.050951,0
4.811,0.033832,0
4.817,0.020384,0
4.826,0.046935,0
4.832,0.011811,0
4.84,0.048768,0
4.847,0.029328,0
4.855,0.020141,0
4.861,0.050459,0
4.871,0.032711,0
4.9,0.049175,0
4.905,0.041614,0
4.915,0.010065,0
4.921,0.056263,0
4.932,0.033278,0
4.943,0.033215,0
4.953,0.017526,0
4.959,0.037944,0
4.968,0.041679,0
4.973,0.01281,0
4.983,0.03631,0
4.995,0.01215,0
5.022,0.047835,0
5.028,0.014747,0
5.037,0.009955,0
5.043,0.04658,0
5.052,0.015388,0
5.058,0.039236,0
5.067,0.051786,0
5.072,0.012758,0
5.083,0.036222,0
5.095,0.016441,0
5.105,0.062997,0
5.116,0.011902,0
5.143,0.051325,0
5.149,0.024036,0
5.158,0.035599,0
5.164,0.041906,0
5.172,0.018753,0
5.178,0.039859,0
5.187,0.044606,0
5.193,0.012907,0
5.202,0.040205,0
5.208,0.0255,0
5.217,0.014552,0
5.223,0.050473,0
5.233,0.019989,0
5.239,0.039915,0
5.248,0.044519,0
5.254,0.013053,0
5.263,0.035433,0
5.269,0.01738,0
5.278,0.014657,0
5.284,0.053381,0
5.292,0.021753,0
5.298,0.03314,0
5.307,0.047807,0
5.314,0.01139,0
5.322,0.038434,0
5.328,0.015894,0
5.337,0.011226,0
5.343,0.056508,0
5.352,0.017954,0
5.358,0.034672,0
5.367,0.045212,0
5.373,0.010431,0
5.383,0.039242,0
5.389,0.020145,0
5.397,0.014433,0
5.403,0.053343,0
5.412,0.01563,0
5.418,0.038673,0
5.427,0.051565,0
5.433,0.015182,0
5.443,0.038354,0
5.449,0.015078,0
5.457,0.019156,0
5.464,0.047506,0
5.472,0.018788,0
5.478,0.031954,0
5.487,0.045859,0
5.493,0.008755,0
5.502,0.046085,0
5.508,0.024018,0
5.517,0.012338,0
5.523,0.055292,0
5.533,0.014131,0
5.539,0.037807,0
5.549,0.041523,0
5.555,0.018487,0
5.564,0.046325,0
5.57,0.011239,0
5.579,0.015591,0
5.585,0.038249,0
5.595,0.012389,0
5.601,0.055797,0
5.61,0.029295,0
5.616,0.022239,0
5.625,0.047501,0
5.631,0.011191,0
5.64,0.026257,0
5.647,0.032658,0
5.655,0.011742,0
5.662,0.053066,0
5.67,0.021444,0
5.676,0.017843,0
5.685,0.051966,0
5.691,0.011893,0
5.7,0.032296,0
5.706,0.04001,0
5.715,0.012148,0
5.721,0.049436,0
5.731,0.034277,0
5.737,0.028113,0
5.745,0.050861,0
5.751,0.016262,0
5.76,0.024364,0
5.766,0.035922,0
5.776,0.013073,0
5.782,0.047279,0
5.791,0.021046,0
5.803,0.030793,0
5.809,0.017421,0
5.821,0.016136,0
5.827,0.031905,0
5.836,0.011982,0
5.842,0.054395,0
5.851,0.020121,0
5.857,0.030685,0
5.866,0.049583,0
5.872,0.01343,0
5.882,0.040953,0
5.888,0.016256,0
5.897,0.012782,0
5.903,0.051895,0
5.913,0.017989,0
5.924,0.040011,0
5.955,0.013688,0
5.961,0.050159,0
5.97,0.02498,0
5.976,0.024005,0
5.985,0.050253,0
5.991,0.010978,0
0,0.027818,0.036
0.005,0.040055,0.036
0.017,0.013263,0.036
0.026,0.052617,0.036
0.032,0.016702,0.036
0.041,0.026962,0.036
0.048,0.074267,0.036
0.076,0.083594,0.036
0.081,0.092902,0.036
0.092,0.10043,0.036
0.098,0.074645,0.036
0.106,0.092285,0.036
0.113,0.069379,0.036
0.121,0.10653,0.036
0.127,0.082918,0.036
0.136,0.038191,0.036
0.142,0.10423,0.036
0.151,0.085749,0.036
0.157,0.081588,0.036
0.167,0.094533,0.036
0.196,0.075308,0.036
0.201,0.10871,0.036
0.211,0.080937,0.036
0.222,0.088673,0.036
0.233,0.068471,0.036
0.244,0.097125,0.036
0.255,0.064429,0.036
0.267,0.10926,0.036
0.277,0.064996,0.036
0.283,0.11109,0.036
0.293,0.079695,0.036
0.299,0.10032,0.036
0.307,0.096698,0.036
0.314,0.06933,0.036
0.322,0.10775,0.036
0.328,0.078152,0.036
0.337,0.07092,0.036
0.343,0.11713,0.036
0.352,0.074593,0.036
0.358,0.097669,0.036
0.367,0.10346,0.036
0.373,0.066737,0.036
0.383,0.099802,0.036
0.389,0.076978,0.036
0.398,0.071163,0.036
0.404,0.1045,0.036
0.413,0.067654,0.036
0.42,0.10335,0.036
0.428,0.088083,0.036
0.438,0.072461,0.036
0.45,0.10825,0.036
0.46,0.0818,0.036
0.471,0.091491,0.036
0.483,0.086173,0.036
0.493,0.082323,0.036
0.499,0.09983,0.036
0.508,0.095147,0.036
0.514,0.075838,0.036
0.523,0.10236,0.036
0.53,0.077788,0.036
0.538,0.082318,0.036
0.544,0.11033,0.036
0.553,0.080834,0.036
0.559,0.098287,0.036
0.568,0.10379,0.036
0.574,0.070051,0.036
0.583,0.11365,0.036
0.589,0.079642,0.036
0.599,0.07703,0.036
0.605,0.10938,0.036
0.614,0.067247,0.036
0.62,0.11109,0.036
0.629,0.099113,0.036
0.635,0.072844,0.036
0.645,0.11101,0.036
0.651,0.079129,0.036
0.66,0.096274,0.036
0.666,0.1022,0.036
0.674,0.087947,0.036
0.681,0.1185,0.036
0.689,0.096814,0.036
0.696,0.092891,0.036
0.704,0.12605,0.036
0.71,0.0891,0.036
0.719,0.1042,0.036
0.725,0.1206,0.036
0.734,0.091192,0.036
0.74,0.13864,0.036
0.75,0.11832,0.036
0.756,0.10921,0.036
0.765,0.13347,0.036
0.771,0.090875,0.036
0.781,0.11277,0.036
0.787,0.11444,0.036
0.796,0.10624,0.036
0.802,0.13106,0.036
0.811,0.11239,0.036
0.817,0.11608,0.036
0.826,0.1329,0.036
0.832,0.096022,0.036
0.84,0.11607,0.036
0.847,0.12133,0.036
0.855,0.10607,0.036
0.862,0.13275,0.036
0.87,0.099032,0.036
0.876,0.10731,0.036
0.885,0.1336,0.036
0.891,0.097978,0.036
0.9,0.11914,0.036
0.907,0.1188,0.036
0.916,0.1152,0.036
0.922,0.13507,0.036
0.932,0.10481,0.036
0.938,0.12761,0.036
0.947,0.12915,0.036
0.952,0.10087,0.036
0.964,0.1211,0.036
0.974,0.10812,0.036
0.981,0.13328,0.036
0.989,0.10941,0.036
1.019,0.12088,0.036
1.024,0.13027,0.036
1.034,0.10116,0.036
1.04,0.12934,0.036
1.05,0.13354,0.036
