# Nominal stress (col0) and engineering strain (col1) data from ..\data\Ecoflex30\Uniaxial_New\New_Uniaxial_Final_400strain.txt
6.733333333333333358e-03,0.000000000000000000e+00
6.733333333333333358e-03,0.000000000000000000e+00
6.799999999999999621e-03,1.076583512338526302e-03
6.799999999999999621e-03,1.076583512338526302e-03
6.733333333333333358e-03,1.431180358873409284e-03
6.733333333333333358e-03,1.431180358873409284e-03
6.866666666666665884e-03,1.797658293866879770e-03
6.866666666666665884e-03,1.797658293866879770e-03
6.799999999999999621e-03,2.513252605981110450e-03
6.799999999999999621e-03,2.513252605981110450e-03
6.733333333333333358e-03,2.873321476893546649e-03
6.733333333333333358e-03,2.873321476893546649e-03
6.866666666666665884e-03,3.234327387509464136e-03
6.866666666666665884e-03,3.234327387509464136e-03
6.866666666666665884e-03,3.593492639501790278e-03
6.866666666666665884e-03,3.593492639501790278e-03
6.866666666666665884e-03,3.953561510414226911e-03
6.866666666666665884e-03,3.953561510414226911e-03
6.799999999999999621e-03,4.313647091718412693e-03
6.799999999999999621e-03,4.313647091718412693e-03
7.000000000000000146e-03,4.671891834717233766e-03
7.000000000000000146e-03,4.671891834717233766e-03
6.933333333333333015e-03,5.033801364253388810e-03
6.933333333333333015e-03,5.033801364253388810e-03
6.799999999999999621e-03,5.391142668013618189e-03
6.799999999999999621e-03,5.391142668013618189e-03
6.933333333333333015e-03,5.750307740324298901e-03
6.933333333333333015e-03,5.750307740324298901e-03
6.933333333333333015e-03,6.107648864403138721e-03
6.933333333333333015e-03,6.107648864403138721e-03
7.000000000000000146e-03,6.467726180352144708e-03
7.000000000000000146e-03,6.467726180352144708e-03
7.066666666666666409e-03,6.827803316619632766e-03
7.066666666666666409e-03,6.827803316619632766e-03
7.066666666666666409e-03,7.186056504655151562e-03
7.066666666666666409e-03,7.186056504655151562e-03
7.066666666666666409e-03,7.545221756647477705e-03
7.066666666666666409e-03,7.545221756647477705e-03
7.000000000000000146e-03,7.905307337951663488e-03
7.000000000000000146e-03,7.905307337951663488e-03
7.066666666666666409e-03,8.263552080950484560e-03
7.066666666666666409e-03,8.263552080950484560e-03
7.133333333333333540e-03,8.622717332942810703e-03
7.133333333333333540e-03,8.622717332942810703e-03
7.199999999999999803e-03,8.980978786333254291e-03
7.199999999999999803e-03,8.980978786333254291e-03
7.133333333333333540e-03,9.341967986557550563e-03
7.133333333333333540e-03,9.341967986557550563e-03
7.066666666666666409e-03,9.699309110636262013e-03
7.066666666666666409e-03,9.699309110636262013e-03
7.266666666666666934e-03,1.006212243877417298e-02
7.266666666666666934e-03,1.006212243877417298e-02
7.199999999999999803e-03,1.042403196831019965e-02
7.199999999999999803e-03,1.042403196831019965e-02
7.199999999999999803e-03,1.078045276307717897e-02
7.199999999999999803e-03,1.078045276307717897e-02
7.333333333333333197e-03,1.114145867369309602e-02
7.333333333333333197e-03,1.114145867369309602e-02
7.199999999999999803e-03,1.149970359637356339e-02
7.199999999999999803e-03,1.149970359637356339e-02
7.199999999999999803e-03,1.185978917767775004e-02
7.199999999999999803e-03,1.185978917767775004e-02
7.266666666666666934e-03,1.221712185671976376e-02
