File Path: C:\Users\admin\Desktop\Harshal_RRL\DUMBELL_ECOFLEX30_3_5_50mm\Test Run 2 23-10-2015 17 30 00\DAQ- Crosshead, … - (Timed).txt   
Test: Harshal_stressstrain_PET 2
Test Run: Test Run 2
Date: 23/10/2015 16:24:22


Crosshead 	Load 	Time 
mm	kN	sec
0.0343831416103058	2.96524185687304E-05	0.0399999991059303
0.0343831416103058	2.96524185687304E-05	0.0399999991059303
0.0539652501174714	-1.35091366246343E-05	0.0500000007450581
0.0539652501174714	-1.35091366246343E-05	0.0500000007450581
0.0737508162274025	1.42296659760177E-06	0.0599999986588955
0.0737508162274025	1.42296659760177E-06	0.0599999986588955
0.0941467296797782	1.20292918290943E-06	0.0700000002980232
0.0941467296797782	1.20292918290943E-06	0.0700000002980232
0.113983151095454	1.12287409137934E-06	0.0799999982118607
0.113983151095454	1.12287409137934E-06	0.0799999982118607
0.133921304950491	3.89046571217477E-06	0.0900000035762787
0.133921304950491	3.89046571217477E-06	0.0900000035762787
0.153961183968931	9.07654408365488E-07	0.100000001490116
0.153961183968931	9.07654408365488E-07	0.100000001490116
0.173899330548011	1.48531945887953E-06	0.109999999403954
0.173899330548011	1.48531945887953E-06	0.109999999403954
0.194091800949536	4.04975237324834E-06	0.119999997317791
0.194091800949536	4.04975237324834E-06	0.119999997317791
0.213877370697446	2.3880226071924E-06	0.129999995231628
0.213877370697446	2.3880226071924E-06	0.129999995231628
0.234018967603333	4.16669202968478E-06	0.140000000596046
0.234018967603333	4.16669202968478E-06	0.140000000596046
0.253906240686774	9.60683217272162E-07	0.150000005960464
0.253906240686774	9.60683217272162E-07	0.150000005960464
0.273691839538515	4.20848280191422E-06	0.159999996423721
0.273691839538515	4.20848280191422E-06	0.159999996423721
0.293782562948763	8.23056325316429E-06	0.170000001788139
0.293782562948763	8.23056325316429E-06	0.170000001788139
0.313771568471566	4.10245871171355E-06	0.180000007152557
0.313771568471566	4.10245871171355E-06	0.180000007152557
0.333862291881815	3.39407962746918E-06	0.189999997615814
0.333862291881815	3.39407962746918E-06	0.189999997615814
0.35380048211664	5.90986758470535E-06	0.200000002980232
0.35380048211664	5.90986758470535E-06	0.200000002980232
0.37384033203125	7.9162735491991E-06	0.209999993443489
0.37384033203125	7.9162735491991E-06	0.209999993443489
0.393880211049691	6.27684127539396E-06	0.219999998807907
0.393880211049691	6.27684127539396E-06	0.219999998807907
